SignId,Id,X,Y,Z,Retro,UTC
6,1568806,33.7753772,-84.4025002,308.013,0.78,64651.77989
6,1568807,33.775377,-84.4025003,307.949,0.78,64651.77992
6,1568808,33.775377,-84.4025003,307.886,0.78,64651.77995
6,1568809,33.775377,-84.4025003,307.823,0.77,64651.77999
6,1568810,33.7753771,-84.4025003,307.76,0.78,64651.78002
6,1568811,33.7753772,-84.4025002,307.697,0.78,64651.78005
6,1568812,33.7753772,-84.4025002,307.634,0.78,64651.78008
6,1568813,33.7753772,-84.4025002,307.571,0.77,64651.78012
6,1568814,33.7753771,-84.4025002,307.508,0.78,64651.78015
6,1568815,33.775377,-84.4025002,307.446,0.76,64651.78018
6,1568816,33.7753772,-84.4025001,307.382,0.75,64651.78022
6,1568822,33.7753772,-84.4025001,307,0.72,64651.78041
6,1568823,33.7753772,-84.4025001,306.936,0.74,64651.78044
6,1568824,33.7753771,-84.4025001,306.874,0.74,64651.78048
6,1568825,33.7753771,-84.4025001,306.81,0.74,64651.78051
6,1568826,33.7753772,-84.4025,306.742,0.74,64651.78054
6,1568827,33.7753772,-84.4025,306.678,0.74,64651.78058
6,1568828,33.7753771,-84.4025,306.614,0.75,64651.78061
6,1568829,33.7753771,-84.4025,306.55,0.74,64651.78064
6,1568830,33.7753771,-84.4025001,306.486,0.73,64651.78067
6,1568831,33.7753771,-84.4025,306.419,0.74,64651.78071
6,1568832,33.7753772,-84.4024999,306.35,0.67,64651.78074
6,1568936,33.7753771,-84.4025004,308.075,0.76,64651.79317
6,1568937,33.775377,-84.4025004,308.012,0.78,64651.7932
6,1568938,33.7753771,-84.4025003,307.949,0.78,64651.79324
6,1568939,33.7753771,-84.4025003,307.886,0.78,64651.79327
6,1568940,33.775377,-84.4025003,307.823,0.78,64651.7933
6,1568941,33.775377,-84.4025004,307.76,0.78,64651.79333
6,1568942,33.7753771,-84.4025003,307.697,0.78,64651.79337
6,1568943,33.7753771,-84.4025003,307.635,0.78,64651.7934
6,1568944,33.775377,-84.4025003,307.572,0.76,64651.79343
6,1568945,33.7753771,-84.4025002,307.509,0.78,64651.79347
6,1568946,33.7753772,-84.4025002,307.446,0.76,64651.7935
6,1568947,33.7753772,-84.4025002,307.382,0.74,64651.79353
6,1568953,33.7753772,-84.4025001,307.002,0.69,64651.79373
6,1568954,33.7753772,-84.4025001,306.939,0.74,64651.79376
6,1568955,33.775377,-84.4025002,306.877,0.74,64651.79379
6,1568956,33.7753772,-84.4025001,306.81,0.73,64651.79383
6,1568957,33.7753772,-84.4025001,306.746,0.73,64651.79386
6,1568958,33.7753771,-84.4025001,306.683,0.74,64651.79389
6,1568959,33.7753772,-84.4025001,306.617,0.74,64651.79392
6,1568960,33.7753772,-84.4025001,306.551,0.73,64651.79396
6,1568961,33.7753771,-84.4025001,306.488,0.74,64651.79399
6,1568962,33.7753772,-84.4025,306.42,0.73,64651.79402
6,1568963,33.7753773,-84.4025,306.351,0.64,64651.79406
6,1569066,33.775377,-84.4025005,308.074,0.76,64651.80649
6,1569067,33.775377,-84.4025005,308.011,0.79,64651.80652
6,1569068,33.775377,-84.4025005,307.948,0.77,64651.80655
6,1569069,33.7753769,-84.4025005,307.885,0.78,64651.80658
6,1569070,33.775377,-84.4025004,307.823,0.77,64651.80662
6,1569071,33.775377,-84.4025004,307.761,0.78,64651.80665
6,1569072,33.7753771,-84.4025004,307.698,0.78,64651.80668
6,1569073,33.775377,-84.4025004,307.635,0.78,64651.80672
6,1569074,33.775377,-84.4025004,307.573,0.74,64651.80675
6,1569075,33.775377,-84.4025004,307.51,0.77,64651.80678
6,1569076,33.7753771,-84.4025003,307.447,0.76,64651.80681
6,1569077,33.7753771,-84.4025003,307.384,0.76,64651.80685
6,1569083,33.7753771,-84.4025003,307.006,0.66,64651.80704
6,1569084,33.7753771,-84.4025002,306.941,0.74,64651.80708
6,1569085,33.7753771,-84.4025003,306.879,0.74,64651.80711
6,1569086,33.7753771,-84.4025002,306.814,0.74,64651.80714
6,1569087,33.7753772,-84.4025002,306.749,0.71,64651.80717
6,1569088,33.7753772,-84.4025001,306.683,0.71,64651.80721
6,1569089,33.7753769,-84.4025003,306.625,0.71,64651.80724
6,1569090,33.7753771,-84.4025002,306.555,0.74,64651.80727
6,1569091,33.7753771,-84.4025002,306.491,0.73,64651.8073
6,1569092,33.7753771,-84.4025002,306.426,0.74,64651.80734
6,1569093,33.7753772,-84.4025001,306.358,0.7,64651.80737
6,1569196,33.7753769,-84.4025006,308.071,0.76,64651.8198
6,1569197,33.775377,-84.4025005,308.01,0.79,64651.81983
6,1569198,33.7753769,-84.4025006,307.947,0.78,64651.81987
6,1569199,33.7753769,-84.4025006,307.884,0.77,64651.8199
6,1569200,33.7753769,-84.4025005,307.822,0.76,64651.81993
6,1569201,33.775377,-84.4025005,307.76,0.77,64651.81996
6,1569202,33.775377,-84.4025005,307.697,0.78,64651.82
6,1569203,33.775377,-84.4025005,307.635,0.78,64651.82003
6,1569204,33.7753772,-84.4025004,307.572,0.68,64651.82006
6,1569205,33.775377,-84.4025005,307.51,0.77,64651.82009
6,1569206,33.7753772,-84.4025003,307.447,0.76,64651.82013
6,1569207,33.7753771,-84.4025004,307.384,0.78,64651.82016
6,1569208,33.7753772,-84.4025003,307.321,0.71,64651.82019
6,1569214,33.7753771,-84.4025003,306.943,0.74,64651.82039
6,1569215,33.775377,-84.4025003,306.88,0.73,64651.82042
6,1569216,33.7753769,-84.4025004,306.818,0.74,64651.82045
6,1569220,33.7753771,-84.4025002,306.558,0.72,64651.82059
6,1569221,33.7753771,-84.4025003,306.494,0.73,64651.82062
6,1569222,33.7753772,-84.4025002,306.426,0.74,64651.82065
6,1569223,33.7753771,-84.4025002,306.361,0.72,64651.82068
6,1569326,33.7753769,-84.4025007,308.071,0.75,64651.83312
6,1569327,33.775377,-84.4025006,308.009,0.79,64651.83315
6,1569328,33.7753769,-84.4025006,307.946,0.78,64651.83318
6,1569329,33.7753769,-84.4025006,307.884,0.75,64651.83322
6,1569330,33.7753769,-84.4025006,307.822,0.73,64651.83325
6,1569331,33.7753769,-84.4025006,307.76,0.77,64651.83328
6,1569332,33.7753769,-84.4025006,307.697,0.78,64651.83331
6,1569333,33.775377,-84.4025006,307.635,0.77,64651.83335
6,1569334,33.7753771,-84.4025005,307.572,0.62,64651.83338
6,1569335,33.775377,-84.4025005,307.51,0.76,64651.83341
6,1569336,33.7753771,-84.4025005,307.448,0.75,64651.83344
6,1569337,33.7753769,-84.4025005,307.386,0.78,64651.83348
6,1569338,33.775377,-84.4025005,307.323,0.75,64651.83351
6,1569343,33.775377,-84.4025004,307.009,0.62,64651.83367
6,1569344,33.7753769,-84.4025005,306.947,0.74,64651.83371
6,1569345,33.7753769,-84.4025005,306.884,0.74,64651.83374
6,1569346,33.775377,-84.4025004,306.82,0.74,64651.83377
6,1569350,33.7753771,-84.4025003,306.561,0.71,64651.8339
6,1569351,33.775377,-84.4025003,306.498,0.73,64651.83394
6,1569352,33.7753771,-84.4025003,306.43,0.74,64651.83397
6,1569353,33.7753772,-84.4025003,306.364,0.74,64651.834
6,1569354,33.7753771,-84.4025003,306.299,0.62,64651.83403
6,1569454,33.775377,-84.4025007,308.071,0.74,64651.84643
6,1569455,33.7753769,-84.4025007,308.008,0.78,64651.84647
6,1569456,33.7753769,-84.4025007,307.946,0.78,64651.8465
6,1569457,33.7753771,-84.4025006,307.885,0.71,64651.84653
6,1569458,33.775377,-84.4025006,307.822,0.65,64651.84656
6,1569459,33.7753769,-84.4025007,307.76,0.77,64651.8466
6,1569460,33.7753769,-84.4025007,307.698,0.77,64651.84663
6,1569461,33.775377,-84.4025006,307.636,0.74,64651.84666
6,1569463,33.775377,-84.4025006,307.511,0.77,64651.84673
6,1569464,33.775377,-84.4025005,307.449,0.76,64651.84676
6,1569465,33.775377,-84.4025005,307.387,0.79,64651.84679
6,1569466,33.7753771,-84.4025005,307.324,0.77,64651.84683
6,1569471,33.7753771,-84.4025005,307.01,0.69,64651.84699
6,1569472,33.7753769,-84.4025006,306.95,0.74,64651.84702
6,1569473,33.775377,-84.4025005,306.886,0.74,64651.84705
6,1569474,33.7753769,-84.4025005,306.824,0.74,64651.84709
6,1569475,33.7753771,-84.4025004,306.757,0.69,64651.84712
6,1569478,33.7753772,-84.4025003,306.562,0.71,64651.84722
6,1569479,33.775377,-84.4025004,306.502,0.74,64651.84725
6,1569480,33.7753771,-84.4025004,306.435,0.74,64651.84728
6,1569481,33.775377,-84.4025004,306.37,0.74,64651.84732
6,1569482,33.7753772,-84.4025003,306.302,0.67,64651.84735
6,1569582,33.7753769,-84.4025008,308.069,0.76,64651.85975
6,1569583,33.7753769,-84.4025008,308.007,0.78,64651.85978
6,1569584,33.7753769,-84.4025008,307.945,0.77,64651.85981
6,1569585,33.775377,-84.4025007,307.883,0.66,64651.85984
6,1569586,33.7753771,-84.4025006,307.822,0.67,64651.85988
6,1569587,33.7753768,-84.4025008,307.759,0.77,64651.85991
6,1569588,33.775377,-84.4025006,307.697,0.78,64651.85994
6,1569589,33.775377,-84.4025007,307.635,0.69,64651.85998
6,1569591,33.7753769,-84.4025007,307.511,0.77,64651.86004
6,1569592,33.775377,-84.4025006,307.449,0.75,64651.86007
6,1569593,33.7753769,-84.4025006,307.387,0.79,64651.86011
6,1569594,33.775377,-84.4025006,307.325,0.77,64651.86014
6,1569599,33.7753771,-84.4025005,307.011,0.71,64651.8603
6,1569600,33.775377,-84.4025006,306.949,0.74,64651.86034
6,1569601,33.7753769,-84.4025006,306.887,0.74,64651.86037
6,1569602,33.775377,-84.4025005,306.823,0.74,64651.8604
6,1569603,33.775377,-84.4025005,306.759,0.72,64651.86043
6,1569605,33.775377,-84.4025005,306.633,0.68,64651.8605
6,1569606,33.7753771,-84.4025005,306.566,0.71,64651.86053
6,1569607,33.775377,-84.4025005,306.503,0.74,64651.86057
6,1569608,33.7753769,-84.4025005,306.441,0.74,64651.8606
6,1569609,33.7753771,-84.4025004,306.373,0.74,64651.86063
6,1569610,33.775377,-84.4025004,306.308,0.69,64651.86066
6,1569708,33.7753766,-84.402501,308.128,0.73,64651.87303
6,1569709,33.7753768,-84.4025009,308.068,0.77,64651.87306
6,1569710,33.7753767,-84.4025009,308.005,0.78,64651.87309
6,1569711,33.7753768,-84.4025009,307.944,0.77,64651.87313
6,1569712,33.775377,-84.4025008,307.883,0.63,64651.87316
6,1569713,33.775377,-84.4025007,307.821,0.72,64651.87319
6,1569714,33.7753768,-84.4025008,307.759,0.78,64651.87323
6,1569715,33.7753769,-84.4025008,307.697,0.76,64651.87326
6,1569718,33.7753769,-84.4025007,307.512,0.78,64651.87336
6,1569719,33.7753769,-84.4025007,307.45,0.76,64651.87339
6,1569720,33.7753769,-84.4025007,307.388,0.79,64651.87342
6,1569721,33.7753769,-84.4025007,307.326,0.77,64651.87345
6,1569726,33.775377,-84.4025006,307.014,0.73,64651.87362
6,1569727,33.7753768,-84.4025007,306.953,0.74,64651.87365
6,1569728,33.7753769,-84.4025007,306.89,0.74,64651.87368
6,1569729,33.7753769,-84.4025007,306.827,0.74,64651.87372
6,1569730,33.7753769,-84.4025006,306.763,0.74,64651.87375
6,1569732,33.775377,-84.4025006,306.634,0.72,64651.87381
6,1569733,33.775377,-84.4025006,306.57,0.73,64651.87385
6,1569734,33.775377,-84.4025005,306.506,0.74,64651.87388
6,1569735,33.7753769,-84.4025006,306.445,0.74,64651.87391
6,1569736,33.7753769,-84.4025006,306.38,0.75,64651.87395
6,1569737,33.7753771,-84.4025004,306.308,0.64,64651.87398
6,1569836,33.7753769,-84.4025009,308.129,0.76,64651.88634
6,1569837,33.7753768,-84.402501,308.067,0.78,64651.88638
6,1569838,33.7753768,-84.4025009,308.006,0.79,64651.88641
6,1569839,33.7753768,-84.4025009,307.944,0.77,64651.88644
6,1569840,33.775377,-84.4025008,307.883,0.71,64651.88647
6,1569841,33.7753769,-84.4025009,307.821,0.77,64651.88651
6,1569842,33.7753769,-84.4025009,307.759,0.77,64651.88654
6,1569843,33.775377,-84.4025008,307.698,0.74,64651.88657
6,1569845,33.7753772,-84.4025007,307.574,0.68,64651.88664
6,1569846,33.7753769,-84.4025008,307.513,0.78,64651.88667
6,1569847,33.7753769,-84.4025008,307.451,0.75,64651.8867
6,1569848,33.7753769,-84.4025008,307.389,0.79,64651.88674
6,1569849,33.775377,-84.4025008,307.327,0.74,64651.88677
6,1569854,33.775377,-84.4025007,307.016,0.72,64651.88693
6,1569855,33.7753768,-84.4025008,306.955,0.74,64651.88697
6,1569856,33.775377,-84.4025007,306.891,0.74,64651.887
6,1569857,33.7753769,-84.4025007,306.829,0.75,64651.88703
6,1569858,33.7753769,-84.4025007,306.766,0.74,64651.88706
6,1569860,33.775377,-84.4025007,306.638,0.73,64651.88713
6,1569861,33.7753769,-84.4025007,306.576,0.74,64651.88716
6,1569862,33.775377,-84.4025006,306.51,0.72,64651.88719
6,1569863,33.775377,-84.4025006,306.446,0.74,64651.88723
6,1569864,33.7753769,-84.4025007,306.384,0.74,64651.88726
6,1569865,33.7753771,-84.4025005,306.313,0.68,64651.88729
6,1569965,33.7753769,-84.402501,308.128,0.77,64651.89966
6,1569966,33.7753767,-84.4025011,308.065,0.78,64651.89969
6,1569967,33.7753767,-84.402501,308.003,0.78,64651.89972
6,1569968,33.7753768,-84.402501,307.942,0.75,64651.89975
6,1569969,33.7753769,-84.4025009,307.882,0.75,64651.89979
6,1569970,33.7753766,-84.4025011,307.819,0.78,64651.89982
6,1569971,33.7753768,-84.402501,307.758,0.78,64651.89985
6,1569972,33.7753768,-84.4025009,307.697,0.7,64651.89988
6,1569974,33.775377,-84.4025009,307.574,0.74,64651.89995
6,1569975,33.7753768,-84.4025009,307.513,0.78,64651.89998
6,1569976,33.7753769,-84.4025009,307.451,0.75,64651.90002
6,1569977,33.7753769,-84.4025009,307.389,0.79,64651.90005
6,1569978,33.7753768,-84.4025009,307.328,0.74,64651.90008
6,1569982,33.7753769,-84.4025008,307.079,0.67,64651.90021
6,1569983,33.775377,-84.4025008,307.017,0.74,64651.90024
6,1569984,33.7753768,-84.4025008,306.957,0.73,64651.90028
6,1569985,33.7753769,-84.4025008,306.894,0.74,64651.90031
6,1569986,33.7753768,-84.4025008,306.832,0.74,64651.90034
6,1569987,33.775377,-84.4025007,306.766,0.75,64651.90038
6,1569988,33.7753768,-84.4025008,306.707,0.64,64651.90041
6,1569989,33.775377,-84.4025007,306.639,0.71,64651.90044
6,1569990,33.7753768,-84.4025008,306.579,0.75,64651.90047
6,1569991,33.7753768,-84.4025008,306.515,0.73,64651.90051
6,1569992,33.7753769,-84.4025007,306.449,0.73,64651.90054
6,1569993,33.775377,-84.4025006,306.382,0.74,64651.90057
6,1569994,33.775377,-84.4025007,306.318,0.72,64651.9006
6,1570094,33.7753767,-84.4025012,308.125,0.76,64651.91297
6,1570095,33.7753767,-84.4025011,308.064,0.78,64651.913
6,1570096,33.7753767,-84.4025011,308.003,0.78,64651.91304
6,1570097,33.7753768,-84.4025011,307.942,0.75,64651.91307
6,1570098,33.7753767,-84.4025011,307.88,0.77,64651.9131
6,1570099,33.7753768,-84.4025011,307.819,0.77,64651.91313
6,1570100,33.7753766,-84.4025011,307.758,0.77,64651.91317
6,1570101,33.7753769,-84.402501,307.697,0.62,64651.9132
6,1570103,33.7753769,-84.402501,307.574,0.76,64651.91327
6,1570104,33.7753768,-84.402501,307.513,0.78,64651.9133
6,1570105,33.7753769,-84.402501,307.452,0.75,64651.91333
6,1570106,33.7753768,-84.402501,307.39,0.79,64651.91336
6,1570107,33.7753768,-84.402501,307.329,0.76,64651.9134
6,1570111,33.7753771,-84.4025008,307.08,0.71,64651.91353
6,1570112,33.7753769,-84.4025009,307.02,0.74,64651.91356
6,1570113,33.7753768,-84.4025009,306.959,0.74,64651.91359
6,1570114,33.7753768,-84.4025009,306.897,0.73,64651.91363
6,1570115,33.7753767,-84.402501,306.836,0.73,64651.91366
6,1570116,33.7753769,-84.4025009,306.77,0.74,64651.91369
6,1570117,33.7753768,-84.4025009,306.709,0.73,64651.91372
6,1570119,33.7753769,-84.4025008,306.581,0.74,64651.91379
6,1570120,33.7753768,-84.4025009,306.519,0.74,64651.91382
6,1570121,33.7753768,-84.4025009,306.456,0.74,64651.91385
6,1570122,33.7753769,-84.4025008,306.389,0.74,64651.91389
6,1570123,33.7753768,-84.4025008,306.326,0.73,64651.91392
6,1570124,33.775377,-84.4025007,306.257,0.61,64651.91395
6,1570223,33.7753767,-84.4025012,308.125,0.74,64651.92629
6,1570224,33.7753767,-84.4025012,308.064,0.78,64651.92632
6,1570225,33.7753767,-84.4025012,308.002,0.78,64651.92635
6,1570226,33.7753767,-84.4025012,307.941,0.74,64651.92638
6,1570227,33.7753768,-84.4025011,307.88,0.78,64651.92642
6,1570228,33.7753768,-84.4025011,307.819,0.76,64651.92645
6,1570229,33.7753768,-84.4025011,307.759,0.73,64651.92648
6,1570232,33.7753769,-84.402501,307.575,0.78,64651.92658
6,1570233,33.7753767,-84.4025011,307.514,0.79,64651.92661
6,1570234,33.7753768,-84.4025011,307.453,0.75,64651.92664
6,1570235,33.7753768,-84.402501,307.392,0.79,64651.92668
6,1570236,33.7753769,-84.402501,307.33,0.78,64651.92671
6,1570237,33.7753769,-84.402501,307.268,0.74,64651.92674
6,1570240,33.7753768,-84.402501,307.084,0.71,64651.92684
6,1570241,33.7753769,-84.402501,307.022,0.74,64651.92687
6,1570242,33.7753768,-84.402501,306.961,0.74,64651.92691
6,1570243,33.7753768,-84.402501,306.899,0.74,64651.92694
6,1570244,33.7753768,-84.402501,306.837,0.73,64651.92697
6,1570245,33.7753767,-84.402501,306.775,0.74,64651.92701
6,1570246,33.7753769,-84.4025009,306.71,0.74,64651.92704
6,1570248,33.7753768,-84.4025009,306.585,0.74,64651.9271
6,1570249,33.7753768,-84.4025009,306.522,0.74,64651.92714
6,1570250,33.7753768,-84.4025009,306.458,0.72,64651.92717
6,1570251,33.7753768,-84.4025009,306.395,0.74,64651.9272
6,1570252,33.7753769,-84.4025008,306.327,0.74,64651.92723
6,1570253,33.7753769,-84.4025008,306.264,0.68,64651.92727
6,1570352,33.7753767,-84.4025013,308.123,0.74,64651.9396
6,1570353,33.7753766,-84.4025013,308.061,0.78,64651.93963
6,1570354,33.7753766,-84.4025013,308,0.78,64651.93966
6,1570355,33.7753768,-84.4025012,307.941,0.72,64651.9397
6,1570356,33.7753768,-84.4025012,307.88,0.78,64651.93973
6,1570357,33.7753768,-84.4025012,307.819,0.71,64651.93976
6,1570358,33.7753767,-84.4025012,307.758,0.69,64651.93979
6,1570360,33.7753769,-84.4025011,307.636,0.64,64651.93986
6,1570361,33.7753767,-84.4025012,307.575,0.79,64651.93989
6,1570362,33.7753767,-84.4025012,307.514,0.78,64651.93992
6,1570363,33.7753767,-84.4025012,307.454,0.75,64651.93996
6,1570364,33.7753767,-84.4025012,307.393,0.79,64651.93999
6,1570365,33.7753768,-84.4025011,307.331,0.79,64651.94002
6,1570366,33.7753768,-84.4025011,307.269,0.76,64651.94006
6,1570369,33.7753767,-84.4025011,307.086,0.71,64651.94015
6,1570370,33.7753767,-84.4025011,307.026,0.74,64651.94019
6,1570371,33.7753768,-84.402501,306.962,0.74,64651.94022
6,1570372,33.7753768,-84.4025011,306.901,0.74,64651.94025
6,1570373,33.7753768,-84.402501,306.837,0.74,64651.94028
6,1570374,33.7753767,-84.4025011,306.778,0.75,64651.94032
6,1570375,33.7753769,-84.402501,306.711,0.74,64651.94035
6,1570377,33.7753769,-84.402501,306.586,0.72,64651.94042
6,1570378,33.7753767,-84.402501,306.526,0.73,64651.94045
6,1570379,33.7753769,-84.4025009,306.459,0.73,64651.94048
6,1570380,33.7753768,-84.402501,306.397,0.74,64651.94051
6,1570381,33.7753768,-84.402501,306.333,0.74,64651.94055
6,1570382,33.7753768,-84.4025009,306.268,0.7,64651.94058
6,1570480,33.7753767,-84.4025013,308.122,0.75,64651.95291
6,1570481,33.7753767,-84.4025013,308.061,0.78,64651.95294
6,1570482,33.7753767,-84.4025013,308,0.78,64651.95298
6,1570483,33.7753767,-84.4025013,307.94,0.7,64651.95301
6,1570484,33.7753767,-84.4025013,307.879,0.77,64651.95304
6,1570486,33.7753767,-84.4025013,307.757,0.62,64651.95311
6,1570488,33.7753767,-84.4025012,307.636,0.74,64651.95317
6,1570489,33.7753767,-84.4025013,307.575,0.79,64651.95321
6,1570490,33.7753766,-84.4025013,307.515,0.78,64651.95324
6,1570491,33.7753767,-84.4025012,307.454,0.75,64651.95327
6,1570492,33.7753767,-84.4025012,307.393,0.8,64651.9533
6,1570493,33.7753767,-84.4025012,307.332,0.79,64651.95334
6,1570494,33.7753767,-84.4025012,307.271,0.77,64651.95337
6,1570497,33.7753767,-84.4025012,307.087,0.7,64651.95347
6,1570498,33.7753769,-84.4025011,307.024,0.74,64651.9535
6,1570499,33.7753767,-84.4025012,306.966,0.74,64651.95353
6,1570500,33.7753768,-84.4025011,306.902,0.74,64651.95357
6,1570501,33.7753768,-84.4025011,306.84,0.74,64651.9536
6,1570502,33.7753767,-84.4025012,306.78,0.74,64651.95363
6,1570503,33.7753768,-84.4025011,306.714,0.75,64651.95366
6,1570504,33.7753768,-84.4025011,306.652,0.66,64651.9537
6,1570506,33.7753767,-84.4025011,306.529,0.74,64651.95376
6,1570507,33.7753768,-84.4025011,306.464,0.74,64651.9538
6,1570508,33.7753768,-84.402501,306.4,0.74,64651.95383
6,1570509,33.7753768,-84.402501,306.337,0.74,64651.95386
6,1570510,33.7753768,-84.402501,306.271,0.65,64651.95389
6,1570608,33.7753767,-84.4025014,308.183,0.72,64651.96619
6,1570609,33.7753766,-84.4025015,308.12,0.77,64651.96623
6,1570610,33.7753764,-84.4025016,308.058,0.78,64651.96626
6,1570611,33.7753766,-84.4025014,308,0.77,64651.96629
6,1570613,33.7753768,-84.4025013,307.879,0.72,64651.96636
6,1570617,33.7753767,-84.4025013,307.637,0.77,64651.96649
6,1570618,33.7753767,-84.4025013,307.576,0.78,64651.96652
6,1570619,33.7753767,-84.4025013,307.516,0.78,64651.96655
6,1570620,33.7753767,-84.4025013,307.455,0.76,64651.96659
6,1570621,33.7753767,-84.4025013,307.395,0.79,64651.96662
6,1570622,33.7753767,-84.4025013,307.334,0.78,64651.96665
6,1570623,33.7753767,-84.4025013,307.273,0.77,64651.96668
6,1570626,33.7753767,-84.4025012,307.089,0.62,64651.96678
6,1570627,33.7753768,-84.4025012,307.027,0.74,64651.96681
6,1570628,33.7753768,-84.4025012,306.966,0.74,64651.96685
6,1570629,33.7753768,-84.4025012,306.905,0.74,64651.96688
6,1570630,33.7753767,-84.4025012,306.844,0.74,64651.96691
6,1570631,33.7753767,-84.4025012,306.782,0.74,64651.96695
6,1570632,33.7753767,-84.4025012,306.719,0.74,64651.96698
6,1570633,33.7753767,-84.4025012,306.658,0.65,64651.96701
6,1570635,33.7753767,-84.4025012,306.532,0.73,64651.96708
6,1570636,33.7753766,-84.4025012,306.471,0.72,64651.96711
6,1570637,33.7753767,-84.4025012,306.406,0.74,64651.96714
6,1570638,33.7753768,-84.4025011,306.341,0.74,64651.96717
6,1570639,33.7753769,-84.402501,306.273,0.67,64651.96721
6,1570736,33.7753766,-84.4025016,308.179,0.75,64651.97951
6,1570737,33.7753765,-84.4025016,308.118,0.78,64651.97954
6,1570738,33.7753765,-84.4025016,308.058,0.78,64651.97957
6,1570739,33.7753766,-84.4025015,307.998,0.78,64651.9796
6,1570745,33.7753767,-84.4025014,307.636,0.78,64651.9798
6,1570746,33.7753767,-84.4025014,307.576,0.79,64651.97983
6,1570747,33.7753767,-84.4025014,307.515,0.78,64651.97987
6,1570748,33.7753767,-84.4025014,307.455,0.76,64651.9799
6,1570749,33.7753767,-84.4025014,307.394,0.79,64651.97993
6,1570750,33.7753766,-84.4025014,307.334,0.79,64651.97996
6,1570751,33.7753767,-84.4025014,307.274,0.76,64651.98
6,1570755,33.7753769,-84.4025012,307.027,0.76,64651.98013
6,1570756,33.7753766,-84.4025014,306.969,0.74,64651.98016
6,1570757,33.7753767,-84.4025013,306.908,0.74,64651.98019
6,1570758,33.7753767,-84.4025013,306.845,0.75,64651.98023
6,1570759,33.7753767,-84.4025013,306.784,0.74,64651.98026
6,1570760,33.7753767,-84.4025013,306.721,0.74,64651.98029
6,1570762,33.775377,-84.4025011,306.591,0.69,64651.98036
6,1570763,33.7753766,-84.4025013,306.536,0.74,64651.98039
6,1570764,33.7753767,-84.4025013,306.473,0.73,64651.98042
6,1570765,33.7753768,-84.4025012,306.406,0.74,64651.98045
6,1570766,33.7753767,-84.4025012,306.345,0.74,64651.98049
6,1570767,33.7753767,-84.4025012,306.281,0.72,64651.98052
6,1570866,33.7753766,-84.4025016,308.178,0.77,64651.99282
6,1570867,33.7753766,-84.4025016,308.118,0.78,64651.99286
6,1570868,33.7753765,-84.4025016,308.057,0.78,64651.99289
6,1570869,33.7753766,-84.4025016,307.997,0.78,64651.99292
6,1570874,33.7753769,-84.4025014,307.697,0.64,64651.99308
6,1570875,33.7753767,-84.4025015,307.636,0.78,64651.99312
6,1570876,33.7753766,-84.4025015,307.576,0.78,64651.99315
6,1570877,33.7753765,-84.4025015,307.516,0.78,64651.99318
6,1570878,33.7753766,-84.4025015,307.456,0.74,64651.99322
6,1570879,33.7753766,-84.4025015,307.396,0.79,64651.99325
6,1570880,33.7753766,-84.4025015,307.335,0.79,64651.99328
6,1570881,33.7753766,-84.4025015,307.275,0.74,64651.99331
6,1570884,33.7753767,-84.4025014,307.092,0.62,64651.99341
6,1570885,33.7753766,-84.4025014,307.033,0.74,64651.99344
6,1570886,33.7753766,-84.4025014,306.971,0.73,64651.99348
6,1570887,33.7753767,-84.4025014,306.909,0.73,64651.99351
6,1570888,33.7753764,-84.4025015,306.852,0.74,64651.99354
6,1570889,33.7753766,-84.4025014,306.787,0.74,64651.99358
6,1570890,33.7753766,-84.4025014,306.726,0.74,64651.99361
6,1570892,33.7753767,-84.4025013,306.599,0.72,64651.99367
6,1570893,33.7753766,-84.4025014,306.54,0.74,64651.99371
6,1570894,33.7753767,-84.4025013,306.475,0.74,64651.99374
6,1570895,33.7753766,-84.4025013,306.413,0.74,64651.99377
6,1570896,33.7753766,-84.4025014,306.352,0.74,64651.9938
6,1570897,33.7753767,-84.4025013,306.284,0.74,64651.99384
6,1570997,33.7753765,-84.4025018,308.176,0.76,64652.00615
6,1570998,33.7753765,-84.4025018,308.115,0.79,64652.00618
6,1570999,33.7753766,-84.4025017,308.057,0.78,64652.00621
6,1571000,33.7753763,-84.4025018,307.994,0.78,64652.00625
6,1571005,33.7753766,-84.4025016,307.697,0.74,64652.00641
6,1571006,33.7753766,-84.4025016,307.637,0.79,64652.00644
6,1571007,33.7753766,-84.4025016,307.577,0.78,64652.00647
6,1571008,33.7753765,-84.4025016,307.517,0.78,64652.00651
6,1571009,33.7753766,-84.4025016,307.457,0.75,64652.00654
6,1571010,33.7753766,-84.4025016,307.397,0.78,64652.00657
6,1571011,33.7753766,-84.4025016,307.337,0.78,64652.00661
6,1571012,33.7753767,-84.4025015,307.276,0.75,64652.00664
6,1571015,33.7753767,-84.4025015,307.094,0.71,64652.00674
6,1571016,33.7753767,-84.4025015,307.034,0.74,64652.00677
6,1571017,33.7753767,-84.4025015,306.973,0.74,64652.0068
6,1571018,33.7753766,-84.4025015,306.913,0.74,64652.00683
6,1571019,33.7753765,-84.4025015,306.853,0.74,64652.00687
6,1571020,33.7753767,-84.4025014,306.788,0.74,64652.0069
6,1571021,33.7753766,-84.4025015,306.729,0.72,64652.00693
6,1571023,33.7753766,-84.4025014,306.605,0.74,64652.007
6,1571024,33.7753768,-84.4025014,306.54,0.74,64652.00703
