SignId,Id,X,Y,Z,Retro,UTC
2,681670,33.7739849,-84.4018794,306.389,0.75,64556.66025
2,681671,33.7739848,-84.4018793,306.336,0.74,64556.66028
2,681672,33.7739849,-84.4018794,306.281,0.62,64556.66031
2,681796,33.7739847,-84.4018795,306.714,0.73,64556.67336
2,681797,33.7739847,-84.4018795,306.661,0.74,64556.6734
2,681798,33.7739847,-84.4018796,306.609,0.76,64556.67343
2,681799,33.7739847,-84.4018795,306.557,0.75,64556.67346
2,681800,33.7739848,-84.4018796,306.504,0.76,64556.6735
2,681801,33.7739846,-84.4018795,306.452,0.74,64556.67353
2,681802,33.7739847,-84.4018796,306.398,0.76,64556.67356
2,681803,33.7739847,-84.4018796,306.346,0.71,64556.67359
2,681931,33.7739845,-84.4018797,306.666,0.73,64556.68671
2,681932,33.7739844,-84.4018797,306.615,0.75,64556.68675
2,681933,33.7739843,-84.4018796,306.564,0.75,64556.68678
2,681934,33.7739845,-84.4018798,306.512,0.75,64556.68681
2,681935,33.7739844,-84.4018797,306.461,0.76,64556.68685
2,681936,33.7739844,-84.4018798,306.409,0.74,64556.68688
2,682065,33.7739842,-84.4018799,306.621,0.73,64556.70006
2,682066,33.7739843,-84.40188,306.57,0.74,64556.7001
2,682067,33.7739842,-84.40188,306.52,0.75,64556.70013
2,682068,33.7739841,-84.4018799,306.471,0.74,64556.70016
2,682069,33.7739843,-84.4018801,306.418,0.66,64556.7002
2,682200,33.773984,-84.4018803,306.576,0.72,64556.71341
2,682201,33.773984,-84.4018802,306.527,0.75,64556.71344
2,682202,33.7739838,-84.4018801,306.48,0.73,64556.71348
2,682203,33.773984,-84.4018802,306.429,0.69,64556.71351
2,682334,33.7739837,-84.4018804,306.535,0.72,64556.72676
2,682335,33.7739837,-84.4018804,306.488,0.71,64556.72679
3,711937,33.7741297,-84.402084,308.348,0.64,64559.6819
3,711938,33.7741296,-84.402084,308.273,0.64,64559.68194
3,711939,33.7741296,-84.402084,308.199,0.64,64559.68197
3,711940,33.7741295,-84.4020839,308.126,0.65,64559.682
3,711941,33.7741296,-84.402084,308.054,0.64,64559.68203
3,711942,33.7741297,-84.4020841,307.983,0.64,64559.68207
3,711943,33.7741296,-84.402084,307.909,0.64,64559.6821
3,711944,33.7741298,-84.4020841,307.839,0.66,64559.68213
3,711945,33.7741297,-84.4020841,307.766,0.64,64559.68216
3,712070,33.7741295,-84.4020841,308.339,0.73,64559.69521
3,712071,33.7741294,-84.4020841,308.267,0.74,64559.69525
3,712072,33.7741294,-84.4020841,308.193,0.74,64559.69528
3,712073,33.7741295,-84.4020842,308.123,0.73,64559.69531
3,712074,33.7741293,-84.4020841,308.049,0.73,64559.69535
3,712075,33.7741294,-84.4020842,307.98,0.74,64559.69538
3,712076,33.7741294,-84.4020842,307.908,0.74,64559.69541
3,712077,33.7741294,-84.4020842,307.837,0.74,64559.69544
3,712078,33.7741294,-84.4020842,307.766,0.64,64559.69548
3,712202,33.7741293,-84.4020843,308.331,0.74,64559.70852
3,712203,33.7741292,-84.4020843,308.259,0.74,64559.70856
3,712204,33.7741294,-84.4020844,308.19,0.74,64559.70859
3,712205,33.7741292,-84.4020843,308.116,0.74,64559.70862
3,712206,33.7741293,-84.4020844,308.047,0.72,64559.70865
3,712207,33.7741292,-84.4020843,307.975,0.74,64559.70869
3,712208,33.7741292,-84.4020844,307.906,0.74,64559.70872
3,712209,33.7741293,-84.4020844,307.836,0.74,64559.70875
3,712210,33.7741293,-84.4020845,307.766,0.64,64559.70879
3,712336,33.7741291,-84.4020845,308.323,0.74,64559.72183
3,712337,33.774129,-84.4020845,308.251,0.73,64559.72187
3,712338,33.774129,-84.4020845,308.182,0.73,64559.7219
3,712339,33.774129,-84.4020845,308.112,0.73,64559.72193
3,712340,33.774129,-84.4020845,308.042,0.74,64559.72196
3,712341,33.7741291,-84.4020846,307.974,0.74,64559.722
3,712342,33.7741289,-84.4020845,307.903,0.73,64559.72203
3,712343,33.7741291,-84.4020846,307.835,0.74,64559.72206
3,712344,33.7741291,-84.4020847,307.766,0.66,64559.7221
3,712469,33.7741288,-84.4020847,308.315,0.73,64559.73514
3,712470,33.7741289,-84.4020847,308.247,0.74,64559.73518
3,712471,33.7741288,-84.4020846,308.176,0.74,64559.73521
3,712472,33.7741288,-84.4020847,308.107,0.74,64559.73524
3,712473,33.7741289,-84.4020847,308.04,0.74,64559.73527
3,712474,33.7741288,-84.4020847,307.97,0.74,64559.73531
3,712475,33.7741288,-84.4020847,307.902,0.73,64559.73534
3,712476,33.7741288,-84.4020847,307.834,0.74,64559.73537
3,712477,33.7741288,-84.4020848,307.766,0.66,64559.73541
3,712603,33.7741287,-84.4020849,308.307,0.74,64559.74845
3,712604,33.7741287,-84.4020849,308.239,0.73,64559.74848
3,712605,33.7741287,-84.4020849,308.171,0.74,64559.74852
3,712606,33.7741286,-84.4020849,308.103,0.73,64559.74855
3,712607,33.7741286,-84.4020849,308.035,0.73,64559.74858
3,712608,33.7741286,-84.4020849,307.967,0.74,64559.74862
3,712609,33.7741286,-84.4020849,307.9,0.73,64559.74865
3,712610,33.7741286,-84.4020849,307.833,0.74,64559.74868
3,712611,33.7741287,-84.402085,307.766,0.62,64559.74871
3,712736,33.7741285,-84.402085,308.367,0.63,64559.76173
3,712737,33.7741284,-84.402085,308.299,0.74,64559.76176
3,712738,33.7741284,-84.402085,308.231,0.73,64559.7618
3,712742,33.7741284,-84.4020851,307.964,0.74,64559.76193
3,712743,33.7741284,-84.4020851,307.898,0.73,64559.76196
3,712744,33.7741284,-84.4020851,307.832,0.73,64559.76199
3,712870,33.7741282,-84.4020852,308.358,0.71,64559.77504
3,712871,33.7741281,-84.4020851,308.289,0.73,64559.77507
3,712875,33.7741284,-84.4020853,308.029,0.73,64559.7752
3,712876,33.7741282,-84.4020853,307.962,0.67,64559.77523
3,712877,33.7741282,-84.4020853,307.897,0.74,64559.77527
3,712878,33.7741282,-84.4020853,307.832,0.72,64559.7753
3,713004,33.774128,-84.4020854,308.349,0.73,64559.78835
3,713005,33.7741281,-84.4020854,308.284,0.74,64559.78838
3,713007,33.774128,-84.4020854,308.152,0.74,64559.78844
3,713008,33.7741279,-84.4020853,308.086,0.74,64559.78848
3,713009,33.7741282,-84.4020855,308.025,0.73,64559.78851
3,713010,33.7741281,-84.4020855,307.959,0.74,64559.78854
3,713011,33.7741281,-84.4020855,307.895,0.74,64559.78857
3,713012,33.7741282,-84.4020856,307.832,0.74,64559.78861
3,713137,33.7741277,-84.4020855,308.337,0.74,64559.80166
3,713138,33.7741279,-84.4020856,308.277,0.73,64559.80169
3,713140,33.7741279,-84.4020857,308.148,0.74,64559.80176
3,713141,33.774128,-84.4020857,308.084,0.74,64559.80179
3,713142,33.774128,-84.4020857,308.021,0.73,64559.80182
3,713143,33.7741279,-84.4020857,307.956,0.74,64559.80185
3,713144,33.7741279,-84.4020857,307.892,0.73,64559.80189
3,713145,33.7741279,-84.4020857,307.829,0.73,64559.80192
3,713270,33.7741276,-84.4020858,308.325,0.74,64559.81497
3,713271,33.7741277,-84.4020859,308.264,0.69,64559.815
3,713272,33.7741276,-84.4020858,308.199,0.7,64559.81503
