SignId,Id,X,Y,Z,Retro,angle,distance,UTC
2,41362,33.7872536,-84.4056241,244.743,0.74,-0.19887,7.401,66091.189
2,41363,33.7872536,-84.4056241,244.666,0.74,-0.20914,7.417,66091.189
2,41364,33.7872535,-84.4056240,244.589,0.74,-0.21942,7.426,66091.189
2,41365,33.7872534,-84.4056238,244.517,0.72,-0.22969,7.417,66091.189
2,41418,33.7872537,-84.4056249,245.362,0.72,-0.11680,7.257,66091.202
2,41419,33.7872536,-84.4056248,245.288,0.74,-0.12707,7.256,66091.202
2,41420,33.7872535,-84.4056248,245.214,0.75,-0.13734,7.259,66091.202
2,41421,33.7872535,-84.4056248,245.139,0.74,-0.14761,7.270,66091.202
2,41422,33.7872534,-84.4056245,245.068,0.75,-0.15788,7.254,66091.202
2,41423,33.7872534,-84.4056245,244.993,0.73,-0.16815,7.264,66091.202
2,41424,33.7872533,-84.4056243,244.920,0.74,-0.17842,7.262,66091.202
2,41425,33.7872533,-84.4056244,244.842,0.75,-0.18869,7.285,66091.202
2,41426,33.7872532,-84.4056241,244.772,0.74,-0.19896,7.271,66091.202
2,41427,33.7872532,-84.4056242,244.695,0.74,-0.20924,7.291,66091.202
2,41428,33.7872531,-84.4056241,244.621,0.74,-0.21951,7.295,66091.202
2,41429,33.7872531,-84.4056240,244.547,0.71,-0.22978,7.302,66091.202
2,41484,33.7872531,-84.4056248,245.310,0.73,-0.12706,7.119,66091.215
2,41485,33.7872531,-84.4056247,245.238,0.73,-0.13733,7.118,66091.215
2,41486,33.7872530,-84.4056246,245.166,0.73,-0.14760,7.114,66091.215
2,41487,33.7872529,-84.4056244,245.095,0.73,-0.15787,7.109,66091.215
2,41488,33.7872529,-84.4056243,245.023,0.75,-0.16814,7.110,66091.215
2,41489,33.7872529,-84.4056245,244.946,0.75,-0.17841,7.140,66091.215
2,41490,33.7872528,-84.4056241,244.879,0.74,-0.18868,7.117,66091.215
2,41491,33.7872528,-84.4056242,244.802,0.74,-0.19895,7.140,66091.215
2,41492,33.7872527,-84.4056240,244.731,0.74,-0.20922,7.139,66091.215
2,41493,33.7872527,-84.4056240,244.657,0.74,-0.21950,7.151,66091.215
2,41494,33.7872526,-84.4056240,244.581,0.51,-0.22977,7.171,66091.215
2,41551,33.7872526,-84.4056247,245.263,0.72,-0.13722,6.980,66091.228
2,41552,33.7872526,-84.4056246,245.192,0.75,-0.14749,6.980,66091.228
2,41553,33.7872526,-84.4056246,245.119,0.74,-0.15776,6.995,66091.228
2,41554,33.7872525,-84.4056245,245.048,0.74,-0.16803,6.996,66091.228
2,41555,33.7872524,-84.4056244,244.978,0.74,-0.17830,6.991,66091.229
2,41556,33.7872524,-84.4056243,244.906,0.74,-0.18857,7.001,66091.229
2,41557,33.7872524,-84.4056244,244.832,0.74,-0.19884,7.020,66091.229
2,41558,33.7872523,-84.4056241,244.764,0.75,-0.20911,7.008,66091.229
2,41559,33.7872522,-84.4056239,244.695,0.74,-0.21938,7.003,66091.229
2,41618,33.7872522,-84.4056248,245.214,0.70,-0.14759,6.862,66091.242
2,41619,33.7872521,-84.4056246,245.146,0.74,-0.15785,6.856,66091.242
2,41620,33.7872520,-84.4056244,245.078,0.74,-0.16812,6.847,66091.242
2,41621,33.7872520,-84.4056245,245.004,0.74,-0.17839,6.871,66091.242
2,41622,33.7872520,-84.4056244,244.935,0.75,-0.18866,6.873,66091.242
2,41623,33.7872519,-84.4056243,244.865,0.75,-0.19893,6.877,66091.242
2,41624,33.7872518,-84.4056241,244.797,0.74,-0.20920,6.871,66091.242
2,41625,33.7872518,-84.4056240,244.727,0.73,-0.21947,6.877,66091.242
2,41684,33.7872517,-84.4056248,245.170,0.62,-0.15785,6.738,66091.255
2,41685,33.7872516,-84.4056245,245.106,0.74,-0.16811,6.715,66091.255
2,41686,33.7872515,-84.4056244,245.037,0.74,-0.17838,6.720,66091.255
2,41687,33.7872515,-84.4056244,244.966,0.73,-0.18865,6.738,66091.255
2,41688,33.7872515,-84.4056243,244.898,0.73,-0.19892,6.738,66091.255
2,41689,33.7872514,-84.4056241,244.833,0.74,-0.20919,6.729,66091.255
2,41690,33.7872514,-84.4056242,244.760,0.69,-0.21946,6.754,66091.255
3,42920,33.7872587,-84.4056727,244.825,0.54,-0.16823,8.815,66091.522
3,42976,33.7872585,-84.4056732,245.205,0.62,-0.12712,8.674,66091.535
3,42977,33.7872583,-84.4056728,245.121,0.75,-0.13740,8.645,66091.535
3,42978,33.7872583,-84.4056729,245.030,0.75,-0.14767,8.666,66091.535
3,42979,33.7872583,-84.4056727,244.943,0.74,-0.15795,8.662,66091.535
3,42980,33.7872581,-84.4056723,244.860,0.74,-0.16822,8.634,66091.535
3,42981,33.7872581,-84.4056723,244.770,0.74,-0.17850,8.651,66091.535
3,43040,33.7872579,-84.4056729,245.232,0.74,-0.12702,8.499,66091.548
3,43041,33.7872578,-84.4056726,245.147,0.75,-0.13729,8.486,66091.548
3,43042,33.7872578,-84.4056728,245.056,0.74,-0.14757,8.518,66091.548
3,43043,33.7872577,-84.4056726,244.972,0.74,-0.15784,8.504,66091.548
3,43044,33.7872577,-84.4056725,244.885,0.75,-0.16811,8.510,66091.548
3,43045,33.7872576,-84.4056724,244.799,0.74,-0.17839,8.511,66091.548
3,43046,33.7872575,-84.4056722,244.713,0.73,-0.18866,8.509,66091.548
3,43101,33.7872575,-84.4056729,245.252,0.75,-0.12711,8.361,66091.561
3,43102,33.7872575,-84.4056731,245.162,0.75,-0.13739,8.395,66091.561
3,43103,33.7872574,-84.4056728,245.079,0.74,-0.14766,8.377,66091.561
3,43104,33.7872573,-84.4056727,244.995,0.76,-0.15794,8.373,66091.561
3,43105,33.7872572,-84.4056725,244.911,0.74,-0.16821,8.369,66091.561
3,43106,33.7872571,-84.4056722,244.829,0.75,-0.17848,8.357,66091.562
3,43107,33.7872571,-84.4056723,244.741,0.75,-0.18876,8.376,66091.562
3,43108,33.7872570,-84.4056722,244.655,0.73,-0.19903,8.384,66091.562
3,43161,33.7872572,-84.4056734,245.351,0.72,-0.11684,8.258,66091.575
3,43162,33.7872571,-84.4056732,245.268,0.74,-0.12711,8.252,66091.575
3,43163,33.7872570,-84.4056730,245.186,0.75,-0.13738,8.236,66091.575
3,43164,33.7872568,-84.4056727,245.105,0.75,-0.14765,8.217,66091.575
3,43165,33.7872568,-84.4056726,245.020,0.75,-0.15793,8.226,66091.575
3,43166,33.7872568,-84.4056726,244.936,0.76,-0.16820,8.234,66091.575
3,43167,33.7872567,-84.4056724,244.853,0.74,-0.17848,8.233,66091.575
3,43168,33.7872567,-84.4056724,244.767,0.74,-0.18875,8.247,66091.575
3,43169,33.7872566,-84.4056722,244.686,0.75,-0.19902,8.237,66091.575
3,43223,33.7872567,-84.4056733,245.371,0.74,-0.11673,8.109,66091.588
3,43224,33.7872566,-84.4056732,245.289,0.74,-0.12700,8.103,66091.588
3,43225,33.7872565,-84.4056730,245.208,0.75,-0.13728,8.096,66091.588
3,43226,33.7872565,-84.4056730,245.124,0.75,-0.14755,8.107,66091.588
3,43227,33.7872564,-84.4056728,245.043,0.74,-0.15782,8.099,66091.588
3,43228,33.7872563,-84.4056727,244.960,0.75,-0.16810,8.101,66091.588
3,43229,33.7872562,-84.4056724,244.881,0.74,-0.17837,8.088,66091.588
3,43230,33.7872562,-84.4056724,244.797,0.74,-0.18864,8.103,66091.588
3,43231,33.7872561,-84.4056722,244.717,0.74,-0.19892,8.094,66091.588
3,43232,33.7872560,-84.4056721,244.634,0.76,-0.20919,8.103,66091.588
3,43233,33.7872560,-84.4056720,244.552,0.71,-0.21946,8.106,66091.588
3,43290,33.7872563,-84.4056735,245.385,0.74,-0.11683,7.987,66091.601
3,43291,33.7872562,-84.4056733,245.306,0.75,-0.12710,7.970,66091.601
3,43292,33.7872561,-84.4056732,245.225,0.74,-0.13737,7.968,66091.601
3,43293,33.7872560,-84.4056730,245.146,0.75,-0.14764,7.960,66091.601
3,43294,33.7872559,-84.4056729,245.065,0.75,-0.15792,7.960,66091.601
3,43295,33.7872559,-84.4056728,244.983,0.76,-0.16819,7.968,66091.601
3,43296,33.7872557,-84.4056724,244.908,0.74,-0.17846,7.939,66091.601
3,43297,33.7872557,-84.4056725,244.823,0.75,-0.18874,7.965,66091.602
3,43298,33.7872556,-84.4056723,244.744,0.74,-0.19901,7.958,66091.602
3,43299,33.7872556,-84.4056721,244.664,0.74,-0.20928,7.958,66091.602
3,43300,33.7872555,-84.4056720,244.584,0.74,-0.21956,7.962,66091.602
3,43355,33.7872557,-84.4056732,245.407,0.74,-0.11682,7.813,66091.615
3,43356,33.7872557,-84.4056733,245.325,0.75,-0.12709,7.830,66091.615
3,43357,33.7872555,-84.4056729,245.250,0.74,-0.13736,7.799,66091.615
3,43358,33.7872556,-84.4056730,245.167,0.74,-0.14764,7.823,66091.615
3,43359,33.7872554,-84.4056727,245.091,0.75,-0.15791,7.801,66091.615
3,43360,33.7872554,-84.4056727,245.010,0.75,-0.16818,7.816,66091.615
3,43361,33.7872554,-84.4056727,244.929,0.74,-0.17845,7.823,66091.615
3,43362,33.7872552,-84.4056724,244.854,0.75,-0.18873,7.806,66091.615
3,43363,33.7872552,-84.4056724,244.772,0.76,-0.19900,7.823,66091.615
3,43364,33.7872552,-84.4056725,244.689,0.75,-0.20927,7.845,66091.615
3,43365,33.7872551,-84.4056721,244.614,0.75,-0.21955,7.825,66091.615
3,43366,33.7872550,-84.4056720,244.534,0.55,-0.22982,7.833,66091.615
3,43425,33.7872553,-84.4056736,245.422,0.74,-0.11671,7.702,66091.628
3,43426,33.7872552,-84.4056734,245.345,0.74,-0.12699,7.691,66091.628
3,43427,33.7872552,-84.4056732,245.267,0.74,-0.13726,7.688,66091.628
3,43428,33.7872551,-84.4056732,245.189,0.75,-0.14753,7.690,66091.628
3,43429,33.7872550,-84.4056730,245.112,0.75,-0.15780,7.685,66091.628
3,43430,33.7872550,-84.4056729,245.034,0.74,-0.16807,7.686,66091.628
3,43431,33.7872549,-84.4056727,244.958,0.74,-0.17835,7.678,66091.628
3,43432,33.7872548,-84.4056726,244.880,0.75,-0.18862,7.681,66091.628
3,43433,33.7872547,-84.4056723,244.804,0.74,-0.19889,7.672,66091.628
3,43434,33.7872547,-84.4056723,244.725,0.74,-0.20916,7.682,66091.628
3,43435,33.7872546,-84.4056722,244.647,0.74,-0.21944,7.687,66091.628
3,43436,33.7872545,-84.4056718,244.575,0.74,-0.22971,7.668,66091.628
3,43493,33.7872548,-84.4056736,245.439,0.74,-0.11681,7.558,66091.641
3,43494,33.7872547,-84.4056734,245.364,0.75,-0.12708,7.545,66091.641
3,43495,33.7872547,-84.4056732,245.288,0.74,-0.13735,7.542,66091.641
3,43496,33.7872546,-84.4056732,245.210,0.75,-0.14762,7.550,66091.641
3,43497,33.7872546,-84.4056731,245.134,0.75,-0.15790,7.546,66091.641
3,43498,33.7872545,-84.4056729,245.059,0.75,-0.16817,7.541,66091.641
3,43499,33.7872544,-84.4056727,244.984,0.76,-0.17844,7.533,66091.641
3,43500,33.7872544,-84.4056727,244.904,0.74,-0.18871,7.551,66091.641
3,43501,33.7872543,-84.4056726,244.829,0.74,-0.19898,7.548,66091.642
3,43502,33.7872542,-84.4056724,244.753,0.74,-0.20925,7.548,66091.642
3,43503,33.7872542,-84.4056723,244.677,0.74,-0.21953,7.553,66091.642
3,43504,33.7872541,-84.4056722,244.600,0.74,-0.22980,7.558,66091.642
3,43567,33.7872544,-84.4056736,245.457,0.69,-0.11680,7.415,66091.655
3,43568,33.7872543,-84.4056735,245.382,0.75,-0.12708,7.414,66091.655
3,43569,33.7872542,-84.4056733,245.307,0.74,-0.13735,7.407,66091.655
3,43570,33.7872542,-84.4056733,245.231,0.75,-0.14762,7.415,66091.655
3,43571,33.7872541,-84.4056731,245.157,0.75,-0.15789,7.404,66091.655
3,43572,33.7872540,-84.4056729,245.084,0.74,-0.16816,7.398,66091.655
3,43573,33.7872539,-84.4056728,245.009,0.74,-0.17843,7.396,66091.655
3,43574,33.7872539,-84.4056727,244.934,0.74,-0.18870,7.401,66091.655
3,43575,33.7872538,-84.4056725,244.859,0.74,-0.19897,7.401,66091.655
3,43576,33.7872538,-84.4056724,244.785,0.74,-0.20924,7.402,66091.655
3,43577,33.7872537,-84.4056724,244.709,0.74,-0.21952,7.412,66091.655
3,43578,33.7872537,-84.4056723,244.633,0.75,-0.22979,7.419,66091.655
3,43579,33.7872536,-84.4056720,244.561,0.74,-0.24006,7.412,66091.655
3,43642,33.7872539,-84.4056736,245.401,0.75,-0.12697,7.279,66091.668
3,43643,33.7872537,-84.4056733,245.330,0.74,-0.13724,7.256,66091.668
3,43644,33.7872537,-84.4056732,245.256,0.74,-0.14751,7.257,66091.668
3,43645,33.7872536,-84.4056731,245.183,0.75,-0.15778,7.259,66091.668
3,43646,33.7872535,-84.4056729,245.110,0.75,-0.16805,7.254,66091.668
3,43647,33.7872535,-84.4056728,245.037,0.76,-0.17832,7.251,66091.668
3,43648,33.7872534,-84.4056727,244.962,0.76,-0.18859,7.261,66091.668
3,43649,33.7872533,-84.4056724,244.893,0.76,-0.19886,7.242,66091.668
3,43650,33.7872533,-84.4056726,244.814,0.74,-0.20913,7.271,66091.668
3,43651,33.7872532,-84.4056722,244.746,0.75,-0.21940,7.249,66091.668
3,43652,33.7872532,-84.4056723,244.669,0.74,-0.22967,7.271,66091.668
3,43653,33.7872531,-84.4056722,244.593,0.75,-0.23995,7.284,66091.668
3,43713,33.7872534,-84.4056737,245.418,0.76,-0.12706,7.145,66091.681
3,43714,33.7872533,-84.4056735,245.347,0.74,-0.13733,7.135,66091.681
3,43715,33.7872532,-84.4056732,245.278,0.74,-0.14760,7.116,66091.681
3,43716,33.7872531,-84.4056731,245.207,0.74,-0.15787,7.111,66091.681
3,43717,33.7872531,-84.4056730,245.134,0.76,-0.16814,7.117,66091.681
3,43718,33.7872530,-84.4056728,245.063,0.75,-0.17841,7.110,66091.681
3,43719,33.7872530,-84.4056728,244.990,0.74,-0.18868,7.117,66091.681
3,43720,33.7872529,-84.4056728,244.916,0.74,-0.19895,7.131,66091.681
3,43721,33.7872529,-84.4056727,244.843,0.74,-0.20922,7.136,66091.682
3,43722,33.7872528,-84.4056724,244.774,0.74,-0.21949,7.126,66091.682
3,43723,33.7872528,-84.4056724,244.700,0.75,-0.22976,7.139,66091.682
3,43724,33.7872527,-84.4056723,244.627,0.74,-0.24004,7.146,66091.682
3,43725,33.7872527,-84.4056722,244.553,0.71,-0.25031,7.158,66091.682
3,43784,33.7872529,-84.4056737,245.438,0.74,-0.12706,6.999,66091.695
3,43785,33.7872528,-84.4056735,245.369,0.74,-0.13732,6.991,66091.695
3,43786,33.7872527,-84.4056733,245.300,0.74,-0.14759,6.975,66091.695
3,43787,33.7872527,-84.4056732,245.228,0.74,-0.15786,6.980,66091.695
3,43788,33.7872527,-84.4056731,245.157,0.75,-0.16813,6.983,66091.695
3,43789,33.7872526,-84.4056729,245.089,0.75,-0.17840,6.974,66091.695
3,43790,33.7872525,-84.4056728,245.019,0.74,-0.18867,6.971,66091.695
3,43791,33.7872524,-84.4056727,244.947,0.75,-0.19894,6.979,66091.695
3,43792,33.7872524,-84.4056726,244.877,0.75,-0.20921,6.979,66091.695
3,43793,33.7872524,-84.4056726,244.804,0.74,-0.21948,6.995,66091.695
3,43794,33.7872523,-84.4056725,244.733,0.75,-0.22975,6.998,66091.695
3,43795,33.7872522,-84.4056723,244.664,0.75,-0.24002,6.994,66091.695
3,43796,33.7872522,-84.4056723,244.590,0.60,-0.25029,7.014,66091.695
3,43850,33.7872524,-84.4056735,245.391,0.72,-0.13721,6.845,66091.708
3,43851,33.7872523,-84.4056734,245.322,0.74,-0.14748,6.840,66091.708
3,43852,33.7872523,-84.4056734,245.252,0.74,-0.15775,6.847,66091.708
3,43853,33.7872522,-84.4056733,245.182,0.75,-0.16802,6.849,66091.708
3,43854,33.7872521,-84.4056731,245.115,0.75,-0.17829,6.839,66091.708
3,43855,33.7872521,-84.4056730,245.044,0.74,-0.18856,6.847,66091.708
3,43856,33.7872520,-84.4056729,244.976,0.74,-0.19883,6.846,66091.708
3,43857,33.7872520,-84.4056728,244.905,0.74,-0.20910,6.856,66091.708
3,43858,33.7872519,-84.4056726,244.838,0.75,-0.21937,6.850,66091.708
3,43859,33.7872519,-84.4056727,244.763,0.74,-0.22964,6.875,66091.708
3,43860,33.7872518,-84.4056724,244.698,0.75,-0.23991,6.863,66091.708
3,43918,33.7872519,-84.4056737,245.339,0.68,-0.14758,6.728,66091.721
3,43919,33.7872518,-84.4056734,245.275,0.74,-0.15784,6.707,66091.721
3,43920,33.7872517,-84.4056732,245.208,0.75,-0.16811,6.699,66091.721
3,43921,33.7872517,-84.4056733,245.138,0.75,-0.17838,6.715,66091.721
3,43922,33.7872516,-84.4056731,245.071,0.75,-0.18865,6.710,66091.721
3,43923,33.7872516,-84.4056730,245.002,0.74,-0.19892,6.715,66091.721
3,43924,33.7872515,-84.4056728,244.937,0.75,-0.20919,6.705,66091.721
3,43925,33.7872514,-84.4056726,244.871,0.75,-0.21945,6.699,66091.722
3,43926,33.7872514,-84.4056726,244.802,0.74,-0.22972,6.711,66091.722
3,43927,33.7872513,-84.4056725,244.733,0.75,-0.23999,6.718,66091.722
3,43984,33.7872514,-84.4056738,245.293,0.55,-0.15784,6.597,66091.735
3,43985,33.7872513,-84.4056735,245.230,0.75,-0.16810,6.574,66091.735
3,43986,33.7872511,-84.4056729,245.172,0.75,-0.17837,6.534,66091.735
3,43987,33.7872511,-84.4056731,245.101,0.74,-0.18864,6.560,66091.735
3,43988,33.7872511,-84.4056730,245.034,0.74,-0.19891,6.565,66091.735
3,43989,33.7872510,-84.4056728,244.969,0.74,-0.20917,6.561,66091.735
3,43990,33.7872509,-84.4056727,244.903,0.74,-0.21944,6.560,66091.735
3,43991,33.7872509,-84.4056726,244.836,0.74,-0.22971,6.566,66091.735
3,43992,33.7872508,-84.4056725,244.770,0.74,-0.23998,6.570,66091.735
3,44051,33.7872508,-84.4056736,245.255,0.52,-0.16799,6.441,66091.748
3,44052,33.7872507,-84.4056732,245.195,0.75,-0.17826,6.415,66091.748
3,44053,33.7872507,-84.4056732,245.128,0.75,-0.18852,6.428,66091.748
3,44054,33.7872506,-84.4056731,245.064,0.75,-0.19879,6.424,66091.748
3,44055,33.7872506,-84.4056731,244.997,0.75,-0.20906,6.438,66091.748
3,44056,33.7872505,-84.4056729,244.933,0.75,-0.21933,6.433,66091.748
3,44057,33.7872504,-84.4056727,244.871,0.75,-0.22959,6.424,66091.748
3,44058,33.7872504,-84.4056727,244.802,0.68,-0.23986,6.447,66091.748
3,44116,33.7872503,-84.4056736,245.151,0.52,-0.18862,6.312,66091.761
3,44118,33.7872502,-84.4056734,245.023,0.52,-0.20915,6.320,66091.761
3,44119,33.7872502,-84.4056733,244.958,0.50,-0.21942,6.324,66091.761
4,45038,33.7872595,-84.4057217,244.919,0.59,-0.15796,8.935,66091.961
4,45099,33.7872590,-84.4057218,245.128,0.71,-0.13740,8.770,66091.974
4,45100,33.7872590,-84.4057217,245.038,0.67,-0.14768,8.773,66091.974
4,45101,33.7872590,-84.4057217,244.947,0.71,-0.15795,8.789,66091.974
4,45102,33.7872589,-84.4057216,244.857,0.69,-0.16823,8.791,66091.974
4,45162,33.7872585,-84.4057218,245.155,0.72,-0.13730,8.618,66091.988
4,45163,33.7872586,-84.4057220,245.062,0.61,-0.14757,8.653,66091.988
4,45164,33.7872585,-84.4057217,244.977,0.71,-0.15785,8.639,66091.988
4,45165,33.7872584,-84.4057216,244.888,0.71,-0.16812,8.644,66091.988
4,45166,33.7872584,-84.4057216,244.799,0.72,-0.17840,8.657,66091.988
4,45224,33.7872581,-84.4057218,245.179,0.57,-0.13739,8.475,66092.001
4,45226,33.7872580,-84.4057217,245.005,0.52,-0.15794,8.487,66092.001
4,45227,33.7872580,-84.4057217,244.916,0.72,-0.16822,8.502,66092.001
4,45228,33.7872579,-84.4057215,244.831,0.69,-0.17849,8.501,66092.001
4,45229,33.7872579,-84.4057215,244.742,0.63,-0.18877,8.517,66092.001
4,45289,33.7872576,-84.4057219,245.202,0.72,-0.13739,8.335,66092.014
4,45290,33.7872575,-84.4057217,245.119,0.64,-0.14766,8.329,66092.014
4,45291,33.7872575,-84.4057217,245.033,0.71,-0.15793,8.340,66092.014
4,45292,33.7872575,-84.4057217,244.946,0.71,-0.16821,8.351,66092.014
4,45293,33.7872574,-84.4057217,244.860,0.70,-0.17848,8.364,66092.014
4,45294,33.7872574,-84.4057216,244.774,0.69,-0.18876,8.371,66092.014
4,45295,33.7872573,-84.4057215,244.688,0.70,-0.19903,8.379,66092.014
4,45352,33.7872571,-84.4057219,245.229,0.72,-0.13728,8.185,66092.028
4,45353,33.7872571,-84.4057219,245.145,0.60,-0.14755,8.194,66092.028
4,45355,33.7872570,-84.4057217,244.978,0.66,-0.16810,8.199,66092.028
4,45356,33.7872569,-84.4057214,244.897,0.71,-0.17837,8.187,66092.028
4,45357,33.7872569,-84.4057216,244.809,0.68,-0.18865,8.215,66092.028
4,45358,33.7872568,-84.4057215,244.725,0.58,-0.19892,8.226,66092.028
4,45415,33.7872566,-84.4057220,245.253,0.72,-0.13737,8.040,66092.041
4,45416,33.7872565,-84.4057217,245.174,0.62,-0.14765,8.024,66092.041
4,45417,33.7872565,-84.4057217,245.090,0.64,-0.15792,8.040,66092.041
4,45418,33.7872565,-84.4057216,245.008,0.66,-0.16819,8.043,66092.041
4,45419,33.7872564,-84.4057215,244.927,0.64,-0.17847,8.046,66092.041
4,45420,33.7872564,-84.4057216,244.841,0.66,-0.18874,8.068,66092.041
4,45421,33.7872563,-84.4057215,244.760,0.68,-0.19902,8.071,66092.041
4,45422,33.7872563,-84.4057214,244.677,0.52,-0.20929,8.080,66092.041
4,45478,33.7872560,-84.4057217,245.201,0.72,-0.14764,7.875,66092.054
4,45479,33.7872560,-84.4057217,245.119,0.71,-0.15791,7.889,66092.054
4,45480,33.7872560,-84.4057216,245.039,0.72,-0.16819,7.890,66092.054
4,45481,33.7872559,-84.4057216,244.957,0.56,-0.17846,7.904,66092.054
4,45482,33.7872559,-84.4057216,244.876,0.66,-0.18873,7.913,66092.054
4,45483,33.7872559,-84.4057215,244.794,0.56,-0.19901,7.924,66092.054
4,45484,33.7872557,-84.4057212,244.718,0.72,-0.20928,7.905,66092.054
4,45544,33.7872556,-84.4057218,245.227,0.72,-0.14753,7.735,66092.068
4,45545,33.7872555,-84.4057217,245.149,0.71,-0.15780,7.732,66092.068
4,45546,33.7872554,-84.4057216,245.071,0.70,-0.16808,7.732,66092.068
4,45548,33.7872554,-84.4057215,244.912,0.56,-0.18862,7.749,66092.068
4,45549,33.7872554,-84.4057215,244.830,0.51,-0.19890,7.769,66092.068
4,45550,33.7872553,-84.4057214,244.751,0.68,-0.20917,7.771,66092.068
4,45607,33.7872550,-84.4057216,245.178,0.72,-0.15790,7.571,66092.081
4,45608,33.7872549,-84.4057215,245.102,0.67,-0.16817,7.570,66092.081
4,45609,33.7872549,-84.4057215,245.021,0.53,-0.17844,7.591,66092.081
4,45610,33.7872549,-84.4057216,244.942,0.55,-0.18871,7.607,66092.081
4,45611,33.7872548,-84.4057215,244.864,0.56,-0.19899,7.614,66092.081
4,45612,33.7872548,-84.4057214,244.785,0.60,-0.20926,7.624,66092.081
4,45667,33.7872544,-84.4057215,245.131,0.54,-0.16816,7.419,66092.094
4,45668,33.7872544,-84.4057215,245.054,0.51,-0.17843,7.430,66092.094
4,45669,33.7872544,-84.4057214,244.977,0.53,-0.18870,7.440,66092.094
5,47050,33.7872587,-84.4057653,245.248,0.50,-0.13729,8.494,66092.387
5,47114,33.7872581,-84.4057652,245.099,0.51,-0.15793,8.354,66092.400
5,47173,33.7872577,-84.4057653,245.208,0.52,-0.14765,8.205,66092.414
5,47177,33.7872574,-84.4057648,244.876,0.53,-0.18875,8.207,66092.414
5,47178,33.7872573,-84.4057646,244.794,0.53,-0.19902,8.202,66092.414
5,47234,33.7872573,-84.4057655,245.232,0.55,-0.14755,8.067,66092.427
5,47238,33.7872569,-84.4057648,244.909,0.53,-0.18864,8.050,66092.427
5,47239,33.7872569,-84.4057646,244.828,0.55,-0.19891,8.051,66092.427
5,47240,33.7872568,-84.4057645,244.747,0.54,-0.20919,8.053,66092.427
5,47298,33.7872568,-84.4057656,245.336,0.52,-0.13737,7.920,66092.440
5,47299,33.7872568,-84.4057654,245.257,0.52,-0.14764,7.913,66092.440
5,47301,33.7872567,-84.4057653,245.095,0.55,-0.16819,7.924,66092.440
5,47302,33.7872565,-84.4057650,245.018,0.51,-0.17846,7.907,66092.440
5,47304,33.7872564,-84.4057647,244.858,0.56,-0.19901,7.909,66092.441
5,47305,33.7872563,-84.4057646,244.778,0.58,-0.20928,7.912,66092.441
5,47360,33.7872564,-84.4057656,245.359,0.51,-0.13736,7.769,66092.454
5,47361,33.7872563,-84.4057655,245.280,0.56,-0.14763,7.769,66092.454
5,47362,33.7872562,-84.4057652,245.205,0.58,-0.15791,7.752,66092.454
5,47365,33.7872560,-84.4057649,244.968,0.56,-0.18872,7.760,66092.454
5,47366,33.7872559,-84.4057648,244.890,0.65,-0.19900,7.761,66092.454
5,47367,33.7872559,-84.4057646,244.812,0.62,-0.20927,7.762,66092.454
5,47368,33.7872558,-84.4057645,244.734,0.56,-0.21954,7.764,66092.454
5,47422,33.7872559,-84.4057657,245.382,0.53,-0.13725,7.629,66092.467
5,47423,33.7872558,-84.4057656,245.306,0.57,-0.14753,7.620,66092.467
5,47424,33.7872558,-84.4057656,245.226,0.57,-0.15780,7.636,66092.467
5,47425,33.7872556,-84.4057651,245.155,0.52,-0.16807,7.603,66092.467
5,47426,33.7872556,-84.4057651,245.077,0.63,-0.17834,7.610,66092.467
5,47427,33.7872555,-84.4057649,245.001,0.58,-0.18861,7.602,66092.467
5,47428,33.7872555,-84.4057649,244.921,0.58,-0.19889,7.622,66092.467
5,47429,33.7872554,-84.4057648,244.844,0.57,-0.20916,7.625,66092.467
5,47430,33.7872554,-84.4057646,244.767,0.55,-0.21943,7.626,66092.467
5,47484,33.7872554,-84.4057658,245.404,0.51,-0.13735,7.478,66092.480
5,47485,33.7872553,-84.4057655,245.331,0.56,-0.14762,7.465,66092.480
5,47486,33.7872553,-84.4057655,245.253,0.56,-0.15789,7.474,66092.480
5,47487,33.7872552,-84.4057654,245.178,0.51,-0.16816,7.473,66092.480
5,47489,33.7872551,-84.4057653,245.024,0.52,-0.18871,7.489,66092.480
5,47490,33.7872550,-84.4057649,244.953,0.55,-0.19898,7.470,66092.480
5,47491,33.7872549,-84.4057648,244.878,0.53,-0.20925,7.468,66092.481
5,47492,33.7872549,-84.4057647,244.802,0.52,-0.21952,7.475,66092.481
5,47493,33.7872548,-84.4057645,244.728,0.52,-0.22979,7.472,66092.481
5,47545,33.7872549,-84.4057658,245.351,0.55,-0.14761,7.345,66092.494
5,47546,33.7872548,-84.4057655,245.281,0.56,-0.15788,7.319,66092.494
5,47547,33.7872547,-84.4057653,245.208,0.55,-0.16815,7.315,66092.494
5,47548,33.7872548,-84.4057656,245.127,0.56,-0.17843,7.353,66092.494
5,47549,33.7872546,-84.4057652,245.057,0.59,-0.18870,7.333,66092.494
5,47550,33.7872545,-84.4057650,244.986,0.58,-0.19897,7.322,66092.494
5,47551,33.7872545,-84.4057648,244.913,0.55,-0.20924,7.320,66092.494
5,47552,33.7872544,-84.4057648,244.836,0.52,-0.21951,7.333,66092.494
5,47553,33.7872544,-84.4057647,244.762,0.54,-0.22978,7.338,66092.494
5,47605,33.7872543,-84.4057655,245.309,0.52,-0.15777,7.175,66092.507
