SignId,Id,X,Y,Z,Retro,angle,distance,UTC
5,47606,33.7872543,-84.4057656,245.232,0.55,-0.16804,7.196,66092.507
5,47607,33.7872542,-84.4057654,245.162,0.51,-0.17831,7.184,66092.507
5,47608,33.7872541,-84.4057652,245.090,0.57,-0.18858,7.180,66092.507
5,47611,33.7872540,-84.4057649,244.872,0.57,-0.21940,7.190,66092.507
5,47612,33.7872539,-84.4057647,244.801,0.51,-0.22967,7.186,66092.507
5,47668,33.7872538,-84.4057655,245.191,0.54,-0.17841,7.039,66092.520
5,47669,33.7872537,-84.4057653,245.121,0.55,-0.18867,7.035,66092.520
5,47670,33.7872536,-84.4057652,245.049,0.55,-0.19895,7.037,66092.520
5,47671,33.7872536,-84.4057651,244.978,0.53,-0.20922,7.039,66092.520
5,47672,33.7872535,-84.4057649,244.907,0.60,-0.21949,7.044,66092.520
5,47673,33.7872534,-84.4057647,244.839,0.51,-0.22976,7.034,66092.521
5,47732,33.7872531,-84.4057651,245.014,0.55,-0.20920,6.887,66092.534
5,47733,33.7872531,-84.4057651,244.941,0.56,-0.21947,6.903,66092.534
6,48621,33.7872599,-84.4058051,245.016,0.54,-0.16822,8.651,66092.733
6,48677,33.7872596,-84.4058054,245.304,0.67,-0.13729,8.498,66092.747
6,48678,33.7872595,-84.4058052,245.220,0.68,-0.14756,8.486,66092.747
6,48679,33.7872595,-84.4058051,245.133,0.66,-0.15784,8.491,66092.747
6,48680,33.7872594,-84.4058049,245.048,0.63,-0.16811,8.487,66092.747
6,48681,33.7872593,-84.4058047,244.964,0.59,-0.17839,8.478,66092.747
6,48733,33.7872592,-84.4058055,245.327,0.60,-0.13739,8.353,66092.760
6,48734,33.7872591,-84.4058054,245.243,0.69,-0.14766,8.352,66092.760
6,48735,33.7872590,-84.4058051,245.160,0.71,-0.15793,8.340,66092.760
6,48736,33.7872590,-84.4058051,245.074,0.68,-0.16821,8.351,66092.760
6,48737,33.7872588,-84.4058048,244.992,0.63,-0.17848,8.339,66092.760
6,48738,33.7872587,-84.4058045,244.910,0.62,-0.18876,8.327,66092.760
6,48793,33.7872587,-84.4058055,245.352,0.53,-0.13738,8.204,66092.773
6,48794,33.7872586,-84.4058053,245.270,0.59,-0.14765,8.198,66092.773
6,48795,33.7872585,-84.4058052,245.187,0.70,-0.15793,8.195,66092.773
6,48796,33.7872585,-84.4058051,245.103,0.69,-0.16820,8.204,66092.773
6,48797,33.7872585,-84.4058051,245.018,0.69,-0.17848,8.212,66092.773
6,48798,33.7872583,-84.4058047,244.940,0.60,-0.18875,8.190,66092.773
6,48799,33.7872583,-84.4058047,244.855,0.56,-0.19902,8.205,66092.773
6,48849,33.7872583,-84.4058058,245.458,0.58,-0.12700,8.071,66092.786
6,48850,33.7872582,-84.4058056,245.377,0.53,-0.13727,8.062,66092.787
6,48851,33.7872580,-84.4058051,245.301,0.56,-0.14755,8.026,66092.787
6,48852,33.7872581,-84.4058053,245.214,0.56,-0.15782,8.056,66092.787
6,48853,33.7872580,-84.4058051,245.134,0.71,-0.16809,8.051,66092.787
6,48854,33.7872580,-84.4058050,245.052,0.64,-0.17837,8.056,66092.787
6,48855,33.7872578,-84.4058048,244.972,0.64,-0.18864,8.046,66092.787
6,48856,33.7872578,-84.4058047,244.890,0.59,-0.19891,8.054,66092.787
6,48857,33.7872577,-84.4058045,244.809,0.55,-0.20919,8.053,66092.787
6,48910,33.7872579,-84.4058060,245.477,0.70,-0.12710,7.944,66092.800
6,48911,33.7872578,-84.4058056,245.400,0.51,-0.13737,7.914,66092.800
6,48912,33.7872577,-84.4058055,245.320,0.51,-0.14764,7.914,66092.800
6,48914,33.7872575,-84.4058051,245.162,0.56,-0.16819,7.904,66092.800
6,48915,33.7872575,-84.4058050,245.082,0.58,-0.17846,7.906,66092.800
6,48916,33.7872574,-84.4058050,245.000,0.62,-0.18873,7.918,66092.800
6,48917,33.7872573,-84.4058047,244.923,0.60,-0.19900,7.901,66092.800
6,48918,33.7872573,-84.4058046,244.842,0.61,-0.20928,7.910,66092.800
6,48971,33.7872574,-84.4058059,245.501,0.69,-0.12709,7.784,66092.813
6,48972,33.7872573,-84.4058057,245.424,0.69,-0.13736,7.772,66092.813
6,48973,33.7872571,-84.4058053,245.269,0.52,-0.15791,7.757,66092.813
6,48975,33.7872569,-84.4058049,245.114,0.55,-0.17845,7.745,66092.813
6,48976,33.7872569,-84.4058049,245.033,0.57,-0.18872,7.760,66092.813
6,48977,33.7872569,-84.4058050,244.951,0.69,-0.19900,7.783,66092.813
6,48978,33.7872567,-84.4058045,244.881,0.70,-0.20927,7.746,66092.813
6,48979,33.7872567,-84.4058045,244.799,0.69,-0.21954,7.763,66092.813
6,49028,33.7872569,-84.4058058,245.526,0.52,-0.12698,7.625,66092.826
6,49029,33.7872568,-84.4058056,245.450,0.71,-0.13725,7.618,66092.826
6,49030,33.7872567,-84.4058055,245.374,0.73,-0.14753,7.612,66092.826
6,49031,33.7872567,-84.4058055,245.294,0.55,-0.15780,7.626,66092.827
6,49034,33.7872564,-84.4058049,245.067,0.62,-0.18861,7.604,66092.827
6,49035,33.7872564,-84.4058049,244.988,0.69,-0.19889,7.619,66092.827
6,49036,33.7872563,-84.4058047,244.912,0.71,-0.20916,7.618,66092.827
6,49037,33.7872563,-84.4058046,244.834,0.70,-0.21943,7.625,66092.827
6,49088,33.7872563,-84.4058056,245.474,0.71,-0.13735,7.462,66092.840
6,49089,33.7872562,-84.4058055,245.398,0.72,-0.14762,7.465,66092.840
6,49090,33.7872562,-84.4058054,245.323,0.58,-0.15789,7.462,66092.840
6,49091,33.7872561,-84.4058052,245.249,0.51,-0.16816,7.457,66092.840
6,49092,33.7872561,-84.4058053,245.169,0.54,-0.17843,7.482,66092.840
6,49093,33.7872560,-84.4058050,245.096,0.56,-0.18871,7.469,66092.840
6,49094,33.7872559,-84.4058048,245.022,0.62,-0.19898,7.462,66092.840
6,49095,33.7872558,-84.4058047,244.946,0.70,-0.20925,7.466,66092.840
6,49096,33.7872558,-84.4058046,244.872,0.71,-0.21952,7.466,66092.840
6,49097,33.7872557,-84.4058044,244.796,0.69,-0.22979,7.472,66092.840
6,49149,33.7872558,-84.4058056,245.499,0.71,-0.13734,7.316,66092.853
6,49150,33.7872557,-84.4058053,245.427,0.71,-0.14761,7.299,66092.853
6,49151,33.7872557,-84.4058055,245.349,0.57,-0.15788,7.326,66092.853
6,49152,33.7872557,-84.4058054,245.274,0.53,-0.16815,7.329,66092.853
6,49153,33.7872557,-84.4058054,245.198,0.53,-0.17843,7.341,66092.853
6,49154,33.7872555,-84.4058050,245.129,0.54,-0.18870,7.318,66092.853
6,49155,33.7872555,-84.4058050,245.054,0.55,-0.19897,7.325,66092.853
6,49156,33.7872554,-84.4058048,244.981,0.71,-0.20924,7.323,66092.853
6,49157,33.7872553,-84.4058047,244.906,0.72,-0.21951,7.329,66092.853
6,49158,33.7872553,-84.4058048,244.827,0.70,-0.22978,7.354,66092.853
6,49214,33.7872554,-84.4058058,245.522,0.50,-0.13723,7.185,66092.866
6,49215,33.7872553,-84.4058057,245.450,0.71,-0.14750,7.181,66092.866
6,49216,33.7872552,-84.4058055,245.378,0.56,-0.15777,7.174,66092.866
6,49217,33.7872552,-84.4058054,245.305,0.52,-0.16804,7.177,66092.867
6,49218,33.7872551,-84.4058053,245.233,0.55,-0.17831,7.175,66092.867
6,49219,33.7872551,-84.4058051,245.161,0.56,-0.18858,7.174,66092.867
6,49220,33.7872550,-84.4058051,245.087,0.52,-0.19885,7.182,66092.867
6,49221,33.7872549,-84.4058049,245.016,0.70,-0.20913,7.179,66092.867
6,49222,33.7872549,-84.4058048,244.942,0.72,-0.21940,7.188,66092.867
6,49223,33.7872548,-84.4058046,244.872,0.71,-0.22967,7.182,66092.867
6,49224,33.7872547,-84.4058045,244.798,0.57,-0.23994,7.190,66092.867
6,49275,33.7872548,-84.4058057,245.475,0.66,-0.14760,7.033,66092.880
6,49276,33.7872548,-84.4058056,245.404,0.67,-0.15787,7.034,66092.880
6,49277,33.7872548,-84.4058056,245.330,0.53,-0.16814,7.049,66092.880
6,49278,33.7872547,-84.4058054,245.261,0.50,-0.17841,7.036,66092.880
6,49279,33.7872546,-84.4058051,245.193,0.53,-0.18867,7.023,66092.880
6,49280,33.7872545,-84.4058050,245.121,0.53,-0.19894,7.027,66092.880
6,49281,33.7872545,-84.4058051,245.045,0.69,-0.20922,7.053,66092.880
6,49282,33.7872544,-84.4058048,244.979,0.72,-0.21948,7.034,66092.880
6,49283,33.7872543,-84.4058047,244.907,0.72,-0.22976,7.039,66092.880
6,49336,33.7872543,-84.4058057,245.429,0.53,-0.15786,6.893,66092.893
6,49337,33.7872543,-84.4058055,245.360,0.69,-0.16813,6.888,66092.893
6,49338,33.7872542,-84.4058054,245.291,0.63,-0.17839,6.883,66092.893
6,49339,33.7872541,-84.4058051,245.224,0.59,-0.18866,6.874,66092.893
6,49340,33.7872541,-84.4058052,245.152,0.60,-0.19893,6.889,66092.893
6,49341,33.7872540,-84.4058051,245.082,0.70,-0.20920,6.894,66092.893
6,49342,33.7872539,-84.4058048,245.015,0.71,-0.21947,6.882,66092.893
6,49343,33.7872539,-84.4058048,244.943,0.71,-0.22974,6.896,66092.893
6,49401,33.7872537,-84.4058055,245.320,0.70,-0.17828,6.746,66092.906
6,49402,33.7872537,-84.4058053,245.253,0.70,-0.18855,6.740,66092.907
6,49403,33.7872536,-84.4058052,245.185,0.70,-0.19882,6.741,66092.907
6,49404,33.7872535,-84.4058050,245.119,0.71,-0.20909,6.736,66092.907
6,49405,33.7872535,-84.4058049,245.049,0.72,-0.21936,6.744,66092.907
6,49406,33.7872534,-84.4058049,244.980,0.71,-0.22963,6.753,66092.907
6,49460,33.7872532,-84.4058053,245.286,0.58,-0.18864,6.587,66092.920
6,49461,33.7872531,-84.4058052,245.219,0.60,-0.19891,6.590,66092.920
6,49462,33.7872531,-84.4058052,245.150,0.55,-0.20918,6.604,66092.920
7,50602,33.7872594,-84.4058482,245.312,0.74,-0.15792,8.099,66093.173
7,50603,33.7872593,-84.4058479,245.232,0.76,-0.16820,8.084,66093.173
7,50604,33.7872592,-84.4058478,245.151,0.77,-0.17847,8.083,66093.173
7,50605,33.7872592,-84.4058477,245.069,0.76,-0.18874,8.084,66093.173
7,50665,33.7872590,-84.4058483,245.423,0.76,-0.14754,7.948,66093.186
7,50666,33.7872589,-84.4058481,245.345,0.78,-0.15781,7.933,66093.186
7,50667,33.7872588,-84.4058479,245.264,0.78,-0.16809,7.933,66093.186
7,50668,33.7872588,-84.4058479,245.182,0.79,-0.17836,7.944,66093.186
7,50669,33.7872587,-84.4058477,245.103,0.79,-0.18863,7.940,66093.186
7,50670,33.7872586,-84.4058474,245.026,0.78,-0.19891,7.925,66093.186
7,50728,33.7872585,-84.4058483,245.450,0.78,-0.14764,7.798,66093.199
7,50729,33.7872584,-84.4058482,245.371,0.79,-0.15791,7.795,66093.199
7,50730,33.7872584,-84.4058480,245.293,0.79,-0.16818,7.795,66093.199
7,50731,33.7872583,-84.4058479,245.215,0.79,-0.17845,7.790,66093.199
7,50732,33.7872582,-84.4058477,245.137,0.79,-0.18872,7.784,66093.199
7,50733,33.7872582,-84.4058476,245.057,0.79,-0.19900,7.795,66093.200
7,50734,33.7872581,-84.4058475,244.978,0.79,-0.20927,7.799,66093.200
7,50798,33.7872581,-84.4058484,245.477,0.79,-0.14763,7.659,66093.213
7,50799,33.7872580,-84.4058481,245.402,0.79,-0.15790,7.644,66093.213
7,50800,33.7872580,-84.4058482,245.320,0.80,-0.16817,7.666,66093.213
7,50801,33.7872578,-84.4058477,245.251,0.80,-0.17844,7.623,66093.213
7,50802,33.7872578,-84.4058478,245.169,0.79,-0.18872,7.650,66093.213
7,50803,33.7872578,-84.4058478,245.089,0.79,-0.19899,7.663,66093.213
7,50804,33.7872576,-84.4058475,244.934,0.79,-0.21954,7.668,66093.213
7,50865,33.7872576,-84.4058485,245.582,0.73,-0.13725,7.510,66093.226
7,50866,33.7872576,-84.4058485,245.504,0.80,-0.14752,7.521,66093.226
7,50867,33.7872575,-84.4058483,245.430,0.78,-0.15779,7.507,66093.226
7,50868,33.7872575,-84.4058482,245.353,0.80,-0.16806,7.517,66093.226
7,50869,33.7872574,-84.4058481,245.277,0.79,-0.17834,7.514,66093.226
7,50870,33.7872573,-84.4058479,245.203,0.79,-0.18861,7.504,66093.226
7,50871,33.7872573,-84.4058479,245.125,0.79,-0.19888,7.519,66093.226
7,50872,33.7872572,-84.4058477,245.049,0.78,-0.20915,7.521,66093.226
7,50873,33.7872572,-84.4058476,244.974,0.78,-0.21942,7.521,66093.226
7,50874,33.7872571,-84.4058476,244.895,0.78,-0.22970,7.537,66093.226
7,50931,33.7872573,-84.4058488,245.604,0.78,-0.13734,7.390,66093.239
7,50932,33.7872572,-84.4058485,245.531,0.80,-0.14761,7.377,66093.239
7,50933,33.7872572,-84.4058486,245.454,0.78,-0.15789,7.391,66093.239
7,50934,33.7872571,-84.4058484,245.381,0.80,-0.16816,7.381,66093.239
7,50935,33.7872569,-84.4058481,245.310,0.80,-0.17843,7.363,66093.239
7,50936,33.7872569,-84.4058482,245.231,0.80,-0.18870,7.386,66093.239
7,50937,33.7872568,-84.4058478,245.162,0.80,-0.19897,7.363,66093.239
7,50938,33.7872568,-84.4058478,245.084,0.79,-0.20924,7.379,66093.239
7,50939,33.7872567,-84.4058476,245.011,0.78,-0.21951,7.376,66093.240
7,50940,33.7872567,-84.4058476,244.934,0.79,-0.22979,7.389,66093.240
7,50941,33.7872566,-84.4058475,244.860,0.76,-0.24006,7.393,66093.240
7,50997,33.7872567,-84.4058486,245.634,0.55,-0.13734,7.223,66093.253
7,50998,33.7872567,-84.4058487,245.558,0.80,-0.14761,7.240,66093.253
7,50999,33.7872566,-84.4058484,245.487,0.77,-0.15788,7.226,66093.253
7,51000,33.7872566,-84.4058484,245.413,0.79,-0.16815,7.233,66093.253
7,51001,33.7872565,-84.4058483,245.338,0.80,-0.17842,7.240,66093.253
7,51002,33.7872565,-84.4058481,245.267,0.78,-0.18869,7.231,66093.253
7,51003,33.7872563,-84.4058479,245.197,0.79,-0.19896,7.219,66093.253
7,51004,33.7872563,-84.4058479,245.121,0.80,-0.20923,7.235,66093.253
7,51005,33.7872562,-84.4058477,245.050,0.79,-0.21950,7.228,66093.253
7,51006,33.7872562,-84.4058478,244.971,0.79,-0.22977,7.256,66093.253
7,51007,33.7872562,-84.4058476,244.900,0.80,-0.24005,7.251,66093.253
7,51061,33.7872562,-84.4058487,245.587,0.80,-0.14750,7.092,66093.266
7,51062,33.7872561,-84.4058484,245.518,0.78,-0.15777,7.072,66093.266
7,51063,33.7872561,-84.4058485,245.443,0.79,-0.16804,7.093,66093.266
7,51064,33.7872561,-84.4058483,245.372,0.79,-0.17831,7.093,66093.266
7,51065,33.7872560,-84.4058481,245.303,0.79,-0.18858,7.079,66093.266
7,51066,33.7872559,-84.4058480,245.231,0.79,-0.19885,7.084,66093.266
7,51067,33.7872559,-84.4058480,245.156,0.79,-0.20912,7.098,66093.266
7,51068,33.7872558,-84.4058478,245.087,0.79,-0.21939,7.093,66093.266
7,51069,33.7872558,-84.4058478,245.012,0.80,-0.22966,7.110,66093.266
7,51070,33.7872557,-84.4058477,244.939,0.78,-0.23993,7.116,66093.266
7,51071,33.7872556,-84.4058475,244.870,0.77,-0.25020,7.111,66093.266
7,51131,33.7872558,-84.4058487,245.613,0.78,-0.14759,6.948,66093.279
7,51132,33.7872557,-84.4058486,245.543,0.78,-0.15786,6.945,66093.279
7,51133,33.7872556,-84.4058484,245.474,0.79,-0.16813,6.942,66093.279
7,51134,33.7872556,-84.4058484,245.402,0.78,-0.17840,6.951,66093.279
7,51135,33.7872555,-84.4058482,245.334,0.79,-0.18867,6.942,66093.279
7,51136,33.7872555,-84.4058481,245.264,0.79,-0.19894,6.943,66093.279
7,51137,33.7872554,-84.4058481,245.192,0.78,-0.20921,6.953,66093.279
7,51138,33.7872554,-84.4058479,245.122,0.78,-0.21948,6.953,66093.279
7,51139,33.7872553,-84.4058478,245.052,0.79,-0.22975,6.957,66093.279
7,51140,33.7872552,-84.4058477,244.981,0.79,-0.24002,6.962,66093.280
7,51141,33.7872552,-84.4058476,244.911,0.79,-0.25029,6.967,66093.280
7,51197,33.7872553,-84.4058487,245.569,0.79,-0.15785,6.809,66093.293
7,51198,33.7872552,-84.4058485,245.503,0.79,-0.16812,6.793,66093.293
7,51199,33.7872551,-84.4058484,245.433,0.79,-0.17839,6.803,66093.293
7,51200,33.7872550,-84.4058482,245.366,0.79,-0.18866,6.793,66093.293
7,51201,33.7872550,-84.4058482,245.295,0.78,-0.19893,6.806,66093.293
7,51202,33.7872549,-84.4058479,245.231,0.79,-0.20919,6.788,66093.293
7,51203,33.7872549,-84.4058480,245.156,0.78,-0.21947,6.816,66093.293
7,51204,33.7872548,-84.4058478,245.090,0.79,-0.22973,6.808,66093.293
7,51205,33.7872548,-84.4058477,245.022,0.79,-0.24000,6.809,66093.293
7,51206,33.7872547,-84.4058476,244.951,0.79,-0.25027,6.822,66093.293
7,51207,33.7872547,-84.4058475,244.881,0.78,-0.26055,6.830,66093.293
7,51264,33.7872548,-84.4058488,245.596,0.79,-0.15774,6.667,66093.306
7,51265,33.7872547,-84.4058486,245.530,0.78,-0.16801,6.656,66093.306
7,51266,33.7872547,-84.4058487,245.459,0.79,-0.17828,6.676,66093.306
7,51267,33.7872546,-84.4058483,245.397,0.77,-0.18854,6.652,66093.306
7,51268,33.7872545,-84.4058482,245.330,0.78,-0.19881,6.653,66093.306
7,51269,33.7872545,-84.4058481,245.261,0.78,-0.20908,6.660,66093.306
7,51270,33.7872545,-84.4058481,245.192,0.78,-0.21935,6.672,66093.306
7,51271,33.7872544,-84.4058479,245.128,0.78,-0.22962,6.661,66093.306
7,51272,33.7872543,-84.4058479,245.057,0.78,-0.23989,6.679,66093.306
7,51273,33.7872542,-84.4058477,244.992,0.78,-0.25016,6.672,66093.306
7,51274,33.7872542,-84.4058477,244.920,0.78,-0.26043,6.696,66093.306
7,51327,33.7872544,-84.4058490,245.618,0.55,-0.15783,6.542,66093.319
7,51328,33.7872543,-84.4058487,245.555,0.78,-0.16810,6.520,66093.319
7,51329,33.7872541,-84.4058482,245.497,0.78,-0.17836,6.482,66093.319
7,51330,33.7872541,-84.4058484,245.427,0.78,-0.18863,6.507,66093.319
7,51331,33.7872541,-84.4058484,245.358,0.78,-0.19890,6.521,66093.319
7,51332,33.7872540,-84.4058482,245.294,0.78,-0.20917,6.516,66093.319
7,51333,33.7872540,-84.4058481,245.228,0.78,-0.21944,6.517,66093.319
7,51334,33.7872539,-84.4058480,245.161,0.78,-0.22971,6.525,66093.319
7,51335,33.7872539,-84.4058479,245.095,0.78,-0.23997,6.531,66093.319
7,51336,33.7872538,-84.4058478,245.029,0.78,-0.25024,6.535,66093.319
7,51337,33.7872538,-84.4058477,244.962,0.77,-0.26051,6.541,66093.320
7,51399,33.7872538,-84.4058488,245.584,0.55,-0.16809,6.378,66093.333
7,51400,33.7872537,-84.4058486,245.521,0.79,-0.17835,6.368,66093.333
7,51401,33.7872537,-84.4058485,245.457,0.78,-0.18862,6.369,66093.333
7,51402,33.7872536,-84.4058483,245.394,0.79,-0.19889,6.363,66093.333
7,51403,33.7872536,-84.4058483,245.328,0.79,-0.20916,6.373,66093.333
7,51404,33.7872536,-84.4058483,245.260,0.78,-0.21942,6.391,66093.333
7,51405,33.7872534,-84.4058480,245.201,0.78,-0.22969,6.371,66093.333
7,51406,33.7872534,-84.4058479,245.137,0.78,-0.23996,6.372,66093.333
7,51407,33.7872534,-84.4058479,245.069,0.78,-0.25023,6.391,66093.333
7,51408,33.7872533,-84.4058479,245.002,0.76,-0.26050,6.406,66093.333
7,51470,33.7872532,-84.4058485,245.492,0.75,-0.18851,6.217,66093.346
7,51471,33.7872532,-84.4058485,245.426,0.78,-0.19877,6.231,66093.346
7,51472,33.7872531,-84.4058483,245.365,0.79,-0.20904,6.223,66093.346
7,51473,33.7872530,-84.4058481,245.303,0.77,-0.21931,6.221,66093.346
7,51474,33.7872530,-84.4058482,245.236,0.78,-0.22957,6.245,66093.346
7,51475,33.7872529,-84.4058481,245.174,0.78,-0.23984,6.241,66093.346
7,51476,33.7872529,-84.4058480,245.110,0.78,-0.25011,6.251,66093.346
7,51477,33.7872529,-84.4058479,245.045,0.71,-0.26038,6.260,66093.346
7,51538,33.7872528,-84.4058488,245.454,0.61,-0.19886,6.113,66093.359
7,51539,33.7872526,-84.4058483,245.400,0.77,-0.20912,6.078,66093.359
7,51540,33.7872525,-84.4058482,245.339,0.76,-0.21939,6.079,66093.359
7,51541,33.7872525,-84.4058481,245.278,0.74,-0.22966,6.079,66093.359
7,51542,33.7872525,-84.4058483,245.209,0.71,-0.23993,6.114,66093.359
7,51543,33.7872525,-84.4058482,245.147,0.71,-0.25019,6.118,66093.359
7,51544,33.7872524,-84.4058481,245.085,0.59,-0.26046,6.125,66093.359
8,53865,33.7872575,-84.4059128,245.537,0.75,-0.17830,7.008,66093.865
8,53866,33.7872574,-84.4059127,245.466,0.80,-0.18857,7.014,66093.865
8,53867,33.7872574,-84.4059127,245.394,0.79,-0.19884,7.020,66093.865
8,53868,33.7872574,-84.4059128,245.317,0.78,-0.20911,7.047,66093.865
8,53869,33.7872574,-84.4059127,245.246,0.76,-0.21939,7.050,66093.865
8,53928,33.7872569,-84.4059127,245.498,0.80,-0.18866,6.860,66093.878
8,53929,33.7872569,-84.4059127,245.426,0.80,-0.19893,6.873,66093.879
8,53930,33.7872569,-84.4059126,245.357,0.81,-0.20920,6.876,66093.879
8,53931,33.7872569,-84.4059127,245.282,0.80,-0.21947,6.902,66093.879
8,53932,33.7872568,-84.4059126,245.212,0.78,-0.22974,6.907,66093.879
8,53989,33.7872564,-84.4059125,245.534,0.77,-0.18865,6.690,66093.892
8,53990,33.7872564,-84.4059127,245.461,0.81,-0.19892,6.722,66093.892
8,53991,33.7872564,-84.4059126,245.391,0.80,-0.20919,6.730,66093.892
8,53992,33.7872563,-84.4059125,245.323,0.81,-0.21946,6.736,66093.892
8,53993,33.7872563,-84.4059125,245.253,0.81,-0.22973,6.746,66093.892
8,53994,33.7872563,-84.4059124,245.183,0.77,-0.24000,6.758,66093.892
8,54044,33.7872559,-84.4059126,245.496,0.81,-0.19880,6.567,66093.905
8,54045,33.7872559,-84.4059125,245.430,0.80,-0.20907,6.571,66093.905
8,54046,33.7872558,-84.4059124,245.363,0.81,-0.21934,6.574,66093.905
8,54047,33.7872559,-84.4059126,245.290,0.81,-0.22961,6.607,66093.905
8,54048,33.7872558,-84.4059126,245.219,0.81,-0.23988,6.625,66093.905
8,54102,33.7872554,-84.4059127,245.529,0.77,-0.19889,6.424,66093.918
8,54103,33.7872554,-84.4059126,245.463,0.81,-0.20916,6.429,66093.918
8,54104,33.7872553,-84.4059125,245.398,0.80,-0.21943,6.431,66093.919
8,54105,33.7872553,-84.4059125,245.329,0.81,-0.22970,6.453,66093.919
8,54106,33.7872553,-84.4059125,245.263,0.80,-0.23997,6.460,66093.919
8,54107,33.7872553,-84.4059124,245.196,0.81,-0.25024,6.471,66093.919
8,54162,33.7872549,-84.4059126,245.498,0.81,-0.20915,6.282,66093.932
8,54163,33.7872548,-84.4059125,245.436,0.80,-0.21941,6.281,66093.932
8,54164,33.7872548,-84.4059125,245.369,0.82,-0.22968,6.299,66093.932
8,54165,33.7872549,-84.4059126,245.299,0.81,-0.23995,6.327,66093.932
8,54166,33.7872548,-84.4059124,245.238,0.81,-0.25022,6.320,66093.932
8,54167,33.7872548,-84.4059125,245.167,0.62,-0.26049,6.350,66093.932
8,54225,33.7872544,-84.4059125,245.536,0.76,-0.20903,6.126,66093.945
8,54226,33.7872544,-84.4059125,245.472,0.81,-0.21930,6.139,66093.945
8,54227,33.7872543,-84.4059124,245.410,0.80,-0.22956,6.141,66093.945
8,54228,33.7872543,-84.4059125,245.342,0.82,-0.23983,6.169,66093.945
8,54229,33.7872543,-84.4059125,245.279,0.80,-0.25010,6.175,66093.945
8,54230,33.7872543,-84.4059124,245.215,0.81,-0.26037,6.185,66093.945
8,54285,33.7872539,-84.4059126,245.506,0.80,-0.21938,6.002,66093.958
8,54286,33.7872539,-84.4059126,245.444,0.81,-0.22965,6.010,66093.959
8,54287,33.7872538,-84.4059125,245.384,0.82,-0.23991,6.011,66093.959
8,54288,33.7872538,-84.4059125,245.320,0.81,-0.25018,6.028,66093.959
8,54289,33.7872538,-84.4059125,245.257,0.80,-0.26045,6.040,66093.959
8,54290,33.7872537,-84.4059124,245.196,0.79,-0.27072,6.046,66093.959
8,54346,33.7872536,-84.4059131,245.535,0.51,-0.21937,5.896,66093.972
8,54347,33.7872534,-84.4059127,245.481,0.80,-0.22963,5.872,66093.972
8,54348,33.7872534,-84.4059126,245.422,0.81,-0.23990,5.875,66093.972
8,54349,33.7872534,-84.4059126,245.360,0.81,-0.25016,5.888,66093.972
8,54350,33.7872533,-84.4059125,245.300,0.80,-0.26043,5.896,66093.972
8,54351,33.7872533,-84.4059125,245.238,0.80,-0.27070,5.909,66093.972
8,54352,33.7872534,-84.4059127,245.168,0.72,-0.28097,5.948,66093.972
8,54407,33.7872529,-84.4059127,245.521,0.73,-0.22951,5.720,66093.985
8,54408,33.7872529,-84.4059126,245.464,0.80,-0.23977,5.723,66093.985
8,54409,33.7872529,-84.4059126,245.402,0.80,-0.25004,5.741,66093.985
8,54410,33.7872529,-84.4059126,245.342,0.79,-0.26031,5.753,66093.985
8,54411,33.7872528,-84.4059125,245.284,0.78,-0.27057,5.758,66093.985
8,54412,33.7872528,-84.4059125,245.221,0.75,-0.28084,5.778,66093.985
8,54468,33.7872525,-84.4059128,245.495,0.59,-0.23986,5.602,66093.998
8,54469,33.7872525,-84.4059129,245.436,0.61,-0.25012,5.618,66093.999
8,54470,33.7872525,-84.4059129,245.376,0.56,-0.26039,5.632,66093.999
8,54471,33.7872525,-84.4059130,245.253,0.50,-0.28092,5.676,66093.999
9,55968,33.7872590,-84.4059641,245.578,0.61,-0.18868,7.147,66094.331
9,55969,33.7872589,-84.4059638,245.508,0.65,-0.19895,7.138,66094.331
9,56028,33.7872587,-84.4059646,245.819,0.58,-0.15776,7.017,66094.344
9,56029,33.7872586,-84.4059643,245.751,0.71,-0.16803,6.998,66094.344
9,56030,33.7872584,-84.4059639,245.685,0.70,-0.17830,6.971,66094.344
9,56031,33.7872583,-84.4059636,245.619,0.56,-0.18857,6.951,66094.344
9,56032,33.7872582,-84.4059634,245.550,0.64,-0.19884,6.943,66094.344
9,56033,33.7872581,-84.4059632,245.481,0.72,-0.20911,6.942,66094.344
9,56034,33.7872580,-84.4059630,245.414,0.76,-0.21937,6.929,66094.345
9,56035,33.7872580,-84.4059629,245.343,0.76,-0.22965,6.937,66094.345
9,56093,33.7872579,-84.4059637,245.787,0.70,-0.16812,6.798,66094.358
9,56094,33.7872578,-84.4059636,245.720,0.75,-0.17839,6.791,66094.358
9,56095,33.7872577,-84.4059633,245.654,0.77,-0.18866,6.778,66094.358
9,56096,33.7872576,-84.4059631,245.588,0.79,-0.19892,6.769,66094.358
9,56097,33.7872576,-84.4059631,245.517,0.80,-0.20919,6.782,66094.358
9,56098,33.7872575,-84.4059629,245.450,0.80,-0.21946,6.774,66094.358
9,56099,33.7872574,-84.4059627,245.384,0.82,-0.22973,6.768,66094.358
9,56153,33.7872573,-84.4059635,245.819,0.79,-0.16811,6.625,66094.371
9,56154,33.7872572,-84.4059632,245.755,0.80,-0.17837,6.608,66094.371
9,56155,33.7872572,-84.4059634,245.683,0.81,-0.18864,6.636,66094.371
