SignId,Id,X,Y,Z,Retro,UTC,
3,43291,33.7872565,-84.4056730,245.123,49344.00,66091.58807,
3,43292,33.7872564,-84.4056728,245.043,48830.00,66091.58810,
3,43293,33.7872563,-84.4056727,244.960,49087.00,66091.58814,
3,43294,33.7872562,-84.4056724,244.881,48573.00,66091.58817,
3,43295,33.7872562,-84.4056724,244.796,48573.00,66091.58820,
3,43296,33.7872561,-84.4056722,244.717,48830.00,66091.58823,
3,43297,33.7872560,-84.4056721,244.634,49601.00,66091.58827,
3,43298,33.7872560,-84.4056720,244.552,46774.00,66091.58830,
3,43355,33.7872563,-84.4056735,245.385,48830.00,66091.60129,
3,43356,33.7872562,-84.4056733,245.306,49087.00,66091.60132,
3,43357,33.7872561,-84.4056732,245.225,48830.00,66091.60136,
3,43358,33.7872560,-84.4056730,245.146,49087.00,66091.60139,
3,43359,33.7872559,-84.4056729,245.065,49087.00,66091.60142,
3,43360,33.7872559,-84.4056728,244.983,49858.00,66091.60146,
3,43361,33.7872557,-84.4056724,244.908,48830.00,66091.60149,
3,43362,33.7872557,-84.4056725,244.823,49087.00,66091.60152,
3,43363,33.7872556,-84.4056723,244.744,48830.00,66091.60155,
3,43364,33.7872556,-84.4056721,244.664,48830.00,66091.60159,
3,43365,33.7872555,-84.4056720,244.584,48573.00,66091.60162,
3,43420,33.7872557,-84.4056732,245.407,48573.00,66091.61461,
3,43421,33.7872557,-84.4056733,245.325,49087.00,66091.61465,
3,43422,33.7872555,-84.4056729,245.250,48830.00,66091.61468,
3,43423,33.7872556,-84.4056731,245.167,48830.00,66091.61471,
3,43424,33.7872554,-84.4056727,245.091,49087.00,66091.61474,
3,43425,33.7872554,-84.4056727,245.009,49087.00,66091.61478,
3,43426,33.7872553,-84.4056727,244.929,48830.00,66091.61481,
3,43427,33.7872552,-84.4056724,244.854,49087.00,66091.61484,
3,43428,33.7872552,-84.4056724,244.772,49601.00,66091.61488,
3,43429,33.7872552,-84.4056724,244.688,49087.00,66091.61491,
3,43430,33.7872551,-84.4056721,244.614,49087.00,66091.61494,
3,43490,33.7872553,-84.4056736,245.421,48830.00,66091.62794,
3,43491,33.7872552,-84.4056734,245.345,48573.00,66091.62797,
3,43492,33.7872552,-84.4056732,245.267,48830.00,66091.62800,
3,43493,33.7872551,-84.4056732,245.188,49087.00,66091.62803,
3,43494,33.7872550,-84.4056730,245.111,49087.00,66091.62807,
3,43495,33.7872550,-84.4056729,245.033,48316.00,66091.62810,
3,43496,33.7872549,-84.4056727,244.957,48830.00,66091.62813,
3,43497,33.7872548,-84.4056726,244.879,49344.00,66091.62817,
3,43498,33.7872547,-84.4056723,244.804,48573.00,66091.62820,
3,43499,33.7872547,-84.4056723,244.725,48573.00,66091.62823,
3,43500,33.7872546,-84.4056722,244.647,48573.00,66091.62826,
3,43501,33.7872545,-84.4056718,244.574,48830.00,66091.62830,
3,43558,33.7872548,-84.4056736,245.439,48830.00,66091.64126,
3,43559,33.7872547,-84.4056734,245.364,49087.00,66091.64129,
3,43560,33.7872547,-84.4056732,245.287,48573.00,66091.64132,
3,43561,33.7872546,-84.4056732,245.210,49087.00,66091.64136,
3,43562,33.7872546,-84.4056731,245.134,49344.00,66091.64139,
3,43563,33.7872545,-84.4056729,245.058,49344.00,66091.64142,
3,43564,33.7872544,-84.4056727,244.984,49601.00,66091.64145,
3,43565,33.7872544,-84.4056727,244.904,48316.00,66091.64149,
3,43566,33.7872543,-84.4056726,244.829,48830.00,66091.64152,
3,43567,33.7872542,-84.4056724,244.753,48830.00,66091.64155,
3,43568,33.7872542,-84.4056723,244.676,48830.00,66091.64158,
3,43569,33.7872541,-84.4056722,244.600,48830.00,66091.64162,
3,43632,33.7872544,-84.4056736,245.457,45232.00,66091.65458,
3,43633,33.7872543,-84.4056735,245.381,49087.00,66091.65461,
3,43634,33.7872542,-84.4056733,245.307,48830.00,66091.65464,
3,43635,33.7872542,-84.4056733,245.231,49344.00,66091.65468,
3,43636,33.7872541,-84.4056731,245.157,49087.00,66091.65471,
3,43637,33.7872540,-84.4056729,245.084,48830.00,66091.65474,
3,43638,33.7872540,-84.4056728,245.009,48316.00,66091.65478,
3,43639,33.7872539,-84.4056727,244.934,48573.00,66091.65481,
3,43640,33.7872538,-84.4056725,244.859,48573.00,66091.65484,
3,43641,33.7872538,-84.4056724,244.785,48830.00,66091.65487,
3,43642,33.7872537,-84.4056724,244.708,48830.00,66091.65491,
3,43643,33.7872537,-84.4056723,244.633,49087.00,66091.65494,
3,43644,33.7872536,-84.4056720,244.560,48830.00,66091.65497,
3,43707,33.7872539,-84.4056736,245.401,49087.00,66091.66793,
3,43708,33.7872537,-84.4056733,245.330,48573.00,66091.66797,
3,43709,33.7872537,-84.4056732,245.256,48830.00,66091.66800,
3,43710,33.7872536,-84.4056731,245.182,49087.00,66091.66803,
3,43711,33.7872535,-84.4056729,245.110,49087.00,66091.66807,
3,43712,33.7872535,-84.4056728,245.037,49601.00,66091.66810,
3,43713,33.7872534,-84.4056727,244.962,49601.00,66091.66813,
3,43714,33.7872533,-84.4056724,244.893,49601.00,66091.66816,
3,43715,33.7872533,-84.4056726,244.814,48830.00,66091.66820,
3,43716,33.7872532,-84.4056722,244.746,49087.00,66091.66823,
3,43717,33.7872532,-84.4056723,244.669,48830.00,66091.66826,
3,43718,33.7872531,-84.4056722,244.593,49087.00,66091.66829,
3,43778,33.7872534,-84.4056737,245.418,49601.00,66091.68125,
3,43779,33.7872533,-84.4056735,245.347,48316.00,66091.68129,
3,43780,33.7872532,-84.4056732,245.278,48573.00,66091.68132,
3,43781,33.7872531,-84.4056731,245.206,48573.00,66091.68135,
3,43782,33.7872531,-84.4056730,245.133,49858.00,66091.68138,
3,43783,33.7872530,-84.4056728,245.063,49087.00,66091.68142,
3,43784,33.7872530,-84.4056728,244.990,48830.00,66091.68145,
3,43785,33.7872529,-84.4056728,244.915,48573.00,66091.68148,
3,43786,33.7872529,-84.4056727,244.843,48573.00,66091.68152,
3,43787,33.7872528,-84.4056724,244.774,48573.00,66091.68155,
3,43788,33.7872528,-84.4056724,244.699,49087.00,66091.68158,
3,43789,33.7872527,-84.4056723,244.626,48830.00,66091.68161,
3,43790,33.7872527,-84.4056722,244.552,46774.00,66091.68165,
3,43849,33.7872529,-84.4056737,245.438,48316.00,66091.69458,
3,43850,33.7872529,-84.4056735,245.368,48830.00,66091.69461,
3,43851,33.7872527,-84.4056733,245.300,48316.00,66091.69464,
3,43852,33.7872527,-84.4056732,245.228,48573.00,66091.69468,
3,43853,33.7872527,-84.4056731,245.157,49087.00,66091.69471,
3,43854,33.7872526,-84.4056729,245.088,49087.00,66091.69474,
3,43855,33.7872525,-84.4056728,245.019,48573.00,66091.69478,
3,43856,33.7872524,-84.4056727,244.947,49087.00,66091.69481,
3,43857,33.7872524,-84.4056726,244.877,49087.00,66091.69484,
3,43858,33.7872524,-84.4056726,244.803,48573.00,66091.69487,
3,43859,33.7872523,-84.4056725,244.733,49087.00,66091.69491,
3,43860,33.7872522,-84.4056723,244.664,49344.00,66091.69494,
3,43915,33.7872524,-84.4056735,245.391,47288.00,66091.70793,
3,43916,33.7872523,-84.4056734,245.322,48316.00,66091.70796,
3,43917,33.7872523,-84.4056734,245.252,48830.00,66091.70800,
3,43918,33.7872522,-84.4056733,245.182,49087.00,66091.70803,
3,43919,33.7872521,-84.4056730,245.115,49087.00,66091.70806,
3,43920,33.7872521,-84.4056730,245.044,48830.00,66091.70810,
3,43921,33.7872520,-84.4056729,244.976,48573.00,66091.70813,
3,43922,33.7872520,-84.4056728,244.905,48830.00,66091.70816,
3,43923,33.7872519,-84.4056726,244.837,49344.00,66091.70819,
3,43924,33.7872519,-84.4056727,244.763,48830.00,66091.70823,
3,43925,33.7872518,-84.4056724,244.698,49087.00,66091.70826,
3,43983,33.7872519,-84.4056737,245.339,44718.00,66091.72129,
3,43984,33.7872518,-84.4056734,245.274,48830.00,66091.72132,
3,43985,33.7872517,-84.4056732,245.208,49087.00,66091.72135,
3,43986,33.7872517,-84.4056733,245.137,49344.00,66091.72138,
3,43987,33.7872516,-84.4056731,245.071,49344.00,66091.72142,
3,43988,33.7872516,-84.4056730,245.002,48573.00,66091.72145,
3,43989,33.7872515,-84.4056728,244.937,49344.00,66091.72148,
3,43990,33.7872514,-84.4056726,244.871,49087.00,66091.72151,
3,43991,33.7872514,-84.4056726,244.802,48573.00,66091.72155,
3,43992,33.7872513,-84.4056725,244.733,49087.00,66091.72158,
3,44050,33.7872513,-84.4056735,245.230,49344.00,66091.73467,
3,44051,33.7872511,-84.4056730,245.171,49087.00,66091.73470,
3,44052,33.7872511,-84.4056731,245.100,48573.00,66091.73474,
3,44053,33.7872511,-84.4056730,245.033,48573.00,66091.73477,
3,44054,33.7872510,-84.4056728,244.968,48830.00,66091.73480,
3,44055,33.7872509,-84.4056727,244.903,48573.00,66091.73484,
3,44056,33.7872509,-84.4056726,244.836,48830.00,66091.73487,
3,44057,33.7872508,-84.4056725,244.770,48573.00,66091.73490,
3,44117,33.7872507,-84.4056732,245.195,49344.00,66091.74803,
3,44118,33.7872507,-84.4056732,245.128,49087.00,66091.74806,
3,44119,33.7872506,-84.4056731,245.064,49087.00,66091.74809,
3,44120,33.7872506,-84.4056731,244.996,49087.00,66091.74812,
3,44121,33.7872505,-84.4056729,244.933,49087.00,66091.74816,
3,44122,33.7872504,-84.4056727,244.871,49087.00,66091.74819,
3,44123,33.7872504,-84.4056727,244.801,44718.00,66091.74822,
4,50667,33.7872594,-84.4058482,245.311,48830.00,66093.17275,
4,50668,33.7872593,-84.4058479,245.232,49601.00,66093.17278,
4,50669,33.7872592,-84.4058478,245.151,50372.00,66093.17281,
4,50670,33.7872592,-84.4058477,245.069,49601.00,66093.17285,
4,50730,33.7872590,-84.4058483,245.423,49601.00,66093.18603,
4,50731,33.7872589,-84.4058480,245.345,51400.00,66093.18606,
4,50732,33.7872588,-84.4058479,245.264,51400.00,66093.18610,
4,50733,33.7872588,-84.4058479,245.182,51914.00,66093.18613,
4,50734,33.7872587,-84.4058477,245.103,51914.00,66093.18616,
4,50735,33.7872586,-84.4058474,245.026,50886.00,66093.18619,
4,50793,33.7872585,-84.4058483,245.450,51400.00,66093.19934,
4,50794,33.7872584,-84.4058482,245.371,51914.00,66093.19938,
4,50795,33.7872584,-84.4058480,245.292,51914.00,66093.19941,
4,50796,33.7872583,-84.4058479,245.215,51914.00,66093.19944,
4,50797,33.7872582,-84.4058477,245.137,51657.00,66093.19947,
4,50798,33.7872582,-84.4058476,245.057,51914.00,66093.19951,
4,50799,33.7872581,-84.4058475,244.978,51657.00,66093.19954,
4,50863,33.7872581,-84.4058484,245.477,51914.00,66093.21266,
4,50864,33.7872580,-84.4058481,245.401,51657.00,66093.21269,
4,50865,33.7872580,-84.4058482,245.320,52171.00,66093.21272,
4,50866,33.7872578,-84.4058477,245.251,52171.00,66093.21275,
4,50867,33.7872578,-84.4058478,245.169,51914.00,66093.21279,
4,50868,33.7872578,-84.4058478,245.089,51657.00,66093.21282,
4,50869,33.7872576,-84.4058475,244.934,51657.00,66093.21289,
4,50930,33.7872576,-84.4058485,245.582,48059.00,66093.22593,
4,50931,33.7872576,-84.4058485,245.504,52171.00,66093.22597,
4,50932,33.7872575,-84.4058483,245.430,51400.00,66093.22600,
4,50933,33.7872575,-84.4058482,245.352,52428.00,66093.22603,
4,50934,33.7872574,-84.4058481,245.277,51914.00,66093.22606,
4,50935,33.7872573,-84.4058479,245.203,51914.00,66093.22610,
4,50936,33.7872573,-84.4058479,245.125,51914.00,66093.22613,
4,50937,33.7872572,-84.4058477,245.049,51400.00,66093.22616,
4,50938,33.7872572,-84.4058476,244.973,51400.00,66093.22620,
4,50939,33.7872571,-84.4058476,244.895,51400.00,66093.22623,
4,50996,33.7872573,-84.4058488,245.604,51143.00,66093.23924,
4,50997,33.7872572,-84.4058486,245.531,52428.00,66093.23928,
4,50998,33.7872572,-84.4058486,245.454,51400.00,66093.23931,
4,50999,33.7872571,-84.4058484,245.381,52171.00,66093.23934,
4,51000,33.7872569,-84.4058481,245.310,52428.00,66093.23937,
4,51001,33.7872569,-84.4058482,245.231,52171.00,66093.23941,
4,51002,33.7872568,-84.4058478,245.162,52428.00,66093.23944,
4,51003,33.7872568,-84.4058478,245.084,51914.00,66093.23947,
4,51004,33.7872567,-84.4058476,245.011,51143.00,66093.23951,
4,51005,33.7872567,-84.4058476,244.934,51914.00,66093.23954,
4,51006,33.7872566,-84.4058475,244.860,49858.00,66093.23957,
4,51063,33.7872567,-84.4058487,245.558,52171.00,66093.25259,
4,51064,33.7872566,-84.4058484,245.487,50372.00,66093.25262,
4,51065,33.7872566,-84.4058484,245.412,51914.00,66093.25266,
4,51066,33.7872565,-84.4058483,245.338,52171.00,66093.25269,
4,51067,33.7872565,-84.4058481,245.267,51400.00,66093.25272,
4,51068,33.7872563,-84.4058479,245.197,51914.00,66093.25275,
4,51069,33.7872563,-84.4058479,245.121,52171.00,66093.25279,
4,51070,33.7872562,-84.4058477,245.050,51657.00,66093.25282,
4,51071,33.7872562,-84.4058478,244.971,51657.00,66093.25285,
4,51072,33.7872562,-84.4058476,244.900,52428.00,66093.25288,
4,51126,33.7872562,-84.4058487,245.587,52428.00,66093.26590,
4,51127,33.7872561,-84.4058484,245.518,51400.00,66093.26594,
4,51128,33.7872561,-84.4058485,245.443,51657.00,66093.26597,
4,51129,33.7872561,-84.4058483,245.371,51657.00,66093.26600,
4,51130,33.7872560,-84.4058481,245.303,51914.00,66093.26603,
4,51131,33.7872559,-84.4058480,245.230,51914.00,66093.26607,
4,51132,33.7872559,-84.4058480,245.156,51657.00,66093.26610,
4,51133,33.7872558,-84.4058478,245.086,51657.00,66093.26613,
4,51134,33.7872558,-84.4058478,245.011,52171.00,66093.26616,
4,51135,33.7872557,-84.4058477,244.939,51400.00,66093.26620,
4,51136,33.7872556,-84.4058475,244.870,50372.00,66093.26623,
4,51196,33.7872558,-84.4058487,245.613,50886.00,66093.27922,
4,51197,33.7872557,-84.4058486,245.543,51143.00,66093.27925,
4,51198,33.7872556,-84.4058484,245.474,51657.00,66093.27928,
4,51199,33.7872556,-84.4058484,245.402,51400.00,66093.27931,
4,51200,33.7872555,-84.4058482,245.333,51657.00,66093.27935,
4,51201,33.7872555,-84.4058481,245.263,51914.00,66093.27938,
4,51202,33.7872554,-84.4058481,245.192,50886.00,66093.27941,
4,51203,33.7872554,-84.4058479,245.122,50886.00,66093.27944,
4,51204,33.7872553,-84.4058478,245.051,51657.00,66093.27948,
4,51205,33.7872552,-84.4058477,244.981,51657.00,66093.27951,
4,51206,33.7872552,-84.4058476,244.910,51914.00,66093.27954,
4,51262,33.7872553,-84.4058487,245.569,51914.00,66093.29256,
4,51263,33.7872552,-84.4058484,245.503,51657.00,66093.29260,
4,51264,33.7872551,-84.4058484,245.433,51657.00,66093.29263,
4,51265,33.7872550,-84.4058482,245.366,51657.00,66093.29266,
4,51266,33.7872550,-84.4058482,245.295,51143.00,66093.29269,
4,51267,33.7872549,-84.4058479,245.231,51657.00,66093.29273,
4,51268,33.7872549,-84.4058480,245.156,51400.00,66093.29276,
4,51269,33.7872548,-84.4058478,245.090,51657.00,66093.29279,
4,51270,33.7872548,-84.4058477,245.022,51914.00,66093.29282,
4,51271,33.7872547,-84.4058476,244.951,51657.00,66093.29286,
4,51272,33.7872547,-84.4058475,244.881,51143.00,66093.29289,
4,51329,33.7872548,-84.4058488,245.596,51657.00,66093.30588,
4,51330,33.7872547,-84.4058486,245.530,51400.00,66093.30591,
4,51331,33.7872547,-84.4058487,245.459,51657.00,66093.30594,
4,51332,33.7872546,-84.4058483,245.397,50629.00,66093.30598,
4,51333,33.7872545,-84.4058482,245.329,50886.00,66093.30601,
4,51334,33.7872545,-84.4058481,245.261,51143.00,66093.30604,
4,51335,33.7872545,-84.4058481,245.192,50886.00,66093.30607,
4,51336,33.7872544,-84.4058479,245.128,51400.00,66093.30611,
4,51337,33.7872543,-84.4058479,245.057,51143.00,66093.30614,
4,51338,33.7872542,-84.4058477,244.992,50886.00,66093.30617,
4,51339,33.7872542,-84.4058477,244.920,51400.00,66093.30620,
4,51393,33.7872543,-84.4058487,245.555,51143.00,66093.31922,
4,51394,33.7872541,-84.4058482,245.496,51143.00,66093.31926,
4,51395,33.7872541,-84.4058484,245.426,51400.00,66093.31929,
4,51396,33.7872541,-84.4058484,245.358,51400.00,66093.31932,
4,51397,33.7872540,-84.4058482,245.294,51143.00,66093.31936,
4,51398,33.7872540,-84.4058481,245.228,51400.00,66093.31939,
4,51399,33.7872539,-84.4058480,245.161,51143.00,66093.31942,
4,51400,33.7872539,-84.4058479,245.095,51400.00,66093.31945,
4,51401,33.7872538,-84.4058478,245.029,51143.00,66093.31949,
4,51402,33.7872538,-84.4058477,244.962,50629.00,66093.31952,
4,51465,33.7872537,-84.4058486,245.521,51657.00,66093.33258,
4,51466,33.7872537,-84.4058485,245.457,50886.00,66093.33261,
4,51467,33.7872536,-84.4058483,245.394,51657.00,66093.33264,
4,51468,33.7872536,-84.4058483,245.328,51657.00,66093.33267,
4,51469,33.7872536,-84.4058483,245.260,51400.00,66093.33271,
4,51470,33.7872534,-84.4058480,245.201,51143.00,66093.33274,
4,51471,33.7872534,-84.4058479,245.137,51400.00,66093.33277,
4,51472,33.7872534,-84.4058479,245.069,51400.00,66093.33281,
4,51473,33.7872533,-84.4058479,245.001,49601.00,66093.33284,
4,51535,33.7872532,-84.4058485,245.491,49344.00,66093.34592,
4,51536,33.7872532,-84.4058485,245.426,51400.00,66093.34596,
4,51537,33.7872531,-84.4058483,245.365,51657.00,66093.34599,
4,51538,33.7872530,-84.4058481,245.303,50115.00,66093.34602,
4,51539,33.7872530,-84.4058482,245.235,51143.00,66093.34605,
4,51540,33.7872529,-84.4058481,245.174,51400.00,66093.34609,
4,51541,33.7872529,-84.4058480,245.110,51400.00,66093.34612,
4,51542,33.7872529,-84.4058479,245.045,46774.00,66093.34615,
4,51603,33.7872528,-84.4058488,245.454,40092.00,66093.35927,
4,51604,33.7872526,-84.4058483,245.400,50629.00,66093.35930,
4,51605,33.7872526,-84.4058482,245.339,49858.00,66093.35933,
4,51606,33.7872525,-84.4058481,245.278,48830.00,66093.35936,
4,51607,33.7872525,-84.4058483,245.209,46517.00,66093.35940,
4,51608,33.7872525,-84.4058482,245.147,46260.00,66093.35943,
5,57991,33.7872632,-84.4060200,245.851,44204.00,66094.77028,
5,57992,33.7872631,-84.4060196,245.773,47545.00,66094.77031,
5,57993,33.7872630,-84.4060194,245.692,49087.00,66094.77035,
5,57994,33.7872630,-84.4060195,245.608,47288.00,66094.77038,
5,57995,33.7872629,-84.4060191,245.531,48059.00,66094.77041,
5,58050,33.7872627,-84.4060199,245.881,50372.00,66094.78359,
5,58051,33.7872625,-84.4060193,245.808,50629.00,66094.78362,
5,58052,33.7872626,-84.4060196,245.722,50629.00,66094.78365,
5,58053,33.7872625,-84.4060194,245.643,49344.00,66094.78369,
5,58054,33.7872624,-84.4060192,245.565,48830.00,66094.78372,
5,58055,33.7872623,-84.4060189,245.488,49601.00,66094.78375,
5,58107,33.7872623,-84.4060201,245.987,46260.00,66094.79687,
5,58108,33.7872622,-84.4060199,245.910,50372.00,66094.79690,
5,58109,33.7872621,-84.4060197,245.832,50886.00,66094.79693,
5,58110,33.7872621,-84.4060196,245.754,50629.00,66094.79697,
5,58111,33.7872620,-84.4060195,245.673,50629.00,66094.79700,
5,58112,33.7872620,-84.4060194,245.595,48059.00,66094.79703,
5,58113,33.7872619,-84.4060192,245.517,48573.00,66094.79706,
5,58114,33.7872619,-84.4060191,245.437,50372.00,66094.79710,
5,58169,33.7872617,-84.4060199,246.015,49858.00,66094.81018,
5,58170,33.7872617,-84.4060199,245.937,50115.00,66094.81022,
5,58171,33.7872616,-84.4060197,245.861,50372.00,66094.81025,
5,58172,33.7872616,-84.4060196,245.783,50115.00,66094.81028,
5,58173,33.7872615,-84.4060194,245.708,50629.00,66094.81032,
5,58174,33.7872615,-84.4060194,245.628,50886.00,66094.81035,
5,58175,33.7872614,-84.4060192,245.552,48316.00,66094.81038,
5,58176,33.7872613,-84.4060190,245.476,50115.00,66094.81041,
5,58177,33.7872613,-84.4060189,245.399,50629.00,66094.81045,
5,58178,33.7872613,-84.4060189,245.319,46774.00,66094.81048,
5,58236,33.7872613,-84.4060202,246.039,49601.00,66094.82350,
5,58237,33.7872612,-84.4060200,245.964,49858.00,66094.82353,
5,58238,33.7872612,-84.4060199,245.887,50115.00,66094.82356,
5,58239,33.7872611,-84.4060197,245.813,50372.00,66094.82359,
5,58240,33.7872611,-84.4060198,245.732,50629.00,66094.82363,
5,58241,33.7872610,-84.4060194,245.662,50886.00,66094.82366,
5,58242,33.7872610,-84.4060194,245.585,50886.00,66094.82369,
5,58243,33.7872609,-84.4060191,245.511,49858.00,66094.82372,
5,58244,33.7872608,-84.4060190,245.437,49858.00,66094.82376,
5,58245,33.7872608,-84.4060190,245.358,49858.00,66094.82379,
5,58246,33.7872607,-84.4060187,245.285,49858.00,66094.82382,
5,58299,33.7872609,-84.4060205,246.137,48573.00,66094.83678,
5,58300,33.7872608,-84.4060203,246.064,50372.00,66094.83681,
5,58301,33.7872607,-84.4060201,245.990,49087.00,66094.83684,
5,58302,33.7872607,-84.4060200,245.916,49344.00,66094.83687,
5,58303,33.7872607,-84.4060199,245.840,49087.00,66094.83691,
5,58304,33.7872606,-84.4060198,245.766,49087.00,66094.83694,
5,58305,33.7872605,-84.4060196,245.692,50629.00,66094.83697,
5,58306,33.7872605,-84.4060196,245.615,50372.00,66094.83701,
5,58307,33.7872604,-84.4060193,245.544,50372.00,66094.83704,
5,58308,33.7872603,-84.4060191,245.472,50115.00,66094.83707,
5,58309,33.7872603,-84.4060189,245.399,50115.00,66094.83710,
5,58310,33.7872603,-84.4060189,245.322,49858.00,66094.83714,
5,58311,33.7872603,-84.4060189,245.244,41120.00,66094.83717,
5,58365,33.7872603,-84.4060202,246.091,51143.00,66094.85012,
5,58366,33.7872603,-84.4060203,246.014,49601.00,66094.85015,
5,58367,33.7872602,-84.4060200,245.945,49344.00,66094.85019,
5,58368,33.7872602,-84.4060199,245.871,49601.00,66094.85022,
5,58369,33.7872600,-84.4060195,245.802,49858.00,66094.85025,
5,58370,33.7872601,-84.4060197,245.724,50886.00,66094.85028,
5,58371,33.7872600,-84.4060196,245.651,50886.00,66094.85032,
5,58372,33.7872600,-84.4060194,245.580,50886.00,66094.85035,
5,58373,33.7872599,-84.4060193,245.506,50372.00,66094.85038,
5,58374,33.7872599,-84.4060191,245.434,50115.00,66094.85041,
5,58375,33.7872598,-84.4060190,245.361,50115.00,66094.85045,
5,58376,33.7872597,-84.4060187,245.293,50115.00,66094.85048,
5,58434,33.7872599,-84.4060204,246.115,50629.00,66094.86344,
5,58435,33.7872598,-84.4060203,246.043,49858.00,66094.86347,
5,58436,33.7872598,-84.4060202,245.971,49344.00,66094.86350,
5,58437,33.7872597,-84.4060201,245.899,50372.00,66094.86353,
5,58438,33.7872597,-84.4060200,245.827,50115.00,66094.86357,
5,58439,33.7872596,-84.4060198,245.757,48573.00,66094.86360,
5,58440,33.7872596,-84.4060197,245.684,50372.00,66094.86363,
5,58441,33.7872595,-84.4060194,245.616,50629.00,66094.86366,
5,58442,33.7872594,-84.4060193,245.543,51143.00,66094.86370,
5,58443,33.7872594,-84.4060192,245.471,50629.00,66094.86373,
5,58444,33.7872593,-84.4060190,245.402,50115.00,66094.86376,
5,58445,33.7872592,-84.4060188,245.331,50372.00,66094.86380,
5,58446,33.7872592,-84.4060188,245.258,46517.00,66094.86383,
5,58503,33.7872594,-84.4060204,246.139,49601.00,66094.87675,
5,58504,33.7872593,-84.4060202,246.069,50115.00,66094.87678,
5,58505,33.7872592,-84.4060201,246.000,50115.00,66094.87681,
5,58506,33.7872593,-84.4060202,245.925,50115.00,66094.87685,
5,58507,33.7872592,-84.4060201,245.855,49344.00,66094.87688,
5,58508,33.7872591,-84.4060196,245.791,49601.00,66094.87691,
5,58509,33.7872591,-84.4060197,245.716,50886.00,66094.87694,
5,58510,33.7872590,-84.4060196,245.646,51400.00,66094.87698,
5,58511,33.7872590,-84.4060196,245.574,51143.00,66094.87701,
5,58512,33.7872589,-84.4060193,245.506,50629.00,66094.87704,
5,58513,33.7872589,-84.4060192,245.436,50886.00,66094.87707,
5,58514,33.7872588,-84.4060191,245.366,50629.00,66094.87711,
5,58515,33.7872588,-84.4060189,245.296,49601.00,66094.87714,
5,58579,33.7872588,-84.4060203,246.094,50115.00,66094.89009,
5,58580,33.7872588,-84.4060203,246.024,48830.00,66094.89013,
5,58581,33.7872588,-84.4060202,245.955,49601.00,66094.89016,
5,58582,33.7872587,-84.4060199,245.889,49087.00,66094.89019,
5,58583,33.7872587,-84.4060199,245.818,49344.00,66094.89023,
5,58584,33.7872586,-84.4060198,245.749,49344.00,66094.89026,
5,58585,33.7872586,-84.4060196,245.681,50372.00,66094.89029,
5,58586,33.7872585,-84.4060195,245.613,49858.00,66094.89032,
5,58587,33.7872585,-84.4060194,245.544,50372.00,66094.89036,
5,58588,33.7872584,-84.4060193,245.475,50115.00,66094.89039,
5,58589,33.7872584,-84.4060192,245.404,50372.00,66094.89042,
5,58590,33.7872583,-84.4060189,245.340,49344.00,66094.89045,
5,58591,33.7872583,-84.4060189,245.266,49858.00,66094.89049,
5,58655,33.7872584,-84.4060205,246.119,50372.00,66094.90341,
5,58656,33.7872584,-84.4060205,246.049,49087.00,66094.90344,
5,58657,33.7872583,-84.4060204,245.982,49601.00,66094.90347,
5,58658,33.7872582,-84.4060201,245.917,50115.00,66094.90350,
5,58659,33.7872582,-84.4060200,245.848,50629.00,66094.90354,
5,58660,33.7872582,-84.4060200,245.780,48830.00,66094.90357,
5,58661,33.7872580,-84.4060195,245.721,50372.00,66094.90360,
5,58662,33.7872580,-84.4060194,245.651,49858.00,66094.90363,
5,58663,33.7872580,-84.4060195,245.579,50115.00,66094.90367,
5,58664,33.7872580,-84.4060194,245.512,49858.00,66094.90370,
5,58665,33.7872580,-84.4060195,245.438,49858.00,66094.90373,
5,58666,33.7872579,-84.4060191,245.377,49344.00,66094.90377,
5,58667,33.7872578,-84.4060190,245.311,49344.00,66094.90380,
5,58668,33.7872578,-84.4060189,245.241,48059.00,66094.90383,
5,58726,33.7872580,-84.4060207,246.142,48316.00,66094.91672,
5,58727,33.7872578,-84.4060203,246.079,49344.00,66094.91676,
5,58728,33.7872578,-84.4060202,246.013,49601.00,66094.91679,
5,58729,33.7872578,-84.4060202,245.944,49858.00,66094.91682,
5,58730,33.7872578,-84.4060202,245.877,48059.00,66094.91685,
5,58731,33.7872576,-84.4060198,245.815,48830.00,66094.91689,
5,58732,33.7872577,-84.4060199,245.746,49087.00,66094.91692,
5,58733,33.7872576,-84.4060196,245.682,49344.00,66094.91695,
5,58734,33.7872576,-84.4060197,245.613,49601.00,66094.91698,
5,58735,33.7872575,-84.4060196,245.546,49858.00,66094.91702,
5,58736,33.7872575,-84.4060194,245.480,50115.00,66094.91705,
5,58737,33.7872574,-84.4060192,245.418,49858.00,66094.91708,
5,58738,33.7872574,-84.4060191,245.349,49087.00,66094.91712,
5,58739,33.7872573,-84.4060189,245.285,49858.00,66094.91715,
5,58802,33.7872575,-84.4060206,246.101,49601.00,66094.93008,
5,58803,33.7872573,-84.4060203,246.040,49858.00,66094.93011,
5,58804,33.7872574,-84.4060203,245.972,50115.00,66094.93015,
5,58805,33.7872573,-84.4060202,245.907,48316.00,66094.93018,
5,58806,33.7872572,-84.4060201,245.844,48059.00,66094.93021,
5,58807,33.7872572,-84.4060200,245.778,49344.00,66094.93024,
5,58808,33.7872572,-84.4060198,245.714,49344.00,66094.93028,
