SignId,Id,X,Y,Z,Retro,UTC,R,G,B,H,S,B,pX,pY,
6,1574176,33.7753783,-84.4025035,306.259,0.72,64652.32681,-1,-1,-1,-1.0,-1.000,-1.000,0.324,0.948,
6,1574274,33.7753782,-84.4025039,308.113,0.76,64652.33904,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.055,
6,1574275,33.7753781,-84.4025039,308.057,0.79,64652.33908,-1,-1,-1,-1.0,-1.000,-1.000,0.283,0.082,
6,1574276,33.7753782,-84.4025039,308.003,0.79,64652.33911,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.108,
6,1574277,33.7753782,-84.4025039,307.948,0.80,64652.33914,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.135,
6,1574278,33.7753782,-84.4025038,307.893,0.78,64652.33917,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.161,
6,1574279,33.7753783,-84.4025038,307.838,0.78,64652.33921,-1,-1,-1,-1.0,-1.000,-1.000,0.297,0.188,
6,1574280,33.7753782,-84.4025038,307.783,0.76,64652.33924,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.214,
6,1574281,33.7753782,-84.4025038,307.728,0.77,64652.33927,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.241,
6,1574282,33.7753782,-84.4025038,307.673,0.78,64652.33930,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.267,
6,1574283,33.7753782,-84.4025038,307.618,0.77,64652.33934,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.294,
6,1574284,33.7753782,-84.4025038,307.563,0.78,64652.33937,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.320,
6,1574285,33.7753783,-84.4025037,307.508,0.78,64652.33940,-1,-1,-1,-1.0,-1.000,-1.000,0.306,0.347,
6,1574286,33.7753783,-84.4025037,307.453,0.76,64652.33944,-1,-1,-1,-1.0,-1.000,-1.000,0.306,0.373,
6,1574287,33.7753783,-84.4025037,307.398,0.78,64652.33947,-1,-1,-1,-1.0,-1.000,-1.000,0.306,0.400,
6,1574288,33.7753782,-84.4025038,307.343,0.78,64652.33950,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.426,
6,1574289,33.7753782,-84.4025038,307.288,0.77,64652.33953,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.453,
6,1574293,33.7753784,-84.4025036,307.063,0.68,64652.33966,-1,-1,-1,-1.0,-1.000,-1.000,0.318,0.561,
6,1574294,33.7753782,-84.4025038,307.011,0.73,64652.33970,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.586,
6,1574295,33.7753782,-84.4025037,306.954,0.73,64652.33973,-1,-1,-1,-1.0,-1.000,-1.000,0.303,0.614,
6,1574296,33.7753784,-84.4025037,306.896,0.74,64652.33976,-1,-1,-1,-1.0,-1.000,-1.000,0.309,0.642,
6,1574297,33.7753781,-84.4025038,306.845,0.74,64652.33980,-1,-1,-1,-1.0,-1.000,-1.000,0.292,0.666,
6,1574298,33.7753783,-84.4025037,306.784,0.74,64652.33983,-1,-1,-1,-1.0,-1.000,-1.000,0.306,0.696,
6,1574299,33.7753783,-84.4025037,306.727,0.75,64652.33986,-1,-1,-1,-1.0,-1.000,-1.000,0.306,0.723,
6,1574300,33.7753784,-84.4025036,306.669,0.74,64652.33989,-1,-1,-1,-1.0,-1.000,-1.000,0.318,0.751,
6,1574301,33.7753784,-84.4025036,306.612,0.74,64652.33993,-1,-1,-1,-1.0,-1.000,-1.000,0.318,0.778,
6,1574302,33.7753783,-84.4025036,306.555,0.71,64652.33996,-1,-1,-1,-1.0,-1.000,-1.000,0.315,0.806,
6,1574303,33.7753784,-84.4025036,306.496,0.73,64652.33999,-1,-1,-1,-1.0,-1.000,-1.000,0.318,0.834,
6,1574304,33.7753785,-84.4025036,306.436,0.74,64652.34002,-1,-1,-1,-1.0,-1.000,-1.000,0.321,0.863,
6,1574305,33.7753783,-84.4025037,306.382,0.74,64652.34006,-1,-1,-1,-1.0,-1.000,-1.000,0.306,0.889,
6,1574306,33.7753785,-84.4025036,306.319,0.74,64652.34009,-1,-1,-1,-1.0,-1.000,-1.000,0.321,0.920,
6,1574307,33.7753784,-84.4025036,306.262,0.71,64652.34012,-1,-1,-1,-1.0,-1.000,-1.000,0.318,0.947,
6,1574403,33.7753783,-84.4025039,308.111,0.76,64652.35236,-1,-1,-1,-1.0,-1.000,-1.000,0.288,0.056,
6,1574404,33.7753782,-84.4025040,308.055,0.79,64652.35240,-1,-1,-1,-1.0,-1.000,-1.000,0.276,0.083,
6,1574405,33.7753782,-84.4025040,308.000,0.78,64652.35243,-1,-1,-1,-1.0,-1.000,-1.000,0.276,0.110,
6,1574406,33.7753783,-84.4025039,307.946,0.79,64652.35246,-1,-1,-1,-1.0,-1.000,-1.000,0.288,0.136,
6,1574407,33.7753782,-84.4025039,307.891,0.78,64652.35249,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.162,
6,1574408,33.7753783,-84.4025039,307.836,0.79,64652.35253,-1,-1,-1,-1.0,-1.000,-1.000,0.288,0.189,
6,1574409,33.7753782,-84.4025039,307.781,0.75,64652.35256,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.215,
6,1574410,33.7753782,-84.4025039,307.727,0.77,64652.35259,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.241,
6,1574411,33.7753783,-84.4025039,307.672,0.78,64652.35263,-1,-1,-1,-1.0,-1.000,-1.000,0.288,0.268,
6,1574412,33.7753782,-84.4025039,307.617,0.76,64652.35266,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.294,
6,1574413,33.7753783,-84.4025039,307.562,0.78,64652.35269,-1,-1,-1,-1.0,-1.000,-1.000,0.288,0.321,
6,1574414,33.7753783,-84.4025039,307.508,0.78,64652.35272,-1,-1,-1,-1.0,-1.000,-1.000,0.288,0.347,
6,1574415,33.7753782,-84.4025039,307.453,0.76,64652.35276,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.373,
6,1574416,33.7753782,-84.4025039,307.399,0.79,64652.35279,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.399,
6,1574417,33.7753782,-84.4025039,307.344,0.78,64652.35282,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.426,
6,1574418,33.7753783,-84.4025038,307.288,0.75,64652.35285,-1,-1,-1,-1.0,-1.000,-1.000,0.297,0.453,
6,1574422,33.7753784,-84.4025038,307.066,0.71,64652.35299,-1,-1,-1,-1.0,-1.000,-1.000,0.300,0.560,
6,1574423,33.7753783,-84.4025038,307.011,0.74,64652.35302,-1,-1,-1,-1.0,-1.000,-1.000,0.297,0.586,
6,1574424,33.7753785,-84.4025037,306.953,0.74,64652.35305,-1,-1,-1,-1.0,-1.000,-1.000,0.312,0.614,
6,1574425,33.7753783,-84.4025038,306.899,0.74,64652.35308,-1,-1,-1,-1.0,-1.000,-1.000,0.297,0.640,
6,1574426,33.7753783,-84.4025038,306.843,0.73,64652.35312,-1,-1,-1,-1.0,-1.000,-1.000,0.297,0.667,
6,1574427,33.7753783,-84.4025038,306.788,0.74,64652.35315,-1,-1,-1,-1.0,-1.000,-1.000,0.297,0.694,
6,1574428,33.7753784,-84.4025038,306.730,0.74,64652.35318,-1,-1,-1,-1.0,-1.000,-1.000,0.300,0.722,
6,1574429,33.7753783,-84.4025038,306.674,0.74,64652.35322,-1,-1,-1,-1.0,-1.000,-1.000,0.297,0.749,
6,1574430,33.7753783,-84.4025038,306.617,0.74,64652.35325,-1,-1,-1,-1.0,-1.000,-1.000,0.297,0.776,
6,1574431,33.7753785,-84.4025037,306.557,0.71,64652.35328,-1,-1,-1,-1.0,-1.000,-1.000,0.312,0.805,
6,1574432,33.7753784,-84.4025037,306.500,0.74,64652.35331,-1,-1,-1,-1.0,-1.000,-1.000,0.309,0.832,
6,1574433,33.7753783,-84.4025038,306.445,0.74,64652.35335,-1,-1,-1,-1.0,-1.000,-1.000,0.297,0.859,
6,1574434,33.7753784,-84.4025037,306.384,0.74,64652.35338,-1,-1,-1,-1.0,-1.000,-1.000,0.309,0.888,
6,1574435,33.7753784,-84.4025037,306.328,0.74,64652.35341,-1,-1,-1,-1.0,-1.000,-1.000,0.309,0.915,
6,1574436,33.7753784,-84.4025037,306.267,0.66,64652.35344,-1,-1,-1,-1.0,-1.000,-1.000,0.309,0.945,
6,1574533,33.7753783,-84.4025040,308.108,0.75,64652.36568,-1,-1,-1,-1.0,-1.000,-1.000,0.279,0.058,
6,1574534,33.7753783,-84.4025041,308.053,0.78,64652.36572,-1,-1,-1,-1.0,-1.000,-1.000,0.270,0.084,
6,1574535,33.7753782,-84.4025041,307.998,0.78,64652.36575,-1,-1,-1,-1.0,-1.000,-1.000,0.267,0.111,
6,1574536,33.7753783,-84.4025040,307.944,0.78,64652.36578,-1,-1,-1,-1.0,-1.000,-1.000,0.279,0.137,
6,1574537,33.7753782,-84.4025041,307.889,0.78,64652.36581,-1,-1,-1,-1.0,-1.000,-1.000,0.267,0.163,
6,1574538,33.7753783,-84.4025040,307.835,0.79,64652.36585,-1,-1,-1,-1.0,-1.000,-1.000,0.279,0.189,
6,1574539,33.7753783,-84.4025040,307.781,0.75,64652.36588,-1,-1,-1,-1.0,-1.000,-1.000,0.279,0.215,
6,1574540,33.7753783,-84.4025040,307.726,0.78,64652.36591,-1,-1,-1,-1.0,-1.000,-1.000,0.279,0.242,
6,1574541,33.7753784,-84.4025040,307.671,0.77,64652.36594,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.268,
6,1574542,33.7753784,-84.4025039,307.617,0.77,64652.36598,-1,-1,-1,-1.0,-1.000,-1.000,0.291,0.294,
6,1574543,33.7753783,-84.4025040,307.563,0.78,64652.36601,-1,-1,-1,-1.0,-1.000,-1.000,0.279,0.320,
6,1574544,33.7753784,-84.4025040,307.508,0.78,64652.36604,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.347,
6,1574545,33.7753783,-84.4025040,307.454,0.75,64652.36608,-1,-1,-1,-1.0,-1.000,-1.000,0.279,0.373,
6,1574546,33.7753784,-84.4025039,307.398,0.79,64652.36611,-1,-1,-1,-1.0,-1.000,-1.000,0.291,0.400,
6,1574547,33.7753783,-84.4025040,307.344,0.76,64652.36614,-1,-1,-1,-1.0,-1.000,-1.000,0.279,0.426,
6,1574548,33.7753783,-84.4025040,307.289,0.72,64652.36617,-1,-1,-1,-1.0,-1.000,-1.000,0.279,0.452,
6,1574552,33.7753785,-84.4025039,307.067,0.72,64652.36630,-1,-1,-1,-1.0,-1.000,-1.000,0.295,0.559,
6,1574553,33.7753784,-84.4025039,307.013,0.74,64652.36634,-1,-1,-1,-1.0,-1.000,-1.000,0.291,0.585,
6,1574554,33.7753785,-84.4025039,306.956,0.73,64652.36637,-1,-1,-1,-1.0,-1.000,-1.000,0.295,0.613,
6,1574555,33.7753783,-84.4025040,306.904,0.74,64652.36640,-1,-1,-1,-1.0,-1.000,-1.000,0.279,0.638,
6,1574556,33.7753783,-84.4025039,306.847,0.74,64652.36644,-1,-1,-1,-1.0,-1.000,-1.000,0.288,0.665,
6,1574557,33.7753783,-84.4025039,306.792,0.73,64652.36647,-1,-1,-1,-1.0,-1.000,-1.000,0.288,0.692,
6,1574558,33.7753784,-84.4025039,306.733,0.74,64652.36650,-1,-1,-1,-1.0,-1.000,-1.000,0.291,0.720,
6,1574559,33.7753784,-84.4025039,306.677,0.74,64652.36653,-1,-1,-1,-1.0,-1.000,-1.000,0.291,0.747,
6,1574560,33.7753784,-84.4025039,306.620,0.73,64652.36657,-1,-1,-1,-1.0,-1.000,-1.000,0.291,0.775,
6,1574561,33.7753785,-84.4025038,306.561,0.71,64652.36660,-1,-1,-1,-1.0,-1.000,-1.000,0.304,0.803,
6,1574562,33.7753784,-84.4025039,306.506,0.74,64652.36663,-1,-1,-1,-1.0,-1.000,-1.000,0.291,0.829,
6,1574563,33.7753784,-84.4025038,306.448,0.74,64652.36666,-1,-1,-1,-1.0,-1.000,-1.000,0.300,0.857,
6,1574564,33.7753786,-84.4025038,306.386,0.74,64652.36670,-1,-1,-1,-1.0,-1.000,-1.000,0.307,0.887,
6,1574565,33.7753784,-84.4025038,306.332,0.74,64652.36673,-1,-1,-1,-1.0,-1.000,-1.000,0.300,0.913,
6,1574566,33.7753785,-84.4025038,306.273,0.61,64652.36676,-1,-1,-1,-1.0,-1.000,-1.000,0.304,0.942,
6,1574662,33.7753783,-84.4025041,308.105,0.75,64652.37900,-1,-1,-1,-1.0,-1.000,-1.000,0.270,0.059,
6,1574663,33.7753783,-84.4025042,308.050,0.78,64652.37903,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.086,
6,1574664,33.7753783,-84.4025042,307.995,0.78,64652.37907,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.112,
6,1574665,33.7753783,-84.4025042,307.941,0.79,64652.37910,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.138,
6,1574666,33.7753783,-84.4025042,307.887,0.79,64652.37913,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.164,
6,1574667,33.7753782,-84.4025042,307.832,0.79,64652.37916,-1,-1,-1,-1.0,-1.000,-1.000,0.258,0.191,
6,1574668,33.7753785,-84.4025040,307.779,0.77,64652.37920,-1,-1,-1,-1.0,-1.000,-1.000,0.286,0.216,
6,1574669,33.7753783,-84.4025041,307.724,0.78,64652.37923,-1,-1,-1,-1.0,-1.000,-1.000,0.270,0.243,
6,1574670,33.7753784,-84.4025041,307.670,0.78,64652.37926,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.269,
6,1574671,33.7753783,-84.4025041,307.616,0.77,64652.37929,-1,-1,-1,-1.0,-1.000,-1.000,0.270,0.295,
6,1574672,33.7753783,-84.4025041,307.562,0.78,64652.37933,-1,-1,-1,-1.0,-1.000,-1.000,0.270,0.321,
6,1574673,33.7753784,-84.4025041,307.507,0.78,64652.37936,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.347,
6,1574674,33.7753784,-84.4025041,307.452,0.75,64652.37939,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.374,
6,1574675,33.7753784,-84.4025040,307.398,0.79,64652.37943,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.400,
6,1574676,33.7753784,-84.4025041,307.344,0.75,64652.37946,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.426,
6,1574677,33.7753785,-84.4025040,307.288,0.65,64652.37949,-1,-1,-1,-1.0,-1.000,-1.000,0.286,0.453,
6,1574681,33.7753785,-84.4025040,307.068,0.72,64652.37962,-1,-1,-1,-1.0,-1.000,-1.000,0.286,0.559,
6,1574682,33.7753783,-84.4025041,307.016,0.74,64652.37965,-1,-1,-1,-1.0,-1.000,-1.000,0.270,0.584,
6,1574683,33.7753785,-84.4025040,306.958,0.73,64652.37969,-1,-1,-1,-1.0,-1.000,-1.000,0.286,0.612,
6,1574684,33.7753784,-84.4025040,306.904,0.75,64652.37972,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.638,
6,1574685,33.7753784,-84.4025040,306.848,0.74,64652.37975,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.665,
6,1574686,33.7753784,-84.4025040,306.793,0.73,64652.37979,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.691,
6,1574687,33.7753786,-84.4025039,306.733,0.71,64652.37982,-1,-1,-1,-1.0,-1.000,-1.000,0.299,0.720,
6,1574688,33.7753785,-84.4025039,306.678,0.72,64652.37985,-1,-1,-1,-1.0,-1.000,-1.000,0.295,0.747,
6,1574689,33.7753782,-84.4025041,306.628,0.72,64652.37988,-1,-1,-1,-1.0,-1.000,-1.000,0.267,0.771,
6,1574690,33.7753786,-84.4025039,306.563,0.72,64652.37992,-1,-1,-1,-1.0,-1.000,-1.000,0.299,0.802,
6,1574691,33.7753786,-84.4025039,306.504,0.75,64652.37995,-1,-1,-1,-1.0,-1.000,-1.000,0.299,0.830,
6,1574692,33.7753784,-84.4025040,306.453,0.73,64652.37998,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.855,
6,1574693,33.7753785,-84.4025039,306.393,0.74,64652.38001,-1,-1,-1,-1.0,-1.000,-1.000,0.295,0.884,
6,1574694,33.7753785,-84.4025039,306.334,0.73,64652.38005,-1,-1,-1,-1.0,-1.000,-1.000,0.295,0.912,
6,1574792,33.7753784,-84.4025042,308.102,0.74,64652.39232,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.061,
6,1574793,33.7753784,-84.4025042,308.048,0.78,64652.39235,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.087,
6,1574794,33.7753784,-84.4025042,307.994,0.78,64652.39238,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.113,
6,1574795,33.7753784,-84.4025042,307.939,0.78,64652.39242,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.139,
6,1574796,33.7753783,-84.4025043,307.885,0.79,64652.39245,-1,-1,-1,-1.0,-1.000,-1.000,0.253,0.165,
6,1574797,33.7753784,-84.4025042,307.831,0.79,64652.39248,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.191,
6,1574798,33.7753785,-84.4025041,307.777,0.78,64652.39252,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.217,
6,1574799,33.7753784,-84.4025042,307.723,0.78,64652.39255,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.243,
6,1574800,33.7753784,-84.4025042,307.669,0.77,64652.39258,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.269,
6,1574801,33.7753785,-84.4025042,307.615,0.77,64652.39261,-1,-1,-1,-1.0,-1.000,-1.000,0.269,0.295,
6,1574802,33.7753783,-84.4025042,307.561,0.78,64652.39265,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.321,
6,1574803,33.7753784,-84.4025042,307.507,0.78,64652.39268,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.347,
6,1574804,33.7753785,-84.4025042,307.452,0.76,64652.39271,-1,-1,-1,-1.0,-1.000,-1.000,0.269,0.374,
6,1574805,33.7753786,-84.4025041,307.397,0.79,64652.39274,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.400,
6,1574806,33.7753785,-84.4025041,307.344,0.74,64652.39278,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.426,
6,1574811,33.7753786,-84.4025041,307.070,0.71,64652.39294,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.558,
6,1574812,33.7753785,-84.4025041,307.015,0.72,64652.39297,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.584,
6,1574813,33.7753785,-84.4025041,306.961,0.74,64652.39301,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.610,
6,1574814,33.7753785,-84.4025041,306.906,0.74,64652.39304,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.637,
6,1574815,33.7753786,-84.4025041,306.849,0.74,64652.39307,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.664,
6,1574816,33.7753784,-84.4025041,306.796,0.74,64652.39311,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.690,
6,1574820,33.7753786,-84.4025040,306.568,0.72,64652.39324,-1,-1,-1,-1.0,-1.000,-1.000,0.290,0.800,
6,1574821,33.7753784,-84.4025041,306.517,0.75,64652.39327,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.824,
6,1574822,33.7753785,-84.4025040,306.455,0.74,64652.39330,-1,-1,-1,-1.0,-1.000,-1.000,0.286,0.854,
6,1574823,33.7753784,-84.4025041,306.400,0.74,64652.39333,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.881,
6,1574824,33.7753786,-84.4025040,306.339,0.73,64652.39337,-1,-1,-1,-1.0,-1.000,-1.000,0.290,0.910,
6,1574921,33.7753785,-84.4025043,308.101,0.71,64652.40564,-1,-1,-1,-1.0,-1.000,-1.000,0.260,0.061,
6,1574922,33.7753782,-84.4025044,308.045,0.77,64652.40567,-1,-1,-1,-1.0,-1.000,-1.000,0.241,0.088,
6,1574923,33.7753783,-84.4025043,307.991,0.78,64652.40570,-1,-1,-1,-1.0,-1.000,-1.000,0.253,0.114,
6,1574924,33.7753783,-84.4025043,307.938,0.78,64652.40573,-1,-1,-1,-1.0,-1.000,-1.000,0.253,0.140,
6,1574925,33.7753783,-84.4025043,307.884,0.78,64652.40577,-1,-1,-1,-1.0,-1.000,-1.000,0.253,0.166,
6,1574926,33.7753784,-84.4025042,307.831,0.79,64652.40580,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.191,
6,1574927,33.7753784,-84.4025043,307.777,0.78,64652.40583,-1,-1,-1,-1.0,-1.000,-1.000,0.256,0.217,
6,1574928,33.7753784,-84.4025042,307.723,0.78,64652.40587,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.243,
6,1574929,33.7753783,-84.4025043,307.669,0.77,64652.40590,-1,-1,-1,-1.0,-1.000,-1.000,0.253,0.269,
6,1574930,33.7753784,-84.4025042,307.615,0.76,64652.40593,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.295,
6,1574931,33.7753783,-84.4025043,307.562,0.78,64652.40596,-1,-1,-1,-1.0,-1.000,-1.000,0.253,0.321,
6,1574932,33.7753784,-84.4025043,307.508,0.78,64652.40600,-1,-1,-1,-1.0,-1.000,-1.000,0.256,0.347,
6,1574933,33.7753784,-84.4025042,307.454,0.75,64652.40603,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.373,
6,1574934,33.7753785,-84.4025042,307.399,0.79,64652.40606,-1,-1,-1,-1.0,-1.000,-1.000,0.269,0.399,
6,1574935,33.7753785,-84.4025042,307.345,0.76,64652.40609,-1,-1,-1,-1.0,-1.000,-1.000,0.269,0.425,
6,1574941,33.7753784,-84.4025042,307.019,0.71,64652.40629,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.582,
6,1574942,33.7753785,-84.4025041,306.963,0.74,64652.40632,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.609,
6,1574943,33.7753785,-84.4025041,306.909,0.74,64652.40636,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.635,
6,1574944,33.7753785,-84.4025041,306.853,0.74,64652.40639,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.662,
6,1574945,33.7753784,-84.4025042,306.799,0.74,64652.40642,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.688,
6,1574949,33.7753784,-84.4025041,306.576,0.74,64652.40655,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.796,
6,1574950,33.7753784,-84.4025042,306.521,0.74,64652.40659,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.822,
6,1574951,33.7753785,-84.4025041,306.461,0.73,64652.40662,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.851,
6,1574952,33.7753785,-84.4025041,306.404,0.73,64652.40665,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.879,
6,1574953,33.7753786,-84.4025040,306.344,0.74,64652.40668,-1,-1,-1,-1.0,-1.000,-1.000,0.290,0.908,
6,1574954,33.7753787,-84.4025040,306.284,0.68,64652.40672,-1,-1,-1,-1.0,-1.000,-1.000,0.295,0.936,
6,1575050,33.7753785,-84.4025042,308.101,0.68,64652.41895,-1,-1,-1,-1.0,-1.000,-1.000,0.269,0.061,
6,1575051,33.7753782,-84.4025043,308.044,0.75,64652.41898,-1,-1,-1,-1.0,-1.000,-1.000,0.249,0.089,
6,1575052,33.7753784,-84.4025042,307.992,0.79,64652.41902,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.114,
6,1575053,33.7753783,-84.4025043,307.938,0.78,64652.41905,-1,-1,-1,-1.0,-1.000,-1.000,0.253,0.140,
6,1575054,33.7753783,-84.4025043,307.884,0.79,64652.41908,-1,-1,-1,-1.0,-1.000,-1.000,0.253,0.166,
6,1575055,33.7753783,-84.4025042,307.830,0.79,64652.41912,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.192,
6,1575056,33.7753784,-84.4025042,307.777,0.78,64652.41915,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.217,
6,1575057,33.7753784,-84.4025042,307.723,0.78,64652.41918,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.243,
6,1575058,33.7753783,-84.4025042,307.669,0.77,64652.41921,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.269,
6,1575059,33.7753784,-84.4025042,307.616,0.75,64652.41925,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.295,
6,1575060,33.7753784,-84.4025042,307.562,0.78,64652.41928,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.321,
6,1575061,33.7753783,-84.4025042,307.509,0.78,64652.41931,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.346,
6,1575062,33.7753784,-84.4025042,307.454,0.74,64652.41934,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.373,
6,1575063,33.7753784,-84.4025042,307.401,0.80,64652.41938,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.398,
6,1575064,33.7753784,-84.4025042,307.347,0.77,64652.41941,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.424,
6,1575070,33.7753785,-84.4025041,307.020,0.64,64652.41961,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.582,
6,1575071,33.7753783,-84.4025042,306.969,0.74,64652.41964,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.606,
6,1575072,33.7753784,-84.4025041,306.912,0.73,64652.41967,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.634,
6,1575073,33.7753784,-84.4025041,306.857,0.74,64652.41970,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.660,
6,1575074,33.7753785,-84.4025041,306.800,0.74,64652.41974,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.688,
6,1575078,33.7753786,-84.4025040,306.576,0.74,64652.41987,-1,-1,-1,-1.0,-1.000,-1.000,0.290,0.796,
6,1575079,33.7753784,-84.4025041,306.522,0.75,64652.41990,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.822,
6,1575080,33.7753784,-84.4025041,306.467,0.73,64652.41993,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.848,
6,1575081,33.7753785,-84.4025041,306.408,0.74,64652.41997,-1,-1,-1,-1.0,-1.000,-1.000,0.277,0.877,
6,1575082,33.7753784,-84.4025041,306.352,0.74,64652.42000,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.904,
6,1575083,33.7753785,-84.4025040,306.291,0.69,64652.42003,-1,-1,-1,-1.0,-1.000,-1.000,0.286,0.933,
6,1575182,33.7753782,-84.4025043,308.044,0.75,64652.43230,-1,-1,-1,-1.0,-1.000,-1.000,0.249,0.089,
6,1575183,33.7753781,-84.4025043,307.989,0.78,64652.43234,-1,-1,-1,-1.0,-1.000,-1.000,0.247,0.115,
6,1575184,33.7753782,-84.4025043,307.937,0.78,64652.43237,-1,-1,-1,-1.0,-1.000,-1.000,0.249,0.140,
6,1575185,33.7753783,-84.4025042,307.884,0.79,64652.43240,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.166,
6,1575186,33.7753784,-84.4025042,307.831,0.79,64652.43243,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.191,
6,1575187,33.7753783,-84.4025042,307.777,0.78,64652.43247,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.217,
6,1575188,33.7753783,-84.4025042,307.724,0.78,64652.43250,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.243,
6,1575189,33.7753782,-84.4025043,307.670,0.77,64652.43253,-1,-1,-1,-1.0,-1.000,-1.000,0.249,0.269,
6,1575190,33.7753783,-84.4025042,307.617,0.74,64652.43256,-1,-1,-1,-1.0,-1.000,-1.000,0.261,0.294,
