SignId,Id,X,Y,Z,Retro,UTC,R,G,B,H,S,B,pX,pY,
5,1432670,33.7749667,-84.4025042,308.637,0.66,64635.16342,-1,-1,-1,-1.0,-1.000,-1.000,0.177,0.528,
5,1432672,33.7749668,-84.4025041,308.346,0.74,64635.16349,-1,-1,-1,-1.0,-1.000,-1.000,0.195,0.736,
5,1432673,33.7749669,-84.4025041,308.200,0.67,64635.16352,-1,-1,-1,-1.0,-1.000,-1.000,0.201,0.840,
5,1432674,33.7749669,-84.4025041,308.055,0.74,64635.16355,-1,-1,-1,-1.0,-1.000,-1.000,0.201,0.944,
5,1432772,33.7749667,-84.4025044,308.638,0.64,64635.17674,-1,-1,-1,-1.0,-1.000,-1.000,0.149,0.527,
5,1432774,33.7749668,-84.4025043,308.348,0.74,64635.17681,-1,-1,-1,-1.0,-1.000,-1.000,0.168,0.734,
5,1432775,33.7749667,-84.4025043,308.203,0.71,64635.17684,-1,-1,-1,-1.0,-1.000,-1.000,0.163,0.838,
5,1432776,33.7749668,-84.4025043,308.058,0.74,64635.17687,-1,-1,-1,-1.0,-1.000,-1.000,0.168,0.941,
5,1432875,33.7749665,-84.4025046,308.640,0.64,64635.19006,-1,-1,-1,-1.0,-1.000,-1.000,0.116,0.525,
5,1432877,33.7749666,-84.4025046,308.351,0.75,64635.19012,-1,-1,-1,-1.0,-1.000,-1.000,0.117,0.732,
5,1432878,33.7749667,-84.4025045,308.207,0.74,64635.19015,-1,-1,-1,-1.0,-1.000,-1.000,0.135,0.835,
5,1432879,33.7749669,-84.4025045,308.062,0.74,64635.19019,-1,-1,-1,-1.0,-1.000,-1.000,0.148,0.939,
5,1432978,33.7749666,-84.4025047,308.640,0.64,64635.20337,-1,-1,-1,-1.0,-1.000,-1.000,0.103,0.525,
5,1432980,33.7749666,-84.4025047,308.352,0.77,64635.20343,-1,-1,-1,-1.0,-1.000,-1.000,0.103,0.731,
5,1432981,33.7749667,-84.4025047,308.208,0.76,64635.20347,-1,-1,-1,-1.0,-1.000,-1.000,0.107,0.834,
5,1432982,33.7749668,-84.4025046,308.063,0.74,64635.20350,-1,-1,-1,-1.0,-1.000,-1.000,0.127,0.938,
5,1433082,33.7749666,-84.4025048,308.643,0.65,64635.21669,-1,-1,-1,-1.0,-1.000,-1.000,0.089,0.523,
5,1433084,33.7749667,-84.4025048,308.356,0.76,64635.21675,-1,-1,-1,-1.0,-1.000,-1.000,0.094,0.728,
5,1433085,33.7749668,-84.4025047,308.212,0.77,64635.21678,-1,-1,-1,-1.0,-1.000,-1.000,0.114,0.831,
5,1433086,33.7749668,-84.4025047,308.067,0.74,64635.21682,-1,-1,-1,-1.0,-1.000,-1.000,0.114,0.935,
5,1433186,33.7749667,-84.4025048,308.647,0.65,64635.23000,-1,-1,-1,-1.0,-1.000,-1.000,0.094,0.520,
5,1433188,33.7749667,-84.4025048,308.360,0.77,64635.23007,-1,-1,-1,-1.0,-1.000,-1.000,0.094,0.726,
5,1433189,33.7749664,-84.4025049,308.218,0.76,64635.23010,-1,-1,-1,-1.0,-1.000,-1.000,0.075,0.827,
5,1433190,33.7749668,-84.4025048,308.073,0.76,64635.23013,-1,-1,-1,-1.0,-1.000,-1.000,0.101,0.931,
5,1433290,33.7749665,-84.4025050,308.648,0.63,64635.24331,-1,-1,-1,-1.0,-1.000,-1.000,0.058,0.520,
5,1433292,33.7749666,-84.4025049,308.362,0.77,64635.24338,-1,-1,-1,-1.0,-1.000,-1.000,0.075,0.724,
5,1433293,33.7749665,-84.4025050,308.220,0.76,64635.24341,-1,-1,-1,-1.0,-1.000,-1.000,0.058,0.826,
5,1433294,33.7749668,-84.4025049,308.076,0.77,64635.24345,-1,-1,-1,-1.0,-1.000,-1.000,0.089,0.929,
5,1433393,33.7749667,-84.4025050,308.793,0.62,64635.25660,-1,-1,-1,-1.0,-1.000,-1.000,0.068,0.416,
5,1433394,33.7749666,-84.4025050,308.650,0.62,64635.25663,-1,-1,-1,-1.0,-1.000,-1.000,0.061,0.518,
5,1433396,33.7749666,-84.4025050,308.365,0.77,64635.25670,-1,-1,-1,-1.0,-1.000,-1.000,0.061,0.722,
5,1433397,33.7749667,-84.4025050,308.223,0.76,64635.25673,-1,-1,-1,-1.0,-1.000,-1.000,0.068,0.823,
5,1433398,33.7749667,-84.4025050,308.080,0.76,64635.25676,-1,-1,-1,-1.0,-1.000,-1.000,0.068,0.926,
5,1433497,33.7749665,-84.4025052,308.796,0.61,64635.26992,-1,-1,-1,-1.0,-1.000,-1.000,0.029,0.414,
5,1433500,33.7749665,-84.4025051,308.370,0.76,64635.27002,-1,-1,-1,-1.0,-1.000,-1.000,0.043,0.718,
5,1433501,33.7749665,-84.4025051,308.228,0.74,64635.27005,-1,-1,-1,-1.0,-1.000,-1.000,0.043,0.820,
5,1433502,33.7749666,-84.4025051,308.086,0.76,64635.27008,-1,-1,-1,-1.0,-1.000,-1.000,0.047,0.921,
5,1433601,33.7749665,-84.4025052,308.796,0.62,64635.28323,-1,-1,-1,-1.0,-1.000,-1.000,0.029,0.414,
5,1433604,33.7749665,-84.4025052,308.372,0.75,64635.28333,-1,-1,-1,-1.0,-1.000,-1.000,0.029,0.717,
5,1433605,33.7749666,-84.4025052,308.230,0.75,64635.28336,-1,-1,-1,-1.0,-1.000,-1.000,0.034,0.818,
5,1433606,33.7749666,-84.4025051,308.088,0.76,64635.28340,-1,-1,-1,-1.0,-1.000,-1.000,0.047,0.920,
5,1433704,33.7749664,-84.4025053,308.798,0.62,64635.29655,-1,-1,-1,-1.0,-1.000,-1.000,0.023,0.412,
5,1433707,33.7749665,-84.4025053,308.375,0.73,64635.29665,-1,-1,-1,-1.0,-1.000,-1.000,0.014,0.715,
5,1433708,33.7749666,-84.4025052,308.234,0.74,64635.29668,-1,-1,-1,-1.0,-1.000,-1.000,0.034,0.816,
5,1433709,33.7749665,-84.4025053,308.093,0.75,64635.29672,-1,-1,-1,-1.0,-1.000,-1.000,0.014,0.916,
5,1433806,33.7749665,-84.4025054,308.802,0.61,64635.30987,-1,-1,-1,-1.0,-1.000,-1.000,0.000,0.410,
5,1433809,33.7749665,-84.4025053,308.380,0.72,64635.30997,-1,-1,-1,-1.0,-1.000,-1.000,0.014,0.711,
5,1433810,33.7749666,-84.4025053,308.238,0.72,64635.31000,-1,-1,-1,-1.0,-1.000,-1.000,0.023,0.813,
5,1433811,33.7749666,-84.4025053,308.098,0.71,64635.31003,-1,-1,-1,-1.0,-1.000,-1.000,0.023,0.913,
5,1433912,33.7749664,-84.4025054,308.382,0.69,64635.32328,-1,-1,-1,-1.0,-1.000,-1.000,-0.017,0.710,
5,1433913,33.7749665,-84.4025054,308.241,0.72,64635.32331,-1,-1,-1,-1.0,-1.000,-1.000,0.000,0.811,
5,1433914,33.7749664,-84.4025054,308.101,0.72,64635.32335,-1,-1,-1,-1.0,-1.000,-1.000,0.017,0.911,
6,1561576,33.7753763,-84.4024962,307.805,0.73,64651.00790,-1,-1,-1,-1.0,-1.000,-1.000,1.000,0.204,
6,1561696,33.7753762,-84.4024963,307.804,0.76,64651.02121,-1,-1,-1,-1.0,-1.000,-1.000,0.993,0.204,
6,1561816,33.7753762,-84.4024964,307.804,0.77,64651.03453,-1,-1,-1,-1.0,-1.000,-1.000,0.983,0.204,
6,1561938,33.7753760,-84.4024965,307.804,0.77,64651.04784,-1,-1,-1,-1.0,-1.000,-1.000,0.978,0.204,
6,1562060,33.7753762,-84.4024965,307.803,0.76,64651.06115,-1,-1,-1,-1.0,-1.000,-1.000,0.974,0.205,
6,1562183,33.7753762,-84.4024965,307.803,0.74,64651.07446,-1,-1,-1,-1.0,-1.000,-1.000,0.974,0.205,
6,1562198,33.7753763,-84.4024963,306.723,0.67,64651.07495,-1,-1,-1,-1.0,-1.000,-1.000,0.991,0.725,
6,1562307,33.7753763,-84.4024965,307.804,0.74,64651.08778,-1,-1,-1,-1.0,-1.000,-1.000,0.973,0.204,
6,1562308,33.7753762,-84.4024965,307.732,0.69,64651.08781,-1,-1,-1,-1.0,-1.000,-1.000,0.974,0.239,
6,1562322,33.7753760,-84.4024965,306.730,0.69,64651.08827,-1,-1,-1,-1.0,-1.000,-1.000,0.978,0.722,
6,1562431,33.7753763,-84.4024966,307.803,0.76,64651.10108,-1,-1,-1,-1.0,-1.000,-1.000,0.963,0.205,
6,1562432,33.7753761,-84.4024967,307.732,0.72,64651.10112,-1,-1,-1,-1.0,-1.000,-1.000,0.958,0.239,
6,1562446,33.7753762,-84.4024965,306.728,0.67,64651.10157,-1,-1,-1,-1.0,-1.000,-1.000,0.974,0.723,
6,1562555,33.7753762,-84.4024967,307.803,0.77,64651.11440,-1,-1,-1,-1.0,-1.000,-1.000,0.956,0.205,
6,1562556,33.7753762,-84.4024967,307.732,0.75,64651.11443,-1,-1,-1,-1.0,-1.000,-1.000,0.956,0.239,
6,1562570,33.7753762,-84.4024966,306.731,0.63,64651.11489,-1,-1,-1,-1.0,-1.000,-1.000,0.965,0.721,
6,1562679,33.7753762,-84.4024968,307.874,0.72,64651.12768,-1,-1,-1,-1.0,-1.000,-1.000,0.947,0.171,
6,1562680,33.7753762,-84.4024968,307.803,0.78,64651.12771,-1,-1,-1,-1.0,-1.000,-1.000,0.947,0.205,
6,1562681,33.7753762,-84.4024967,307.732,0.76,64651.12774,-1,-1,-1,-1.0,-1.000,-1.000,0.956,0.239,
6,1562694,33.7753763,-84.4024966,306.804,0.62,64651.12817,-1,-1,-1,-1.0,-1.000,-1.000,0.963,0.686,
6,1562695,33.7753763,-84.4024966,306.731,0.64,64651.12820,-1,-1,-1,-1.0,-1.000,-1.000,0.963,0.721,
6,1562804,33.7753762,-84.4024968,307.873,0.74,64651.14099,-1,-1,-1,-1.0,-1.000,-1.000,0.947,0.171,
6,1562805,33.7753763,-84.4024968,307.802,0.78,64651.14102,-1,-1,-1,-1.0,-1.000,-1.000,0.945,0.205,
6,1562806,33.7753763,-84.4024968,307.731,0.76,64651.14105,-1,-1,-1,-1.0,-1.000,-1.000,0.945,0.239,
6,1562819,33.7753763,-84.4024966,306.804,0.68,64651.14148,-1,-1,-1,-1.0,-1.000,-1.000,0.963,0.686,
6,1562820,33.7753763,-84.4024966,306.732,0.70,64651.14151,-1,-1,-1,-1.0,-1.000,-1.000,0.963,0.721,
6,1562928,33.7753762,-84.4024969,307.873,0.75,64651.15430,-1,-1,-1,-1.0,-1.000,-1.000,0.938,0.171,
6,1562929,33.7753762,-84.4024969,307.802,0.78,64651.15433,-1,-1,-1,-1.0,-1.000,-1.000,0.938,0.205,
6,1562930,33.7753762,-84.4024969,307.731,0.76,64651.15437,-1,-1,-1,-1.0,-1.000,-1.000,0.938,0.239,
6,1562943,33.7753761,-84.4024968,306.809,0.70,64651.15479,-1,-1,-1,-1.0,-1.000,-1.000,0.949,0.684,
6,1562944,33.7753762,-84.4024968,306.736,0.72,64651.15482,-1,-1,-1,-1.0,-1.000,-1.000,0.947,0.719,
6,1563052,33.7753761,-84.4024970,307.873,0.76,64651.16761,-1,-1,-1,-1.0,-1.000,-1.000,0.931,0.171,
6,1563053,33.7753760,-84.4024971,307.802,0.78,64651.16765,-1,-1,-1,-1.0,-1.000,-1.000,0.924,0.205,
6,1563054,33.7753762,-84.4024969,307.732,0.77,64651.16768,-1,-1,-1,-1.0,-1.000,-1.000,0.938,0.239,
6,1563067,33.7753762,-84.4024968,306.811,0.70,64651.16810,-1,-1,-1,-1.0,-1.000,-1.000,0.947,0.683,
6,1563068,33.7753762,-84.4024968,306.738,0.73,64651.16814,-1,-1,-1,-1.0,-1.000,-1.000,0.947,0.718,
6,1563175,33.7753762,-84.4024970,307.872,0.75,64651.18092,-1,-1,-1,-1.0,-1.000,-1.000,0.929,0.171,
6,1563176,33.7753762,-84.4024970,307.802,0.78,64651.18096,-1,-1,-1,-1.0,-1.000,-1.000,0.929,0.205,
6,1563177,33.7753762,-84.4024970,307.731,0.75,64651.18099,-1,-1,-1,-1.0,-1.000,-1.000,0.929,0.239,
6,1563190,33.7753761,-84.4024969,306.812,0.71,64651.18141,-1,-1,-1,-1.0,-1.000,-1.000,0.940,0.682,
6,1563191,33.7753761,-84.4024969,306.741,0.74,64651.18145,-1,-1,-1,-1.0,-1.000,-1.000,0.940,0.716,
6,1563299,33.7753762,-84.4024971,307.871,0.75,64651.19424,-1,-1,-1,-1.0,-1.000,-1.000,0.920,0.172,
6,1563300,33.7753761,-84.4024971,307.801,0.78,64651.19427,-1,-1,-1,-1.0,-1.000,-1.000,0.921,0.206,
6,1563301,33.7753762,-84.4024971,307.731,0.75,64651.19430,-1,-1,-1,-1.0,-1.000,-1.000,0.920,0.239,
6,1563314,33.7753762,-84.4024969,306.813,0.70,64651.19473,-1,-1,-1,-1.0,-1.000,-1.000,0.938,0.682,
6,1563315,33.7753762,-84.4024969,306.742,0.74,64651.19476,-1,-1,-1,-1.0,-1.000,-1.000,0.938,0.716,
6,1563424,33.7753762,-84.4024972,307.868,0.74,64651.20755,-1,-1,-1,-1.0,-1.000,-1.000,0.910,0.173,
6,1563425,33.7753762,-84.4024972,307.798,0.78,64651.20758,-1,-1,-1,-1.0,-1.000,-1.000,0.910,0.207,
6,1563426,33.7753763,-84.4024971,307.728,0.74,64651.20762,-1,-1,-1,-1.0,-1.000,-1.000,0.918,0.241,
6,1563439,33.7753761,-84.4024971,306.815,0.70,64651.20804,-1,-1,-1,-1.0,-1.000,-1.000,0.921,0.681,
6,1563440,33.7753762,-84.4024970,306.741,0.74,64651.20807,-1,-1,-1,-1.0,-1.000,-1.000,0.929,0.716,
6,1563441,33.7753763,-84.4024970,306.668,0.68,64651.20811,-1,-1,-1,-1.0,-1.000,-1.000,0.927,0.751,
6,1563549,33.7753764,-84.4024972,307.861,0.74,64651.22086,-1,-1,-1,-1.0,-1.000,-1.000,0.907,0.177,
6,1563550,33.7753762,-84.4024973,307.791,0.78,64651.22089,-1,-1,-1,-1.0,-1.000,-1.000,0.901,0.211,
6,1563551,33.7753764,-84.4024972,307.721,0.74,64651.22093,-1,-1,-1,-1.0,-1.000,-1.000,0.907,0.244,
6,1563564,33.7753764,-84.4024971,306.806,0.68,64651.22135,-1,-1,-1,-1.0,-1.000,-1.000,0.916,0.685,
6,1563565,33.7753764,-84.4024971,306.735,0.74,64651.22138,-1,-1,-1,-1.0,-1.000,-1.000,0.916,0.719,
6,1563566,33.7753764,-84.4024970,306.662,0.70,64651.22142,-1,-1,-1,-1.0,-1.000,-1.000,0.925,0.754,
6,1563674,33.7753766,-84.4024972,307.854,0.74,64651.23417,-1,-1,-1,-1.0,-1.000,-1.000,0.904,0.180,
6,1563675,33.7753764,-84.4024973,307.784,0.78,64651.23421,-1,-1,-1,-1.0,-1.000,-1.000,0.898,0.214,
6,1563676,33.7753765,-84.4024973,307.714,0.75,64651.23424,-1,-1,-1,-1.0,-1.000,-1.000,0.896,0.248,
6,1563689,33.7753766,-84.4024971,306.800,0.66,64651.23467,-1,-1,-1,-1.0,-1.000,-1.000,0.913,0.688,
6,1563690,33.7753765,-84.4024971,306.730,0.74,64651.23470,-1,-1,-1,-1.0,-1.000,-1.000,0.914,0.722,
6,1563691,33.7753766,-84.4024971,306.657,0.69,64651.23473,-1,-1,-1,-1.0,-1.000,-1.000,0.913,0.757,
6,1563800,33.7753765,-84.4024974,307.847,0.76,64651.24749,-1,-1,-1,-1.0,-1.000,-1.000,0.887,0.184,
6,1563801,33.7753765,-84.4024974,307.778,0.78,64651.24752,-1,-1,-1,-1.0,-1.000,-1.000,0.887,0.217,
6,1563802,33.7753765,-84.4024974,307.708,0.76,64651.24755,-1,-1,-1,-1.0,-1.000,-1.000,0.887,0.250,
6,1563815,33.7753766,-84.4024972,306.797,0.64,64651.24798,-1,-1,-1,-1.0,-1.000,-1.000,0.904,0.689,
6,1563816,33.7753766,-84.4024972,306.726,0.74,64651.24801,-1,-1,-1,-1.0,-1.000,-1.000,0.904,0.724,
6,1563817,33.7753767,-84.4024971,306.653,0.67,64651.24804,-1,-1,-1,-1.0,-1.000,-1.000,0.912,0.759,
6,1563926,33.7753767,-84.4024974,307.840,0.77,64651.26080,-1,-1,-1,-1.0,-1.000,-1.000,0.884,0.187,
6,1563927,33.7753766,-84.4024975,307.770,0.77,64651.26083,-1,-1,-1,-1.0,-1.000,-1.000,0.876,0.221,
6,1563928,33.7753766,-84.4024974,307.701,0.77,64651.26086,-1,-1,-1,-1.0,-1.000,-1.000,0.886,0.254,
6,1563941,33.7753768,-84.4024972,306.790,0.68,64651.26129,-1,-1,-1,-1.0,-1.000,-1.000,0.901,0.693,
6,1563942,33.7753767,-84.4024972,306.721,0.74,64651.26132,-1,-1,-1,-1.0,-1.000,-1.000,0.903,0.726,
6,1563943,33.7753767,-84.4024973,306.650,0.66,64651.26135,-1,-1,-1,-1.0,-1.000,-1.000,0.893,0.760,
6,1564049,33.7753769,-84.4024974,307.902,0.69,64651.27408,-1,-1,-1,-1.0,-1.000,-1.000,0.882,0.157,
6,1564050,33.7753768,-84.4024975,307.833,0.78,64651.27411,-1,-1,-1,-1.0,-1.000,-1.000,0.874,0.190,
6,1564051,33.7753766,-84.4024975,307.763,0.78,64651.27414,-1,-1,-1,-1.0,-1.000,-1.000,0.876,0.224,
6,1564052,33.7753767,-84.4024975,307.694,0.78,64651.27418,-1,-1,-1,-1.0,-1.000,-1.000,0.875,0.257,
6,1564053,33.7753769,-84.4024974,307.625,0.69,64651.27421,-1,-1,-1,-1.0,-1.000,-1.000,0.882,0.290,
6,1564065,33.7753769,-84.4024972,306.785,0.69,64651.27460,-1,-1,-1,-1.0,-1.000,-1.000,0.900,0.695,
6,1564066,33.7753768,-84.4024973,306.716,0.74,64651.27464,-1,-1,-1,-1.0,-1.000,-1.000,0.892,0.728,
6,1564067,33.7753769,-84.4024973,306.643,0.70,64651.27467,-1,-1,-1,-1.0,-1.000,-1.000,0.891,0.763,
6,1564172,33.7753768,-84.4024976,307.895,0.74,64651.28739,-1,-1,-1,-1.0,-1.000,-1.000,0.865,0.160,
6,1564173,33.7753769,-84.4024975,307.826,0.78,64651.28742,-1,-1,-1,-1.0,-1.000,-1.000,0.873,0.194,
6,1564174,33.7753768,-84.4024976,307.757,0.78,64651.28746,-1,-1,-1,-1.0,-1.000,-1.000,0.865,0.227,
6,1564175,33.7753767,-84.4024976,307.688,0.78,64651.28749,-1,-1,-1,-1.0,-1.000,-1.000,0.866,0.260,
6,1564176,33.7753769,-84.4024975,307.619,0.73,64651.28752,-1,-1,-1,-1.0,-1.000,-1.000,0.873,0.293,
6,1564188,33.7753769,-84.4024974,306.783,0.71,64651.28792,-1,-1,-1,-1.0,-1.000,-1.000,0.882,0.696,
6,1564189,33.7753768,-84.4024975,306.715,0.73,64651.28795,-1,-1,-1,-1.0,-1.000,-1.000,0.874,0.729,
6,1564190,33.7753769,-84.4024974,306.642,0.72,64651.28798,-1,-1,-1,-1.0,-1.000,-1.000,0.882,0.764,
6,1564296,33.7753769,-84.4024977,307.887,0.75,64651.30070,-1,-1,-1,-1.0,-1.000,-1.000,0.854,0.164,
6,1564297,33.7753769,-84.4024977,307.819,0.78,64651.30074,-1,-1,-1,-1.0,-1.000,-1.000,0.854,0.197,
6,1564298,33.7753769,-84.4024976,307.750,0.78,64651.30077,-1,-1,-1,-1.0,-1.000,-1.000,0.864,0.230,
6,1564299,33.7753769,-84.4024976,307.681,0.78,64651.30080,-1,-1,-1,-1.0,-1.000,-1.000,0.864,0.263,
6,1564300,33.7753771,-84.4024975,307.612,0.76,64651.30083,-1,-1,-1,-1.0,-1.000,-1.000,0.871,0.297,
6,1564312,33.7753770,-84.4024975,306.778,0.72,64651.30123,-1,-1,-1,-1.0,-1.000,-1.000,0.872,0.698,
6,1564313,33.7753768,-84.4024975,306.710,0.73,64651.30126,-1,-1,-1,-1.0,-1.000,-1.000,0.874,0.731,
6,1564314,33.7753769,-84.4024975,306.638,0.73,64651.30129,-1,-1,-1,-1.0,-1.000,-1.000,0.873,0.766,
6,1564420,33.7753769,-84.4024978,307.880,0.75,64651.31402,-1,-1,-1,-1.0,-1.000,-1.000,0.845,0.168,
6,1564421,33.7753771,-84.4024976,307.812,0.78,64651.31405,-1,-1,-1,-1.0,-1.000,-1.000,0.862,0.200,
6,1564422,33.7753770,-84.4024977,307.743,0.78,64651.31408,-1,-1,-1,-1.0,-1.000,-1.000,0.853,0.234,
6,1564423,33.7753771,-84.4024977,307.674,0.79,64651.31412,-1,-1,-1,-1.0,-1.000,-1.000,0.853,0.267,
6,1564424,33.7753770,-84.4024977,307.606,0.77,64651.31415,-1,-1,-1,-1.0,-1.000,-1.000,0.853,0.300,
6,1564436,33.7753771,-84.4024975,306.773,0.73,64651.31454,-1,-1,-1,-1.0,-1.000,-1.000,0.871,0.701,
6,1564437,33.7753770,-84.4024976,306.705,0.74,64651.31458,-1,-1,-1,-1.0,-1.000,-1.000,0.863,0.734,
6,1564438,33.7753770,-84.4024976,306.634,0.73,64651.31461,-1,-1,-1,-1.0,-1.000,-1.000,0.863,0.768,
6,1564545,33.7753770,-84.4024978,307.874,0.77,64651.32733,-1,-1,-1,-1.0,-1.000,-1.000,0.844,0.171,
6,1564546,33.7753772,-84.4024978,307.805,0.78,64651.32736,-1,-1,-1,-1.0,-1.000,-1.000,0.843,0.204,
6,1564547,33.7753772,-84.4024978,307.737,0.77,64651.32740,-1,-1,-1,-1.0,-1.000,-1.000,0.843,0.237,
6,1564548,33.7753773,-84.4024977,307.668,0.78,64651.32743,-1,-1,-1,-1.0,-1.000,-1.000,0.852,0.270,
6,1564549,33.7753772,-84.4024977,307.600,0.77,64651.32746,-1,-1,-1,-1.0,-1.000,-1.000,0.852,0.303,
6,1564561,33.7753769,-84.4024977,306.774,0.73,64651.32785,-1,-1,-1,-1.0,-1.000,-1.000,0.854,0.700,
6,1564562,33.7753772,-84.4024976,306.700,0.73,64651.32789,-1,-1,-1,-1.0,-1.000,-1.000,0.861,0.736,
6,1564563,33.7753772,-84.4024976,306.629,0.74,64651.32792,-1,-1,-1,-1.0,-1.000,-1.000,0.861,0.770,
6,1564564,33.7753772,-84.4024976,306.558,0.61,64651.32795,-1,-1,-1,-1.0,-1.000,-1.000,0.861,0.804,
6,1564669,33.7753770,-84.4024980,307.865,0.74,64651.34064,-1,-1,-1,-1.0,-1.000,-1.000,0.826,0.175,
6,1564670,33.7753773,-84.4024978,307.798,0.78,64651.34067,-1,-1,-1,-1.0,-1.000,-1.000,0.842,0.207,
6,1564671,33.7753772,-84.4024979,307.729,0.78,64651.34071,-1,-1,-1,-1.0,-1.000,-1.000,0.834,0.240,
6,1564672,33.7753774,-84.4024977,307.661,0.79,64651.34074,-1,-1,-1,-1.0,-1.000,-1.000,0.851,0.273,
6,1564673,33.7753773,-84.4024978,307.592,0.77,64651.34077,-1,-1,-1,-1.0,-1.000,-1.000,0.842,0.306,
6,1564685,33.7753772,-84.4024977,306.765,0.73,64651.34116,-1,-1,-1,-1.0,-1.000,-1.000,0.852,0.705,
6,1564686,33.7753773,-84.4024977,306.694,0.72,64651.34120,-1,-1,-1,-1.0,-1.000,-1.000,0.852,0.739,
6,1564687,33.7753773,-84.4024976,306.623,0.74,64651.34123,-1,-1,-1,-1.0,-1.000,-1.000,0.861,0.773,
6,1564688,33.7753773,-84.4024976,306.552,0.68,64651.34126,-1,-1,-1,-1.0,-1.000,-1.000,0.861,0.807,
6,1564792,33.7753773,-84.4024979,307.859,0.75,64651.35396,-1,-1,-1,-1.0,-1.000,-1.000,0.833,0.178,
6,1564793,33.7753774,-84.4024979,307.791,0.78,64651.35399,-1,-1,-1,-1.0,-1.000,-1.000,0.833,0.211,
6,1564794,33.7753772,-84.4024980,307.723,0.78,64651.35402,-1,-1,-1,-1.0,-1.000,-1.000,0.824,0.243,
6,1564795,33.7753773,-84.4024979,307.654,0.78,64651.35405,-1,-1,-1,-1.0,-1.000,-1.000,0.833,0.276,
6,1564796,33.7753774,-84.4024979,307.586,0.76,64651.35409,-1,-1,-1,-1.0,-1.000,-1.000,0.833,0.309,
6,1564807,33.7753776,-84.4024976,306.826,0.63,64651.35445,-1,-1,-1,-1.0,-1.000,-1.000,0.860,0.675,
6,1564808,33.7753774,-84.4024977,306.759,0.74,64651.35448,-1,-1,-1,-1.0,-1.000,-1.000,0.851,0.708,
6,1564809,33.7753773,-84.4024978,306.691,0.73,64651.35451,-1,-1,-1,-1.0,-1.000,-1.000,0.842,0.740,
6,1564810,33.7753774,-84.4024977,306.618,0.73,64651.35454,-1,-1,-1,-1.0,-1.000,-1.000,0.851,0.776,
6,1564811,33.7753774,-84.4024977,306.549,0.70,64651.35458,-1,-1,-1,-1.0,-1.000,-1.000,0.851,0.809,
6,1564916,33.7753775,-84.4024980,307.853,0.74,64651.36727,-1,-1,-1,-1.0,-1.000,-1.000,0.823,0.181,
6,1564917,33.7753773,-84.4024980,307.784,0.78,64651.36730,-1,-1,-1,-1.0,-1.000,-1.000,0.824,0.214,
6,1564918,33.7753774,-84.4024980,307.716,0.77,64651.36733,-1,-1,-1,-1.0,-1.000,-1.000,0.823,0.247,
6,1564919,33.7753775,-84.4024979,307.648,0.78,64651.36737,-1,-1,-1,-1.0,-1.000,-1.000,0.832,0.279,
6,1564920,33.7753775,-84.4024979,307.580,0.75,64651.36740,-1,-1,-1,-1.0,-1.000,-1.000,0.832,0.312,
6,1564931,33.7753776,-84.4024977,306.823,0.69,64651.36776,-1,-1,-1,-1.0,-1.000,-1.000,0.851,0.677,
6,1564932,33.7753774,-84.4024978,306.756,0.73,64651.36779,-1,-1,-1,-1.0,-1.000,-1.000,0.842,0.709,
6,1564933,33.7753775,-84.4024978,306.685,0.73,64651.36782,-1,-1,-1,-1.0,-1.000,-1.000,0.842,0.743,
6,1564934,33.7753774,-84.4024978,306.617,0.74,64651.36786,-1,-1,-1,-1.0,-1.000,-1.000,0.842,0.776,
6,1564935,33.7753776,-84.4024977,306.543,0.68,64651.36789,-1,-1,-1,-1.0,-1.000,-1.000,0.851,0.812,
6,1565041,33.7753775,-84.4024981,307.845,0.74,64651.38058,-1,-1,-1,-1.0,-1.000,-1.000,0.814,0.184,
6,1565042,33.7753775,-84.4024981,307.777,0.78,64651.38061,-1,-1,-1,-1.0,-1.000,-1.000,0.814,0.217,
6,1565043,33.7753775,-84.4024981,307.709,0.77,64651.38064,-1,-1,-1,-1.0,-1.000,-1.000,0.814,0.250,
6,1565044,33.7753774,-84.4024981,307.641,0.79,64651.38068,-1,-1,-1,-1.0,-1.000,-1.000,0.814,0.283,
6,1565045,33.7753776,-84.4024980,307.573,0.74,64651.38071,-1,-1,-1,-1.0,-1.000,-1.000,0.823,0.316,
6,1565056,33.7753778,-84.4024978,306.817,0.71,64651.38107,-1,-1,-1,-1.0,-1.000,-1.000,0.842,0.680,
6,1565057,33.7753776,-84.4024979,306.750,0.74,64651.38110,-1,-1,-1,-1.0,-1.000,-1.000,0.832,0.712,
6,1565058,33.7753775,-84.4024979,306.682,0.73,64651.38113,-1,-1,-1,-1.0,-1.000,-1.000,0.832,0.745,
6,1565059,33.7753775,-84.4024979,306.612,0.73,64651.38117,-1,-1,-1,-1.0,-1.000,-1.000,0.832,0.778,
6,1565060,33.7753778,-84.4024977,306.536,0.65,64651.38120,-1,-1,-1,-1.0,-1.000,-1.000,0.851,0.815,
6,1565165,33.7753776,-84.4024981,307.838,0.75,64651.39389,-1,-1,-1,-1.0,-1.000,-1.000,0.814,0.188,
6,1565166,33.7753776,-84.4024981,307.770,0.77,64651.39392,-1,-1,-1,-1.0,-1.000,-1.000,0.814,0.221,
6,1565167,33.7753776,-84.4024981,307.702,0.78,64651.39396,-1,-1,-1,-1.0,-1.000,-1.000,0.814,0.253,
