2008,33.87239562,-84.24998987,"[1127108, 1127205, 1127371, 1127613, 1127637, 1127963, 1128003, 1128086, 1128092, 1128133, 1128283, 1128332, 1128335, 1128385, 1128434, 1128437, 1128438, 1128440, 1128488, 1128489, 1128490, 1128588, 1128641, 1128642, 1128696, 1128697, 1128698, 1128747, 1128748, 1128797, 1128798, 1128856, 1128857, 1128909, 1128910, 1128911, 1128971, 1129078, 1129079, 1129130, 1129132, 1129179, 1129181, 1129224]",,,,,
2010,33.87314908,-84.25004156,"[1119987, 1120040, 1120060, 1120070, 1120077, 1120087, 1120093, 1120099, 1120111, 1120120, 1120121, 1120122, 1120123, 1120134, 1120135, 1120136, 1120137, 1120147, 1120148, 1120149, 1120150, 1120159, 1120160, 1120161, 1120162, 1120173, 1120174, 1120175, 1120176, 1120187, 1120188, 1120189, 1120190, 1120200, 1120201, 1120202, 1120203, 1120204, 1120211, 1120212, 1120213, 1120214, 1120215, 1120224, 1120225, 1120226, 1120227, 1120228, 1120235, 1120236, 1120237, 1120238, 1120239, 1120247, 1120248, 1120249, 1120250, 1120251, 1120258, 1120259, 1120260, 1120261, 1120262, 1120272, 1120273, 1120274, 1120275, 1120276, 1120286, 1120287, 1120288, 1120289, 1120290, 1120300, 1120301, 1120302, 1120303, 1120304, 1120314, 1120315, 1120316, 1120317, 1120318, 1120327, 1120328, 1120329, 1120330, 1120331, 1120342, 1120343, 1120344, 1120345, 1120346, 1120347, 1120359, 1120360, 1120361, 1120362, 1120363, 1120364, 1120365, 1120380, 1120381, 1120382, 1120383, 1120384, 1120401, 1120402, 1120403, 1120404, 1120405, 1120406, 1120407, 1120421, 1120422, 1120423, 1120424, 1120425, 1120426, 1120427, 1120439, 1120440, 1120441, 1120442, 1120443, 1120444, 1120445, 1120458, 1120459, 1120460, 1120461, 1120462, 1120463, 1120478, 1120479, 1120480, 1120481, 1120482, 1120483, 1120498, 1120499, 1120500, 1120501, 1120502, 1120518, 1120519, 1120520, 1120521, 1120539, 1120540, 1120541, 1120558, 1120559, 1120560, 1120561, 1120562, 1120577, 1120578, 1120579, 1120580, 1120581, 1120598, 1120599, 1120600, 1120601, 1120602, 1120620, 1120621, 1120622, 1120623, 1120624, 1120625, 1120645]",,,,,
2013,33.87596963,-84.25005663,"[1101110, 1101114, 1101117, 1101121, 1101125, 1101126, 1101127, 1101128, 1101132, 1101144, 1101145, 1101151, 1101152, 1101153, 1101154, 1101160, 1101161, 1101162, 1101163, 1101164, 1101170, 1101171, 1101172, 1101173, 1101174, 1101180, 1101181, 1101182, 1101183, 1101184, 1101191, 1101192, 1101193, 1101194, 1101195, 1101200, 1101201, 1101202, 1101203, 1101204, 1101205, 1101209, 1101210, 1101211, 1101212, 1101213, 1101214, 1101222, 1101223, 1101224, 1101225, 1101226, 1101227, 1101232, 1101233, 1101234, 1101235, 1101236, 1101237, 1101242, 1101243, 1101244, 1101245, 1101246, 1101247, 1101253, 1101254, 1101255, 1101256, 1101257, 1101258, 1101264, 1101265, 1101266, 1101267, 1101268, 1101269, 1101276, 1101277, 1101278, 1101279, 1101280, 1101281, 1101287, 1101288, 1101289, 1101290, 1101291, 1101292, 1101293, 1101299, 1101300, 1101301, 1101302, 1101303, 1101304, 1101305, 1101311, 1101312, 1101313, 1101314, 1101315, 1101316, 1101317, 1101325, 1101326, 1101327, 1101328, 1101329, 1101330, 1101331, 1101337, 1101338, 1101339, 1101340, 1101341, 1101342, 1101347, 1101348, 1101349, 1101350, 1101351, 1101352, 1101357, 1101358, 1101359, 1101360, 1101361, 1101362, 1101368, 1101369, 1101370, 1101371, 1101372, 1101373, 1101379, 1101380, 1101381, 1101382, 1101383, 1101384, 1101390, 1101391, 1101392, 1101393, 1101394, 1101395, 1101396, 1101402, 1101403, 1101404, 1101405, 1101406, 1101407, 1101408, 1101414, 1101415, 1101416, 1101417, 1101418, 1101419, 1101424, 1101425, 1101426, 1101427, 1101428, 1101429, 1101430, 1101435, 1101436, 1101437, 1101438, 1101439, 1101440, 1101441, 1101446, 1101447, 1101448, 1101449, 1101450, 1101451, 1101452, 1101461, 1101462, 1101463, 1101464, 1101465, 1101466, 1101467, 1101478, 1101479, 1101480, 1101481, 1101482, 1101483, 1101484, 1101495, 1101496, 1101497, 1101498, 1101499, 1101500, 1101501, 1101513, 1101514, 1101515, 1101516, 1101517, 1101518, 1101519, 1101529, 1101530, 1101531, 1101532, 1101533, 1101534, 1101535, 1101546, 1101547, 1101548, 1101549, 1101550, 1101551, 1101552, 1101563, 1101564, 1101565, 1101566, 1101567, 1101568, 1101569, 1101578, 1101579, 1101580, 1101581, 1101582, 1101583, 1101584, 1101585, 1101594, 1101595, 1101596, 1101597, 1101598, 1101599, 1101600, 1101611, 1101612, 1101613, 1101614, 1101615, 1101616, 1101626, 1101627, 1101628, 1101629, 1101630, 1101631, 1101641, 1101642, 1101643, 1101644, 1101645, 1101646, 1101656, 1101657, 1101658, 1101659, 1101660, 1101661, 1101672, 1101673, 1101674, 1101675, 1101676, 1101677, 1101688, 1101689, 1101690, 1101691, 1101692, 1101693, 1101705, 1101706, 1101707, 1101708, 1101709, 1101710, 1101722, 1101723, 1101724, 1101725, 1101726, 1101727, 1101728, 1101729, 1101740, 1101741, 1101742, 1101743, 1101744, 1101745, 1101746, 1101757, 1101758, 1101759, 1101760, 1101761, 1101762, 1101776, 1101777, 1101778, 1101779, 1101780, 1101796, 1101797, 1101798]",,,,,
2018,33.880417200000004,-84.25013279,"[1086119, 1086120, 1086121, 1086122, 1086124, 1086126, 1086128, 1086130, 1086132]",,,,,
2019,33.88091537,-84.2500454,"[1085839, 1085840, 1085841, 1085842, 1085843, 1085844, 1085845, 1085846, 1085847, 1085848, 1085849, 1085850, 1085851, 1085852, 1085853, 1085854, 1085855, 1085856, 1085857, 1085858, 1085859, 1085860, 1085861, 1085862, 1085863, 1085864, 1085865, 1085866, 1085867, 1085868, 1085869, 1085870, 1085871, 1085873, 1085874, 1085875, 1085876, 1085877, 1085878, 1085883, 1085884, 1085885, 1085886, 1085887, 1085891, 1085892, 1085893, 1085894, 1085895, 1085900, 1085901, 1085902, 1085903, 1085908, 1085909, 1085910, 1085911, 1085917, 1085918, 1085919, 1085926, 1085927]",,,,,
2020,33.88120407,-84.25007446,"[1085141, 1085142, 1085144, 1085145, 1085146, 1085147, 1085148, 1085150, 1085151, 1085152, 1085153, 1085154, 1085155, 1085157, 1085158, 1085159, 1085160, 1085161, 1085162, 1085164, 1085165, 1085166, 1085167, 1085168, 1085169, 1085171, 1085172, 1085173, 1085174, 1085175, 1085176, 1085178, 1085179, 1085180, 1085181, 1085182, 1085183, 1085186, 1085187, 1085188, 1085189, 1085190, 1085191, 1085194, 1085195, 1085196, 1085197, 1085198, 1085199, 1085203, 1085204, 1085205, 1085206, 1085210, 1085211, 1085212, 1085213, 1085217, 1085218, 1085219, 1085220, 1085224, 1085225, 1085226, 1085227, 1085233, 1085234, 1085235, 1085238, 1085239, 1085240, 1085244, 1085245, 1085251, 1085252, 1085259, 1085267, 1085275]",,,,,
2022,33.88163276,-84.25014739,"[1084640, 1084643, 1084646, 1084649, 1084650, 1084653, 1084654, 1084657, 1084658, 1084659, 1084662, 1084663, 1084664, 1084667, 1084668, 1084669, 1084672, 1084673, 1084674, 1084677, 1084678, 1084679, 1084680, 1084681, 1084685, 1084686, 1084687, 1084688, 1084692, 1084693, 1084694, 1084695, 1084699, 1084700, 1084701, 1084702, 1084706, 1084707, 1084708, 1084709, 1084713, 1084714, 1084715, 1084716, 1084721, 1084722, 1084723, 1084724, 1084729, 1084730, 1084731, 1084732, 1084737, 1084738, 1084739, 1084740, 1084746, 1084747, 1084748, 1084754, 1084755, 1084756, 1084763, 1084764]",,,,,
2025,33.83689824,-84.24921607,"[1429862, 1429864, 1429866, 1429870, 1429875, 1429877, 1429879, 1429880, 1429881, 1429882, 1429883, 1429887, 1429888, 1429891, 1429892, 1429896, 1429897, 1429901, 1429906, 1429910, 1429923, 1429930, 1429931, 1429939]",,,,,
2027,33.83743333,-84.24899871,"[1429050, 1429059, 1429060, 1429068, 1429072, 1429077, 1429078, 1429083, 1429084, 1429098, 1429101, 1429161]",,,,,
2028,33.83774198,-84.24889515,"[1428618, 1428619, 1428620, 1428621, 1428629, 1428651]",,,,,
2030,33.83833946,-84.24869216,"[1428076, 1428077, 1428078, 1428079, 1428080, 1428081, 1428083, 1428094]",,,,,
2033,33.84076664,-84.24824240000002,"[1417974, 1417979, 1418006, 1418015, 1418106, 1418123, 1418125, 1418126, 1418128, 1418129, 1418131, 1418132, 1418134, 1418135, 1418137, 1418138, 1418141, 1418142, 1418144, 1418145, 1418147, 1418148, 1418150, 1418151, 1418152, 1418154, 1418155, 1418156, 1418158, 1418159, 1418160, 1418161, 1418163, 1418164, 1418165, 1418166, 1418168, 1418169, 1418170, 1418171, 1418173, 1418174, 1418175, 1418176, 1418178, 1418179, 1418180, 1418181, 1418183, 1418184, 1418185, 1418186, 1418188, 1418189, 1418190, 1418191, 1418193, 1418194, 1418195, 1418196, 1418198, 1418199, 1418200, 1418201, 1418203, 1418204, 1418205, 1418206, 1418208, 1418209, 1418210, 1418211, 1418213, 1418214, 1418215, 1418216, 1418219, 1418220, 1418221, 1418224, 1418225, 1418226, 1418229, 1418230, 1418231, 1418234, 1418235, 1418236, 1418238, 1418239, 1418241, 1418242, 1418244, 1418245, 1418248, 1418251, 1418253, 1418255]",,,,,
2034,33.84098598,-84.24822408,"[1417330, 1417331, 1417332, 1417333, 1417334, 1417337, 1417338, 1417339, 1417340, 1417341, 1417344, 1417345, 1417346, 1417347, 1417348, 1417351, 1417352, 1417353, 1417354, 1417359, 1417360, 1417361, 1417362, 1417366, 1417367, 1417368, 1417369, 1417376, 1417377, 1417378, 1417379, 1417385, 1417386, 1417387, 1417388, 1417395, 1417396, 1417397, 1417398, 1417407, 1417408, 1417409, 1417419, 1417420, 1417421, 1417429, 1417430, 1417431, 1417441, 1417442, 1417451]",,,,,
2037,33.84382353,-84.24789891,"[1410910, 1410915, 1410920, 1410925, 1410930, 1410936, 1410937, 1410944, 1410945, 1410952, 1410953, 1410959, 1410960, 1410965, 1410966, 1410971, 1410972, 1410977, 1410978, 1410984, 1410990, 1410995]",,,,,
2038,33.84461247,-84.24768564,"[1410299, 1410303, 1410307, 1410408, 1410410, 1410412, 1410415, 1410416, 1410418, 1410419, 1410420, 1410424, 1410425, 1410426, 1410428, 1410429, 1410430, 1410432, 1410433, 1410434, 1410435, 1410436, 1410439, 1410440, 1410441, 1410442, 1410446, 1410447, 1410448, 1410449, 1410450, 1410451, 1410456, 1410457, 1410458, 1410459, 1410464, 1410465, 1410466, 1410467, 1410468, 1410472, 1410473, 1410474, 1410475, 1410480, 1410481, 1410482, 1410483, 1410484, 1410489, 1410490, 1410491, 1410492, 1410493, 1410499, 1410500, 1410505, 1410506, 1410512]",,,,,
2044,33.84860128,-84.24718839,"[1404787, 1404790, 1404899, 1404908, 1404910, 1404912, 1404913, 1404915, 1404917, 1404921, 1404922, 1404923, 1404924, 1404928, 1404929, 1404930, 1404937, 1404938, 1404939, 1404946, 1404947, 1404948, 1404955, 1404956, 1404957, 1404958, 1404964, 1404965, 1404966, 1404973, 1404974, 1404975, 1404976, 1404983, 1404984, 1404991, 1404992, 1405001, 1405002, 1405003, 1405010, 1405011, 1405019, 1405020, 1405021, 1405028, 1405029, 1405030, 1405037, 1405038, 1405045, 1405046, 1405055, 1405065, 1405076, 1405086, 1405087, 1405096, 1405097, 1405107, 1405109, 1405118, 1405128, 1405138, 1405147, 1405162]",,,,,
2049,33.84970045,-84.24712224,"[1397500, 1397502, 1397503, 1397507, 1397508, 1397512, 1397513, 1397518, 1397519, 1397525, 1397526, 1397532, 1397533, 1397539, 1397544, 1397548, 1397553, 1397559, 1397564, 1397570, 1397575, 1397581, 1397586, 1397591, 1397596, 1397600, 1397606, 1397611]",,,,,
2052,33.86140199,-84.24820099,[],,,,,
2059,33.92009523,-84.30901249,"[716930, 716937, 716950, 716971, 716980, 716992, 717001, 717012, 717022, 717028, 717038, 717049, 717058, 717067, 717079, 717080, 717092, 717093, 717094, 717105, 717106, 717107, 717119, 717120, 717121, 717135, 717136, 717137, 717150, 717151, 717152, 717168, 717169, 717170, 717183, 717185, 717186, 717187, 717201, 717202, 717203, 717204, 717218, 717219, 717220, 717221, 717233, 717234, 717235, 717236, 717246, 717247, 717248, 717249, 717262, 717263, 717264, 717265, 717278, 717279, 717280, 717281, 717290, 717291, 717292, 717293, 717298, 717304, 717305, 717306, 717307, 717308, 717318, 717319, 717320, 717321, 717322, 717328, 717335, 717336, 717337, 717338, 717339, 717340, 717346, 717352, 717353, 717354, 717355, 717356, 717357, 717358, 717374, 717375, 717377, 717378, 717379, 717380, 717381, 717391, 717392, 717394, 717395, 717396, 717397, 717409, 717411, 717412, 717413, 717414, 717426, 717427, 717429, 717430, 717431, 717432, 717445, 717447, 717448, 717449, 717450, 717462, 717463, 717466, 717467, 717468, 717478, 717479, 717481, 717482, 717483, 717494, 717496, 717497, 717498, 717509, 717511, 717512, 717513, 717514, 717526, 717527, 717528, 717529, 717530, 717531, 717543, 717544, 717545, 717546, 717547, 717548, 717554, 717555, 717556, 717557, 717558, 717566, 717567, 717568, 717570, 717578, 717579, 717580, 717582, 717583, 717588, 717596, 717597, 717598, 717600, 717602, 717607, 717608, 717609, 717612, 717622, 717624, 717625, 717628, 717637, 717638, 717639, 717640, 717642, 717647, 717648, 717652, 717653, 717654, 717655, 717661, 717662, 717666, 717667, 717668, 717669, 717670, 717675, 717676, 717681, 717682, 717683, 717684, 717695, 717697, 717698, 717699, 717709, 717710, 717711, 717712, 717719, 717727, 717728, 717729, 717730, 717737, 717743, 717744, 717745, 717746, 717753, 717759, 717760, 717761, 717762, 717769, 717776, 717777, 717778, 717786, 717793, 717794, 717796, 717803, 717804, 717814, 717815, 717817, 717824, 717830, 717831, 717832, 717840, 717841, 717849, 717850, 717858, 717866, 717867, 717868, 717869, 717884, 717885, 717886, 717887, 717895, 717903, 717904, 717905, 717906, 717916, 717924, 717925, 717926, 717927, 717941, 717942, 717943, 717944, 717961, 717962, 717963, 717979, 717980, 717987, 717996, 717997, 718006, 718013, 718014, 718028, 718029, 718044, 718059, 718072, 718073, 718088, 718089, 718103, 718104, 718120, 718138, 718154]",,,,,
2062,33.92008697,-84.30984715,"[704224, 704316, 704334, 704335, 704365, 704385, 704402, 704420, 704443, 704444, 704464, 704465, 704470, 704490, 704496, 704515, 704522, 704523, 704543, 704549, 704595, 704619, 704620, 704641, 704662, 704666, 704683, 704684, 704698, 704717, 704745, 704762, 704763, 704770, 704785, 704786, 704804, 704805, 704822, 704843, 704844, 704851, 704868, 704869, 704888, 704889, 704904, 704905, 704920, 704921, 704939, 704954, 704960, 704971, 704972, 704989, 705006, 705007, 705008, 705025, 705026, 705039, 705047, 705058, 705059, 705063, 705068, 705069, 705075, 705076, 705077, 705088, 705089, 705090, 705091, 705094, 705100, 705101, 705102, 705103, 705108, 705109, 705110, 705111, 705114, 705115, 705118, 705120, 705124, 705127, 705129, 705131, 705132, 705138, 705140, 705143, 705150, 705152, 705163, 705165, 705169, 705175, 705177, 705179, 705187, 705192, 705203, 705212, 705213, 705215, 705225, 705226, 705241, 705242, 705251, 705252, 705261, 705262, 705263, 705264, 705266, 705270, 705272, 705276, 705283, 705284, 705285, 705287, 705296, 705297, 705298, 705301, 705309, 705310, 705324, 705329, 705341, 705350, 705351, 705362, 705363, 705364, 705370, 705378, 705379, 705380, 705384, 705391, 705392, 705393, 705404]",,,,,
2063,33.92007712,-84.31115792,"[688047, 688048, 688060, 688061, 688062, 688073, 688074, 688075, 688076, 688077, 688085, 688086, 688087, 688088, 688089, 688097, 688098, 688099, 688100, 688101, 688109, 688110, 688111, 688112, 688113, 688114, 688115, 688123, 688124, 688125, 688126, 688127, 688128, 688129, 688136, 688137, 688138, 688139, 688140, 688141, 688142, 688147, 688148, 688149, 688150, 688151, 688152, 688153, 688154, 688159, 688160, 688161, 688162, 688163, 688164, 688165, 688166, 688171, 688172, 688173, 688174, 688175, 688176, 688177, 688178, 688184, 688185, 688186, 688187, 688188, 688189, 688190, 688191, 688196, 688197, 688198, 688199, 688200, 688201, 688202, 688203, 688204, 688210, 688211, 688212, 688213, 688214, 688215, 688216, 688217, 688218, 688224, 688225, 688226, 688227, 688228, 688229, 688230, 688231, 688232, 688240, 688241, 688242, 688243, 688244, 688245, 688246, 688247, 688248, 688254, 688255, 688256, 688257, 688258, 688259, 688260, 688261, 688262, 688263, 688269, 688270, 688271, 688272, 688273, 688274, 688275, 688276, 688277, 688278, 688283, 688284, 688285, 688286, 688287, 688288, 688289, 688290, 688291, 688292, 688298, 688299, 688300, 688301, 688302, 688303, 688304, 688305, 688306, 688307, 688313, 688314, 688315, 688316, 688317, 688318, 688319, 688320, 688321, 688322, 688326, 688327, 688328, 688329, 688330, 688331, 688332, 688333, 688334, 688335, 688336, 688339, 688340, 688341, 688342, 688343, 688344, 688345, 688346, 688347, 688348, 688349, 688352, 688353, 688354, 688355, 688356, 688357, 688358, 688359, 688360, 688361, 688362, 688366, 688367, 688368, 688369, 688370, 688371, 688372, 688373, 688374, 688375, 688376, 688379, 688380, 688381, 688382, 688383, 688384, 688385, 688386, 688387, 688388, 688389, 688392, 688393, 688394, 688395, 688396, 688397, 688398, 688399, 688400, 688401, 688402, 688406, 688407, 688408, 688409, 688410, 688411, 688412, 688413, 688414, 688415, 688416, 688420, 688421, 688422, 688423, 688424, 688425, 688426, 688427, 688428, 688429, 688430, 688435, 688436, 688437, 688438, 688439, 688440, 688441, 688442, 688443, 688444, 688445, 688449, 688450, 688451, 688452, 688453, 688454, 688455, 688456, 688457, 688458, 688459, 688463, 688464, 688465, 688466, 688467, 688468, 688469, 688470, 688471, 688472, 688473, 688477, 688478, 688479, 688480, 688481, 688482, 688483, 688484, 688485, 688486, 688487, 688490, 688491, 688492, 688493, 688494, 688495, 688496, 688497, 688498, 688499, 688500, 688501, 688505, 688506, 688507, 688508, 688509, 688510, 688511, 688512, 688513, 688514, 688515, 688516, 688521, 688522, 688523, 688524, 688525, 688526, 688527, 688528, 688529, 688530, 688531, 688532, 688536, 688537, 688538, 688539, 688540, 688541, 688542, 688543, 688544, 688545, 688546, 688547, 688548, 688552, 688553, 688554, 688555, 688556, 688557, 688558, 688559, 688560, 688561, 688562, 688563, 688564, 688566, 688567, 688568, 688569, 688570, 688571, 688572, 688573, 688574, 688575, 688576, 688577, 688578, 688580, 688581, 688582, 688583, 688584, 688585, 688586, 688587, 688588, 688589, 688590, 688591, 688592, 688594, 688595, 688596, 688597, 688598, 688599, 688600, 688601, 688602, 688603, 688604, 688605, 688606, 688609, 688610, 688611, 688612, 688613, 688614, 688615, 688616, 688617, 688618, 688619, 688620, 688621, 688626, 688627, 688628, 688629, 688630, 688631, 688632, 688633, 688634, 688635, 688636, 688637, 688642, 688643, 688644, 688645, 688646, 688647, 688648, 688649, 688650, 688651, 688657, 688658, 688659, 688660, 688661, 688662, 688663, 688664, 688669, 688670, 688671, 688672, 688673, 688674, 688680, 688681, 688682, 688683, 688684, 688685, 688689, 688690, 688691, 688697, 688698, 688699, 688705, 688706, 688712, 688713, 688719, 688720, 688721, 688727, 688728, 688729, 688736, 688737, 688738, 688739, 688744, 688756, 688768]",,,,,
2064,33.92008645,-84.31216625,"[684379, 684380, 684383, 684384, 684385, 684388, 684389, 684390, 684391, 684393, 684394, 684395, 684396, 684398, 684399, 684400, 684401, 684402, 684404, 684405, 684406, 684407, 684408, 684409, 684410, 684411, 684412, 684413, 684414, 684415, 684416, 684417, 684418, 684419, 684420, 684421, 684422, 684423, 684424, 684425, 684426, 684427, 684428, 684430, 684431, 684432, 684433, 684434, 684435, 684436, 684437, 684438, 684439, 684440, 684441, 684442, 684443, 684444, 684445, 684446, 684447, 684448, 684449, 684450, 684451, 684452, 684453, 684454, 684455, 684456, 684457, 684458, 684459, 684460, 684461, 684462, 684463, 684464, 684465, 684522, 684529]",,,,,
2065,33.92008622,-84.31216589,"[684374, 684375, 684376, 684380, 684381, 684382, 684384, 684385, 684386, 684387, 684389, 684390, 684391, 684392, 684393, 684394, 684395, 684396, 684397, 684398, 684399, 684400, 684401, 684402, 684403, 684404, 684405, 684406, 684407, 684408, 684409, 684410, 684411, 684412, 684413, 684414, 684415, 684416, 684417, 684418, 684419, 684420, 684421, 684422, 684423, 684424, 684425, 684426, 684427, 684428, 684429, 684430, 684431, 684432, 684433, 684434, 684435, 684436, 684437, 684438, 684439, 684440, 684441, 684442, 684443, 684444, 684445, 684446, 684447, 684448, 684449, 684450, 684451, 684452, 684453, 684454, 684455, 684456, 684457, 684458, 684459, 684460, 684461, 684462, 684463, 684464, 684465, 684474, 684522, 684529, 684549]",,,,,
2066,33.92008561,-84.31245704,"[682790, 682791, 682792, 682802, 682803, 682804, 682812, 682813, 682814, 682815, 682822, 682823, 682824, 682825, 682831, 682832, 682833, 682834, 682835, 682842, 682843, 682844, 682845, 682846, 682852, 682853, 682854, 682855, 682856, 682862, 682863, 682864, 682865, 682866, 682867, 682872, 682873, 682874, 682875, 682876, 682881, 682882, 682883, 682884, 682885, 682892, 682893, 682894, 682895, 682896, 682902, 682903, 682904, 682905, 682906, 682911, 682912, 682924, 682957, 682963, 682983, 682988, 683017, 683028, 683034, 683041, 683042, 683048, 683061]",,,,,
2068,33.92008677,-84.31435785,"[673127, 673138, 673149, 673159, 673173, 673182, 673190, 673199, 673211, 673219, 673232]",,,,,
