query_lat,query_lon,query_alt,index,lidar_lat,lidar_long,lidar_alt,retro,count,x_cart,y_cart,z_cart
33.8369315,-84.2490125,326.1505001,106779,33.836848319,-84.249115825,331.9095,0.8240000000000001,1789,4544.129840459036,12.006253116079025,-130.28498593412328
33.8369315,-84.2490125,326.1505001,106780,33.836848303000004,-84.249115749,331.7273,0.831,1789,4544.127935394617,12.013287780107907,-130.10278723637919
33.8369315,-84.2490125,326.1505001,106781,33.836848134,-84.249115836,331.5535,0.8240000000000001,1789,4544.109064759832,12.005234248385966,-129.92900069968906
33.8369315,-84.2490125,326.1505001,106782,33.836848079,-84.2491158,331.3752,0.835,1789,4544.10283639739,12.008566292145222,-129.75070510008388
33.8369315,-84.2490125,326.1505001,106783,33.836850072,-84.249114642,335.6306,0.745,1789,4544.326953144287,12.115765326991328,-134.00594574139186
33.8369315,-84.2490125,326.1505001,106784,33.836849956,-84.24911465699999,335.4241,0.7609999999999999,1789,4544.313938160982,12.114376463794864,-133.79945499755365
33.8369315,-84.2490125,326.1505001,106785,33.836849828000005,-84.249114686,335.2207,0.765,1789,4544.299594289336,12.111691684604347,-133.59606520646793
33.8369315,-84.2490125,326.1505001,106786,33.836849840999996,-84.249114564,335.0079,0.765,1789,4544.300884175195,12.122984317330795,-133.38326420778824
33.8369315,-84.2490125,326.1505001,106787,33.836849613000005,-84.249114703,334.817,0.78,1789,4544.275456704818,12.110117327794761,-133.19238236398192
33.8369315,-84.2490125,326.1505001,106788,33.836849567,-84.249114647,334.6135,0.773,1789,4544.270208644749,12.11530063906226,-132.98888605527807
33.8369315,-84.2490125,326.1505001,106789,33.836849406999995,-84.249114715,334.4208,0.769,1789,4544.252322812824,12.109005814462272,-132.79619880713315
33.8369315,-84.2490125,326.1505001,106790,33.836849377,-84.249114643,334.2202,0.769,1789,4544.24885163372,12.115670182544104,-132.59560122530172
33.8369315,-84.2490125,326.1505001,106791,33.836849183000005,-84.24911475,334.0334,0.769,1789,4544.227198561611,12.105765306230722,-132.40881667752208
33.8369315,-84.2490125,326.1505001,106792,33.836849101999995,-84.24911473600001,333.8403,0.78,1789,4544.218075550396,12.10706087381469,-132.21572314913462
33.8369315,-84.2490125,326.1505001,106793,33.836849089,-84.249114647,333.6441,0.78,1789,4544.21649324889,12.115298867206121,-132.01952421405204
33.8369315,-84.2490125,326.1505001,106794,33.836848966,-84.24911468,333.4573,0.784,1789,4544.202715879881,12.112243855408765,-131.8327340232884
33.8369315,-84.2490125,326.1505001,106795,33.836848883,-84.24911467,333.2694,0.792,1789,4544.193374737561,12.113169170048627,-131.64484065254476
33.8369315,-84.2490125,326.1505001,106796,33.83684866,-84.249114812,333.0918,0.7879999999999999,1789,4544.168511412359,12.100024511064785,-131.46725840811553
33.8369315,-84.2490125,326.1505001,106797,33.836848605,-84.249114772,332.905,0.792,1789,4544.16227696859,12.103726799591177,-131.28046281142423
33.8369315,-84.2490125,326.1505001,106798,33.836848554,-84.24911473,332.7195,0.792,1789,4544.156487155405,12.10761422111149,-131.0949668969856
33.8369315,-84.2490125,326.1505001,106799,33.836848341999996,-84.249114862,332.5447,0.7879999999999999,1789,4544.132846013124,12.09539522744748,-130.92018377892677
33.8369315,-84.2490125,326.1505001,106800,33.836848293,-84.249114818,332.3617,0.8,1789,4544.127279840183,12.099467784999778,-130.73718770487744
33.8369315,-84.2490125,326.1505001,106801,33.836848222,-84.249114799,332.1813,0.7959999999999999,1789,4544.119275167776,12.101226204079255,-130.5567933783962
33.8369315,-84.2490125,326.1505001,106802,33.836848006,-84.249114936,332.0097,0.784,1789,4544.095192613954,12.08854438802118,-130.38521057603373
33.8369315,-84.2490125,326.1505001,106803,33.836847969000004,-84.249114883,331.8298,0.8240000000000001,1789,4544.090959763364,12.09345004236433,-130.2053135488729
33.8369315,-84.2490125,326.1505001,106804,33.836847861,-84.249114904,331.6546,0.82,1789,4544.078854574095,12.09150584367926,-130.0301221618552
33.8369315,-84.2490125,326.1505001,106805,33.836847845,-84.24911482899999,331.4761,0.835,1789,4544.076952155251,12.098447945837998,-129.85162346323966
33.8369315,-84.2490125,326.1505001,106806,33.836847637,-84.24911496,331.3075,0.7490000000000001,1789,4544.0537591527345,12.086321530845087,-129.68304002557028
33.8369315,-84.2490125,326.1505001,106807,33.836849743,-84.249113755,335.7026,0.765,1789,4544.290510316224,12.197871463074932,-134.07797166026995
33.8369315,-84.2490125,326.1505001,106808,33.836849688,-84.249113704,335.4915,0.7609999999999999,1789,4544.284258492513,12.20259192857324,-133.86687606816145
33.8369315,-84.2490125,326.1505001,106809,33.836849552,-84.24911374199999,335.2897,0.769,1789,4544.269028362169,12.199074058728804,-133.6650869128155
33.8369315,-84.2490125,326.1505001,106810,33.836849475,-84.249113718,335.0852,0.765,1789,4544.260340899489,12.20129525878907,-133.46059306757257
33.8369315,-84.2490125,326.1505001,106811,33.836849264,-84.24911384,334.894,0.769,1789,4544.236798947207,12.1900018853239,-133.26940987354163
33.8369315,-84.2490125,326.1505001,106812,33.836849234,-84.249113767,334.6901,0.7759999999999999,1789,4544.233325407891,12.1967588101458,-133.06551229152564
33.8369315,-84.2490125,326.1505001,106813,33.836849070999996,-84.249113838,334.4986,0.773,1789,4544.215107659297,12.19018629040841,-132.8740252788623
33.8369315,-84.2490125,326.1505001,106814,33.836849004,-84.249113807,334.3017,0.773,1789,4544.20753488868,12.193055465273284,-132.67713063822893
33.8369315,-84.2490125,326.1505001,106815,33.836848953,-84.24911376,334.1056,0.769,1789,4544.20173749371,12.197405695220679,-132.48103472625422
33.8369315,-84.2490125,326.1505001,106816,33.836848821,-84.2491138,333.9173,0.7879999999999999,1789,4544.186960723013,12.193702718858827,-132.2927452511742
33.8369315,-84.2490125,326.1505001,106817,33.836848832,-84.249113687,333.7205,0.773,1789,4544.18804020247,12.204162284486257,-132.09594440804807
33.8369315,-84.2490125,326.1505001,106818,33.836848745,-84.249113681,333.5327,0.784,1789,4544.178255431578,12.204717334484917,-131.90815135530931
33.8369315,-84.2490125,326.1505001,106819,33.836848581,-84.249113759,333.3515,0.784,1789,4544.159934127087,12.197496873864294,-131.7269644220741
33.8369315,-84.2490125,326.1505001,106820,33.836848363,-84.249113896,333.175,0.7879999999999999,1789,4544.135626214108,12.184815044062061,-131.55048178231186
33.8369315,-84.2490125,326.1505001,106821,33.836848277,-84.24911389100001,332.9914,0.792,1789,4544.125955373598,12.185277533795182,-131.36688864927137
