sign_id,lat_sign,long_sign,alt_sign,index,lidar_lat,lidar_long,lidar_alt,retro,mutcd_code,count,car_lat,car_long,car_alt,overhead,alt_diff,x_cart,y_cart,z_cart,frame,physical_condition,cluster_group
4635,33.81981055,-84.25248448,318.0006938,219607,33.820052054,-84.252422565,318.824,0.573,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2681.002048141462,-294.14184456153345,-118.25174840420144,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219608,33.820050084,-84.252422647,318.8154,0.71,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2680.7835230998307,-294.14944277846314,-118.24324023144658,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219609,33.820048606,-84.25242255399999,318.8088,0.7140000000000001,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2680.6195733523946,-294.140837242856,-118.23670978045769,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219610,33.820046612,-84.252422645,318.798,0.722,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2680.3983852165084,-294.14926869493144,-118.22600268083498,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219611,33.82004495,-84.252422617,318.7932,0.733,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2680.214026271533,-294.14668181813045,-118.22128054812157,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219612,33.820043189,-84.252422625,318.7832,0.7290000000000001,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2680.0186836918947,-294.14742805617306,-118.21136288976982,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219613,33.820041435,-84.25242263,318.7752,0.737,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2679.824118420393,-294.14789661103987,-118.20344490915235,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219614,33.82003949,-84.25242270300001,318.767,0.741,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2679.608366641209,-294.1546615087443,-118.19533556537662,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219615,33.820037832,-84.252422674,318.7582,0.7290000000000001,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2679.4244497073723,-294.1519818496267,-118.18661322910219,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219616,33.820035949,-84.252422725,318.7487,0.71,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2679.2155746511435,-294.1567096314548,-118.17720106618248,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219617,33.820034219,-84.252422721,318.7431,0.5329999999999999,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2679.023672560261,-294.15634496068094,-118.17168197674805,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219618,33.820002904,-84.25242800699999,318.0502,0.455,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2675.549789223032,-294.64581822081954,-117.480222738015,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219619,33.82000149,-84.25242799899999,318.0491,0.49,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2675.3929412389275,-294.64508234886813,-117.47918880019148,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219620,33.820000235,-84.252427934,318.0457,0.486,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2675.2537291488075,-294.6390685492068,-117.47584767753371,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219621,33.819999012,-84.252427858,318.0451,0.482,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2675.1180677943107,-294.6320363471817,-117.47530510468029,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219622,33.819997735,-84.25242780100001,318.046,0.482,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2674.976417194053,-294.6267634912975,-117.47626496886677,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219624,33.819995905999996,-84.25242794,318.0343,0.478,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2674.7735314279457,-294.63963837113016,-117.46464976370031,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219626,33.819995471,-84.252427584,318.0452,0.482,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2674.725282761542,-294.60668053033277,-117.47557159090844,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219627,33.819994486,-84.252427427,318.04400000000004,0.482,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2674.6160209975005,-294.59214819387904,-117.47441824394052,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219628,33.819992907,-84.252427481,318.0289,0.478,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2674.440864728362,-294.59715243618786,-117.45939172103974,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219629,33.819991488,-84.25242747899999,318.0184,0.463,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2674.283458184188,-294.5969716486032,-117.44895796495442,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219631,33.819990108,-84.252427462,318.0109,0.459,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2674.130378921797,-294.595402110248,-117.4415224475557,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219634,33.819988898000005,-84.25242738600001,318.0011,0.463,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,1,2673.996155720145,-294.5883694378083,-117.43177924510785,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219639,33.819986904000004,-84.252427587,317.9823,0.431,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,2,2673.774964575549,-294.60698475320174,-117.41307144336024,6362,Surface Failure,-1
4635,33.81981055,-84.25248448,318.0006938,219696,33.819792147,-84.25248966,320.7441,0.569,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,-1,2652.1729390208843,-300.35475078311003,-120.18365520872464,6362,Surface Failure,0
4635,33.81981055,-84.25248448,318.0006938,219697,33.819791916999996,-84.252489747,320.296,0.49,E5-1a,622,33.81990646,-84.25232497,319.8989999,Ground,-1,2652.147239596235,-300.3627853219217,-119.73556551514048,6362,Surface Failure,0
