sign_id,lat_sign,long_sign,alt_sign,index,lidar_lat,lidar_long,lidar_alt,retro,mutcd_code,count,car_lat,car_long,car_alt,overhead,alt_diff,x_cart,y_cart,z_cart,frame,physical_condition,cluster_group
18403,33.78425939,-84.49484678,266.0091091,466166,33.784180487,-84.494772377,265.0375,0.459,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,0,-1270.9198761193395,-22741.023416053282,-24.412797932143647,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466167,33.784182691,-84.49477110699999,265.045,0.435,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,0,-1270.6756841442048,-22740.905231843808,-24.420767741341947,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466168,33.784185081,-84.494769604,265.0415,0.443,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,0,-1270.4109097657206,-22740.76537866522,-24.417818761089652,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466169,33.784187352,-84.49476825100001,265.0436,0.498,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,0,-1270.1593032031697,-22740.639470006696,-24.420417504534417,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466170,33.78418984,-84.49476661,265.0507,0.416,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,0,-1269.8836909698155,-22740.48684702724,-24.428116209350577,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466264,33.784275036,-84.494793309,266.7533,0.624,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-1,-1260.42795490025,-22742.94327245821,-26.123860377786368,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466265,33.784275019,-84.494793889,268.0975,0.769,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-3,-1260.4299791416279,-22743.001784899632,-27.4678601118484,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466266,33.78427503,-84.494794184,267.76,0.7759999999999999,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.4286269158015,-22743.027902947408,-27.130265202089678,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466267,33.784275229,-84.494794213,267.4246,0.7959999999999999,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.4064803429753,-22743.029341670568,-26.79486233563901,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466268,33.784275413,-84.494794263,267.0892,0.7879999999999999,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.38599297672,-22743.03272939251,-26.45945219838641,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466269,33.784275589,-84.494794324,266.7537,0.8,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-1,-1260.3663905483775,-22743.037137699986,-26.12393824955633,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466270,33.784275544,-84.494794973,268.0776,0.78,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-3,-1260.371501354194,-22743.101976084283,-27.447614707222986,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466271,33.784275651,-84.494795129,267.7444,0.784,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.359532080965,-22743.11520978769,-27.11436782302352,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466272,33.784275853000004,-84.49479515,267.4122,0.8079999999999999,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.3370551441035,-22743.115918145868,-26.7821676435408,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466273,33.784276099,-84.494795109,267.0804,0.8,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.30971137224,-22743.110873813333,-26.450388922898348,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466274,33.784276161,-84.494795325,266.7476,0.8,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-1,-1260.3027204632424,-22743.129678075635,-26.11752121136684,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466275,33.784276021,-84.494796125,268.0605,0.784,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-3,-1260.3183334067835,-22743.20848813625,-27.43014574903911,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466276,33.784276067,-84.494796363,267.7303,0.7879999999999999,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.3131129186995,-22743.229343543637,-27.09987039660213,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466277,33.784276225,-84.494796441,267.4014,0.816,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.2955046590969,-22743.23535466025,-26.77095038405047,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466278,33.784276446,-84.494796432,267.0731,0.784,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.2709275891734,-22743.23329325917,-26.442660511214804,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466279,33.784276578000004,-84.494796548,266.7444,0.7879999999999999,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-1,-1260.2561949745884,-22743.242831545438,-26.11392736555221,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466280,33.784276563,-84.494797189,268.0473,0.792,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-3,-1260.257975674273,-22743.306846274383,-27.41660728315855,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466281,33.784276639,-84.49479737899999,267.7208,0.784,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.249438836796,-22743.323261130543,-27.090048429846405,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466282,33.784276767,-84.494797496,267.3951,0.812,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.2351502886177,-22743.332903778868,-26.764314844255143,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466283,33.784276898,-84.494797609,267.0697,0.792,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.2205299151358,-22743.342176217113,-26.438882642942843,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466284,33.784277031,-84.494797717,266.7445,0.8,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-1,-1260.205688841829,-22743.35098573476,-26.11365213695387,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466285,33.784277184000004,-84.49479814899999,268.0286,0.792,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-3,-1260.1888769075592,-22743.395531383223,-27.397604970133454,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466286,33.784277137,-84.49479851,267.7043,0.78,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.193946264883,-22743.427824725186,-27.073186873124413,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466287,33.784277372,-84.494798472,267.3828,0.792,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.1678240312606,-22743.423097835224,-26.75170684392684,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466288,33.784277522,-84.494798553,267.0608,0.816,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.151103867696,-22743.429413495527,-26.42968561382872,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466289,33.784277603,-84.494798733,266.7387,0.7959999999999999,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-1,-1260.142015502462,-22743.444916485718,-26.107530144600016,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466290,33.784277747,-84.494799193,268.0126,0.7959999999999999,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-3,-1260.1261936562696,-22743.49202158005,-27.381273599759254,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466291,33.784277761,-84.494799463,267.6921,0.7879999999999999,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.1245175672655,-22743.515883843145,-27.060686893156586,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466292,33.78427783,-84.494799656,267.3728,0.804,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.1167579611242,-22743.53260404506,-26.74132684183762,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466293,33.784278035999996,-84.494799653,267.0546,0.812,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-2,-1260.0938454216578,-22743.53113829502,-26.423134581725954,17986,Good Condition,-1
18403,33.78425939,-84.49484678,266.0091091,466294,33.784278160999996,-84.494799767,266.7361,0.8,E5-1a,100,33.78426952,-84.49494629,265.9944996,Ground,-1,-1260.0798917414481,-22743.54052950729,-26.104601870353733,17986,Good Condition,-1
