sign_id,lat_sign,long_sign,alt_sign,index,lidar_lat,lidar_long,lidar_alt,retro,mutcd_code,count,car_lat,car_long,car_alt,overhead,alt_diff,x_cart,y_cart,z_cart,frame,physical_condition,cluster_group
18920,33.80818864,-84.49450891,243.4369739,478350,33.807953585,-84.494372668,250.86,0.7759999999999999,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.972700429482,-22697.67632414607,-10.36978103541094,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478351,33.807953557,-84.494372679,250.7039,0.78,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.9695634629827,-22697.676795173444,-10.213679044249787,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478352,33.807952859000004,-84.494373715,250.9886,0.765,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.892428689402,-22697.773919924766,-10.498052161479642,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478353,33.807952915,-84.494373743,250.8363,0.8240000000000001,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.8986138173748,-22697.775956393678,-10.34574262612702,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478354,33.807952930999996,-84.494373764,250.6839,0.812,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.9003604608793,-22697.77735490377,-10.193336312821078,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478355,33.807952817,-84.49437375800001,250.5309,0.7490000000000001,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.8876810404124,-22697.776285542714,-10.040341868682004,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478358,33.807952302,-84.494374798,251.1137,0.773,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-2,1365.8309101116024,-22697.87479206313,-10.622807583925102,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478359,33.80795229,-84.494374812,250.9639,0.8390000000000001,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.8295499302965,-22697.875559041757,-10.473004201131287,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478360,33.807952165,-84.494374803,250.8136,0.816,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.8156502771662,-22697.874224396288,-10.322710979172829,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478361,33.807952347,-84.49437485600001,250.6656,0.8079999999999999,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.8358181348476,-22697.878557752032,-10.174690301868887,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478362,33.807952339,-84.494374872,250.5165,0.843,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.8349022364107,-22697.879511351002,-10.025586163517175,18589,Good Condition,1
18920,33.80818864,-84.49450891,243.4369739,478363,33.807952263000004,-84.494374873,250.3672,0.745,I-3,625,33.80806296,-84.49452507,249.7189999,Ground,-1,1365.8264402283985,-22697.879093272026,-9.876288521332512,18589,Good Condition,1
