sign_id,lat_sign,long_sign,alt_sign,index,lidar_lat,lidar_long,lidar_alt,retro,mutcd_code,count,car_lat,car_long,car_alt,overhead,alt_diff,x_cart,y_cart,z_cart,frame,physical_condition,cluster_group
18430,33.75858247,-84.49327823,269.08367539999995,459101,33.758369653,-84.493396464,266.5564,0.431,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,2,-4134.2276832689395,-22620.372365810454,-25.142630797449087,17399,Good Condition,-1
18430,33.75858247,-84.49327823,269.08367539999995,459102,33.758372179,-84.493395608,266.5569,0.412,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,2,-4133.947681725374,-22620.292396935307,-25.143596251003462,17399,Good Condition,-1
18430,33.75858247,-84.49327823,269.08367539999995,459103,33.758374652,-84.49339480399999,266.5602,0.42,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,2,-4133.67354946789,-22620.217269630288,-25.14734074187192,17399,Good Condition,-1
18430,33.75858247,-84.49327823,269.08367539999995,459104,33.758382462,-84.493391996,266.5586,0.412,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,2,-4132.807861534894,-22619.955055473023,-25.147232700920213,17399,Good Condition,-1
18430,33.75858247,-84.49327823,269.08367539999995,459105,33.758390378,-84.493389078,266.5538,0.412,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,2,-4131.9304378989755,-22619.68261084679,-25.143968382315588,17399,Good Condition,-1
18430,33.75858247,-84.49327823,269.08367539999995,459106,33.758395352,-84.49338744399999,266.5596,0.416,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,2,-4131.3790727331925,-22619.529937253847,-25.15066774337977,17399,Good Condition,-1
18430,33.75858247,-84.49327823,269.08367539999995,459107,33.758397819,-84.493386648,266.5631,0.412,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,2,-4131.105604375011,-22619.45555346228,-25.154609049479745,17399,Good Condition,-1
18430,33.75858247,-84.49327823,269.08367539999995,459108,33.758429909,-84.493373542,266.475,0.416,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,2,-4127.548926934631,-22618.232561708188,-25.073151921571665,17399,Good Condition,-1
18430,33.75858247,-84.49327823,269.08367539999995,459109,33.758434926,-84.49337141699999,266.4563,0.416,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,2,-4126.992883987461,-22618.034299771803,-25.05551523682589,17399,Good Condition,-1
18430,33.75858247,-84.49327823,269.08367539999995,459110,33.758549213,-84.493259761,270.2482,0.765,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-2,-4114.342868256459,-22607.672963319543,-28.892337486207513,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459111,33.758549157,-84.493259726,269.9579,0.78,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.348899655026,-22607.668707448174,-28.602046768961486,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459112,33.758549234,-84.493259557,269.6684,0.7879999999999999,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.340208301314,-22607.652004605683,-28.312609662393218,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459113,33.758549357,-84.49325934,269.3787,0.765,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.326424922584,-22607.630841856582,-28.022991641152426,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459114,33.758549398,-84.493259207,269.0887,0.745,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.321718551549,-22607.617482041245,-27.7330401138172,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459115,33.758549586,-84.493261005,270.2362,0.769,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-2,-4114.301213395865,-22607.78807756319,-28.87995678247273,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459116,33.75854953,-84.493260971,269.949,0.765,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.307246583196,-22607.783925311935,-28.59276571866365,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459117,33.758549433,-84.493260978,269.66200000000003,0.757,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.317818718818,-22607.783583115957,-28.30575822582028,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459118,33.758549593000005,-84.49326072699999,269.3758,0.7609999999999999,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.299940940725,-22607.75927299512,-28.01965402197027,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459119,33.758549648,-84.49326058,269.0891,0.7490000000000001,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.2936868670695,-22607.74462410537,-27.73300808315276,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459120,33.75844244,-84.49336850899999,266.4477,0.424,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,2,-4126.160046427311,-22617.76287408668,-25.04841745325942,17399,Good Condition,-1
18430,33.75858247,-84.49327823,269.08367539999995,459121,33.758549806,-84.49326240399999,270.2259,0.7609999999999999,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-2,-4114.276496743231,-22607.91759849815,-28.86921410959861,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459122,33.758549674,-84.493262448,269.9417,0.757,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.290944857275,-22607.92070339192,-28.58499192143228,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459123,33.758549806,-84.493262225,269.6589,0.757,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.276168963817,-22607.89900680754,-28.30227647883678,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459124,33.758549771,-84.49326217,269.3755,0.784,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.279879851211,-22607.892916876383,-28.018893804742408,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459125,33.758549909,-84.49326194,269.0922,0.7609999999999999,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.2644396358555,-22607.87056841233,-27.735681094911214,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459126,33.758550214,-84.493263611,270.2113,0.7609999999999999,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-2,-4114.230966031354,-22608.029266355028,-28.85424809649395,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459127,33.758550246,-84.493263489,269.931,0.757,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.227261832189,-22608.016962361,-28.573992244936782,17399,Good Condition,0
18430,33.75858247,-84.49327823,269.08367539999995,459128,33.758550156,-84.49326349100001,269.6502,0.7609999999999999,E5-1a,232,33.758502,-84.4933982,268.3989992,Ground,-1,-4114.237062627161,-22608.0161770295,-28.293186861948207,17399,Good Condition,0
